n.evals.q.1.0.	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg.max
3.770e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.185e-01	3.793e-01	3.394e-01	4.374e-01	3.190e-01	3.065e-01	3.293e-01	3.103e-01	2.629e-01	3.224e-01	7.934e-01	7.931e-01	7.945e-01	5.517e-01	5.376e-01	5.797e-01	3.762e-01	3.490e-01	3.921e-01	2.552e-01	2.341e-01	2.810e-01	1.566e-01	1.393e-01	1.928e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.958e-01	3.140e-01	2.734e-01	3.352e-01	3.138e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.383e-01	5.317e-01	5.452e-01	3.479e-01	3.410e-01	3.579e-01	2.052e-01	1.948e-01	2.176e-01	9.793e-02	8.690e-02	1.062e-01
3.780e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.185e-01	3.793e-01	3.367e-01	4.374e-01	3.190e-01	3.065e-01	3.293e-01	3.103e-01	2.629e-01	3.224e-01	7.934e-01	7.931e-01	7.945e-01	5.517e-01	5.376e-01	5.797e-01	3.769e-01	3.490e-01	3.921e-01	2.545e-01	2.341e-01	2.810e-01	1.576e-01	1.410e-01	1.928e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.958e-01	3.140e-01	2.734e-01	3.352e-01	3.138e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.383e-01	5.317e-01	5.445e-01	3.469e-01	3.421e-01	3.579e-01	2.052e-01	1.948e-01	2.176e-01	9.793e-02	8.690e-02	1.062e-01
3.790e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.185e-01	3.793e-01	3.367e-01	4.374e-01	3.155e-01	3.065e-01	3.293e-01	3.103e-01	2.629e-01	3.224e-01	7.934e-01	7.931e-01	7.945e-01	5.517e-01	5.379e-01	5.797e-01	3.766e-01	3.490e-01	3.921e-01	2.552e-01	2.341e-01	2.810e-01	1.579e-01	1.410e-01	1.928e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.958e-01	3.140e-01	2.734e-01	3.352e-01	3.138e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.383e-01	5.317e-01	5.445e-01	3.466e-01	3.421e-01	3.583e-01	2.055e-01	1.962e-01	2.176e-01	9.793e-02	8.690e-02	1.069e-01
3.800e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.185e-01	3.793e-01	3.367e-01	4.374e-01	3.155e-01	3.065e-01	3.293e-01	3.103e-01	2.629e-01	3.224e-01	7.934e-01	7.931e-01	7.945e-01	5.517e-01	5.379e-01	5.797e-01	3.762e-01	3.490e-01	3.917e-01	2.559e-01	2.341e-01	2.797e-01	1.579e-01	1.410e-01	1.928e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.977e-01	3.140e-01	2.734e-01	3.352e-01	3.138e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.383e-01	5.317e-01	5.445e-01	3.472e-01	3.421e-01	3.583e-01	2.059e-01	1.962e-01	2.176e-01	9.793e-02	8.690e-02	1.069e-01
3.810e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.185e-01	3.793e-01	3.367e-01	4.374e-01	3.155e-01	3.065e-01	3.293e-01	3.121e-01	2.629e-01	3.224e-01	7.934e-01	7.931e-01	7.945e-01	5.517e-01	5.379e-01	5.797e-01	3.759e-01	3.490e-01	3.917e-01	2.559e-01	2.345e-01	2.803e-01	1.579e-01	1.410e-01	1.928e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.977e-01	3.140e-01	2.734e-01	3.352e-01	3.138e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.383e-01	5.317e-01	5.445e-01	3.472e-01	3.421e-01	3.583e-01	2.059e-01	1.959e-01	2.176e-01	9.862e-02	8.690e-02	1.069e-01
3.820e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.185e-01	3.793e-01	3.367e-01	4.374e-01	3.155e-01	3.065e-01	3.293e-01	3.121e-01	2.611e-01	3.224e-01	7.934e-01	7.931e-01	7.945e-01	5.517e-01	5.383e-01	5.797e-01	3.759e-01	3.493e-01	3.917e-01	2.555e-01	2.345e-01	2.803e-01	1.597e-01	1.410e-01	1.928e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.977e-01	3.140e-01	2.734e-01	3.352e-01	3.138e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.383e-01	5.317e-01	5.445e-01	3.472e-01	3.421e-01	3.583e-01	2.059e-01	1.959e-01	2.186e-01	9.862e-02	8.690e-02	1.069e-01
3.830e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.185e-01	3.793e-01	3.367e-01	4.374e-01	3.172e-01	3.065e-01	3.293e-01	3.121e-01	2.611e-01	3.224e-01	7.934e-01	7.931e-01	7.945e-01	5.517e-01	5.376e-01	5.800e-01	3.762e-01	3.497e-01	3.917e-01	2.555e-01	2.345e-01	2.803e-01	1.590e-01	1.393e-01	1.924e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.977e-01	3.140e-01	2.734e-01	3.352e-01	3.121e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.386e-01	5.321e-01	5.445e-01	3.472e-01	3.421e-01	3.590e-01	2.059e-01	1.959e-01	2.183e-01	9.862e-02	8.690e-02	1.072e-01
3.840e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.185e-01	3.793e-01	3.367e-01	4.374e-01	3.190e-01	3.065e-01	3.293e-01	3.121e-01	2.611e-01	3.224e-01	7.934e-01	7.931e-01	7.945e-01	5.517e-01	5.376e-01	5.803e-01	3.762e-01	3.507e-01	3.917e-01	2.555e-01	2.345e-01	2.793e-01	1.590e-01	1.393e-01	1.924e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.980e-01	3.140e-01	2.734e-01	3.352e-01	3.121e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.386e-01	5.324e-01	5.445e-01	3.472e-01	3.421e-01	3.583e-01	2.072e-01	1.959e-01	2.183e-01	9.862e-02	8.759e-02	1.072e-01
3.850e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.185e-01	3.793e-01	3.367e-01	4.374e-01	3.190e-01	3.065e-01	3.293e-01	3.121e-01	2.611e-01	3.224e-01	7.934e-01	7.931e-01	7.945e-01	5.517e-01	5.376e-01	5.803e-01	3.762e-01	3.507e-01	3.917e-01	2.555e-01	2.345e-01	2.793e-01	1.590e-01	1.403e-01	1.924e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.980e-01	3.140e-01	2.734e-01	3.352e-01	3.121e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.386e-01	5.324e-01	5.445e-01	3.472e-01	3.421e-01	3.583e-01	2.076e-01	1.959e-01	2.183e-01	9.862e-02	8.759e-02	1.072e-01
3.860e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.185e-01	3.793e-01	3.367e-01	4.374e-01	3.190e-01	3.065e-01	3.293e-01	3.121e-01	2.611e-01	3.224e-01	7.934e-01	7.931e-01	7.945e-01	5.517e-01	5.376e-01	5.803e-01	3.762e-01	3.507e-01	3.917e-01	2.552e-01	2.345e-01	2.783e-01	1.590e-01	1.403e-01	1.921e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.980e-01	3.140e-01	2.734e-01	3.352e-01	3.121e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.379e-01	5.324e-01	5.448e-01	3.472e-01	3.421e-01	3.583e-01	2.076e-01	1.959e-01	2.186e-01	9.862e-02	8.759e-02	1.072e-01
3.870e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.185e-01	3.793e-01	3.367e-01	4.207e-01	3.190e-01	3.065e-01	3.293e-01	3.121e-01	2.611e-01	3.224e-01	7.934e-01	7.931e-01	7.945e-01	5.517e-01	5.376e-01	5.803e-01	3.762e-01	3.507e-01	3.914e-01	2.552e-01	2.345e-01	2.783e-01	1.590e-01	1.407e-01	1.917e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.987e-01	3.140e-01	2.734e-01	3.352e-01	3.121e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.379e-01	5.324e-01	5.448e-01	3.472e-01	3.421e-01	3.583e-01	2.076e-01	1.959e-01	2.186e-01	9.862e-02	8.828e-02	1.072e-01
3.880e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.185e-01	3.793e-01	3.367e-01	4.207e-01	3.190e-01	3.065e-01	3.293e-01	3.121e-01	2.611e-01	3.224e-01	7.934e-01	7.931e-01	7.945e-01	5.517e-01	5.376e-01	5.807e-01	3.748e-01	3.507e-01	3.914e-01	2.552e-01	2.369e-01	2.776e-01	1.590e-01	1.421e-01	1.917e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.987e-01	3.140e-01	2.734e-01	3.352e-01	3.121e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.379e-01	5.324e-01	5.448e-01	3.476e-01	3.414e-01	3.583e-01	2.079e-01	1.959e-01	2.186e-01	9.862e-02	8.828e-02	1.072e-01
3.890e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.185e-01	3.793e-01	3.367e-01	4.207e-01	3.190e-01	3.065e-01	3.293e-01	3.121e-01	2.611e-01	3.224e-01	7.934e-01	7.931e-01	7.945e-01	5.517e-01	5.376e-01	5.807e-01	3.748e-01	3.507e-01	3.914e-01	2.562e-01	2.369e-01	2.776e-01	1.590e-01	1.421e-01	1.917e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.779e-01	3.207e-01	3.987e-01	3.140e-01	2.734e-01	3.352e-01	3.121e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.379e-01	5.324e-01	5.448e-01	3.476e-01	3.414e-01	3.579e-01	2.079e-01	1.959e-01	2.186e-01	9.862e-02	8.828e-02	1.072e-01
3.900e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.185e-01	3.793e-01	3.367e-01	4.224e-01	3.190e-01	3.065e-01	3.293e-01	3.121e-01	2.608e-01	3.224e-01	7.934e-01	7.931e-01	7.945e-01	5.521e-01	5.376e-01	5.807e-01	3.748e-01	3.510e-01	3.914e-01	2.562e-01	2.369e-01	2.776e-01	1.617e-01	1.431e-01	1.910e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.779e-01	3.207e-01	3.987e-01	3.140e-01	2.685e-01	3.352e-01	3.121e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.379e-01	5.324e-01	5.448e-01	3.472e-01	3.410e-01	3.579e-01	2.079e-01	1.959e-01	2.186e-01	9.862e-02	8.931e-02	1.066e-01
3.910e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.643e-01	6.185e-01	3.793e-01	3.367e-01	4.224e-01	3.190e-01	3.065e-01	3.293e-01	3.121e-01	2.608e-01	3.224e-01	7.934e-01	7.931e-01	7.945e-01	5.521e-01	5.383e-01	5.807e-01	3.748e-01	3.510e-01	3.914e-01	2.566e-01	2.372e-01	2.776e-01	1.624e-01	1.424e-01	1.910e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.987e-01	3.140e-01	2.685e-01	3.352e-01	3.138e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.386e-01	5.334e-01	5.455e-01	3.472e-01	3.410e-01	3.579e-01	2.079e-01	1.948e-01	2.179e-01	9.862e-02	8.897e-02	1.079e-01
3.920e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.643e-01	6.185e-01	3.793e-01	3.367e-01	4.204e-01	3.190e-01	3.065e-01	3.293e-01	3.121e-01	2.608e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.521e-01	5.386e-01	5.814e-01	3.748e-01	3.510e-01	3.907e-01	2.566e-01	2.372e-01	2.776e-01	1.624e-01	1.424e-01	1.910e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.987e-01	3.140e-01	2.685e-01	3.352e-01	3.138e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.386e-01	5.334e-01	5.452e-01	3.472e-01	3.403e-01	3.579e-01	2.079e-01	1.959e-01	2.179e-01	9.862e-02	8.897e-02	1.079e-01
3.930e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.643e-01	6.185e-01	3.793e-01	3.367e-01	4.204e-01	3.190e-01	3.065e-01	3.293e-01	3.121e-01	2.608e-01	3.224e-01	7.934e-01	7.931e-01	7.945e-01	5.521e-01	5.386e-01	5.814e-01	3.748e-01	3.507e-01	3.903e-01	2.566e-01	2.372e-01	2.776e-01	1.631e-01	1.424e-01	1.910e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.987e-01	3.140e-01	2.685e-01	3.352e-01	3.138e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.386e-01	5.334e-01	5.452e-01	3.479e-01	3.403e-01	3.579e-01	2.079e-01	1.948e-01	2.183e-01	9.862e-02	8.897e-02	1.079e-01
3.940e+04	7.931e-01	7.931e-01	7.931e-01	5.747e-01	5.643e-01	6.185e-01	3.793e-01	3.367e-01	4.204e-01	3.172e-01	3.065e-01	3.293e-01	3.121e-01	2.608e-01	3.224e-01	7.934e-01	7.931e-01	7.941e-01	5.524e-01	5.386e-01	5.814e-01	3.748e-01	3.507e-01	3.903e-01	2.566e-01	2.372e-01	2.776e-01	1.631e-01	1.424e-01	1.910e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.987e-01	3.140e-01	2.685e-01	3.352e-01	3.138e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.376e-01	5.334e-01	5.452e-01	3.479e-01	3.403e-01	3.579e-01	2.079e-01	1.948e-01	2.186e-01	9.862e-02	8.897e-02	1.079e-01
3.950e+04	7.931e-01	7.931e-01	7.931e-01	5.747e-01	5.643e-01	6.185e-01	3.793e-01	3.367e-01	4.204e-01	3.172e-01	3.065e-01	3.285e-01	3.121e-01	2.608e-01	3.224e-01	7.934e-01	7.931e-01	7.941e-01	5.524e-01	5.386e-01	5.814e-01	3.741e-01	3.507e-01	3.910e-01	2.566e-01	2.372e-01	2.776e-01	1.614e-01	1.424e-01	1.914e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.987e-01	3.140e-01	2.709e-01	3.352e-01	3.138e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.376e-01	5.341e-01	5.452e-01	3.479e-01	3.403e-01	3.579e-01	2.079e-01	1.966e-01	2.186e-01	9.862e-02	8.897e-02	1.079e-01
3.960e+04	7.931e-01	7.931e-01	7.931e-01	5.747e-01	5.661e-01	6.185e-01	3.793e-01	3.367e-01	4.138e-01	3.172e-01	3.065e-01	3.310e-01	3.121e-01	2.608e-01	3.224e-01	7.934e-01	7.931e-01	7.941e-01	5.524e-01	5.386e-01	5.814e-01	3.738e-01	3.507e-01	3.910e-01	2.559e-01	2.372e-01	2.776e-01	1.634e-01	1.424e-01	1.914e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.987e-01	3.140e-01	2.709e-01	3.372e-01	3.138e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.376e-01	5.341e-01	5.441e-01	3.483e-01	3.403e-01	3.576e-01	2.079e-01	1.959e-01	2.186e-01	9.862e-02	8.897e-02	1.079e-01
3.970e+04	7.931e-01	7.931e-01	7.931e-01	5.747e-01	5.661e-01	6.185e-01	3.793e-01	3.367e-01	4.138e-01	3.172e-01	3.065e-01	3.310e-01	3.121e-01	2.608e-01	3.224e-01	7.934e-01	7.931e-01	7.941e-01	5.524e-01	5.386e-01	5.814e-01	3.731e-01	3.510e-01	3.910e-01	2.559e-01	2.366e-01	2.779e-01	1.610e-01	1.434e-01	1.914e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.987e-01	3.140e-01	2.709e-01	3.372e-01	3.138e-01	2.565e-01	3.190e-01	7.941e-01	7.934e-01	7.952e-01	5.376e-01	5.341e-01	5.441e-01	3.483e-01	3.403e-01	3.576e-01	2.086e-01	1.959e-01	2.186e-01	9.862e-02	8.966e-02	1.079e-01
3.980e+04	7.931e-01	7.931e-01	7.931e-01	5.747e-01	5.632e-01	6.185e-01	3.793e-01	3.321e-01	4.138e-01	3.172e-01	3.065e-01	3.310e-01	3.121e-01	2.608e-01	3.224e-01	7.934e-01	7.931e-01	7.941e-01	5.521e-01	5.386e-01	5.814e-01	3.728e-01	3.524e-01	3.910e-01	2.559e-01	2.366e-01	2.779e-01	1.610e-01	1.431e-01	1.914e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.987e-01	3.140e-01	2.709e-01	3.372e-01	3.138e-01	2.565e-01	3.207e-01	7.941e-01	7.934e-01	7.952e-01	5.376e-01	5.341e-01	5.441e-01	3.483e-01	3.403e-01	3.576e-01	2.086e-01	1.959e-01	2.186e-01	9.862e-02	8.931e-02	1.079e-01
3.990e+04	7.931e-01	7.931e-01	7.931e-01	5.747e-01	5.632e-01	6.185e-01	3.793e-01	3.321e-01	4.138e-01	3.172e-01	3.065e-01	3.310e-01	3.121e-01	2.608e-01	3.224e-01	7.934e-01	7.931e-01	7.941e-01	5.534e-01	5.386e-01	5.814e-01	3.717e-01	3.510e-01	3.914e-01	2.559e-01	2.366e-01	2.786e-01	1.610e-01	1.428e-01	1.914e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.987e-01	3.140e-01	2.709e-01	3.372e-01	3.138e-01	2.565e-01	3.207e-01	7.941e-01	7.934e-01	7.952e-01	5.376e-01	5.348e-01	5.441e-01	3.490e-01	3.403e-01	3.576e-01	2.079e-01	1.959e-01	2.186e-01	9.862e-02	8.931e-02	1.079e-01
4.000e+04	7.931e-01	7.931e-01	7.931e-01	5.747e-01	5.632e-01	6.185e-01	3.793e-01	3.321e-01	4.138e-01	3.172e-01	3.065e-01	3.310e-01	3.121e-01	2.608e-01	3.224e-01	7.934e-01	7.931e-01	7.941e-01	5.534e-01	5.386e-01	5.814e-01	3.717e-01	3.507e-01	3.914e-01	2.548e-01	2.366e-01	2.786e-01	1.610e-01	1.434e-01	1.910e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.987e-01	3.140e-01	2.709e-01	3.372e-01	3.138e-01	2.565e-01	3.207e-01	7.941e-01	7.934e-01	7.952e-01	5.379e-01	5.348e-01	5.434e-01	3.490e-01	3.403e-01	3.586e-01	2.079e-01	1.959e-01	2.186e-01	9.793e-02	8.931e-02	1.076e-01
4.010e+04	7.931e-01	7.931e-01	7.931e-01	5.747e-01	5.632e-01	6.185e-01	3.793e-01	3.321e-01	4.138e-01	3.172e-01	3.065e-01	3.310e-01	3.121e-01	2.608e-01	3.224e-01	7.934e-01	7.931e-01	7.941e-01	5.541e-01	5.383e-01	5.814e-01	3.717e-01	3.507e-01	3.917e-01	2.548e-01	2.366e-01	2.786e-01	1.610e-01	1.434e-01	1.910e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.987e-01	3.140e-01	2.709e-01	3.372e-01	3.138e-01	2.565e-01	3.207e-01	7.941e-01	7.934e-01	7.952e-01	5.383e-01	5.341e-01	5.434e-01	3.490e-01	3.403e-01	3.586e-01	2.079e-01	1.959e-01	2.197e-01	9.793e-02	8.931e-02	1.076e-01
4.020e+04	7.931e-01	7.931e-01	7.931e-01	5.747e-01	5.632e-01	6.185e-01	3.793e-01	3.321e-01	4.138e-01	3.172e-01	3.065e-01	3.321e-01	3.121e-01	2.608e-01	3.224e-01	7.934e-01	7.931e-01	7.941e-01	5.545e-01	5.383e-01	5.821e-01	3.731e-01	3.514e-01	3.917e-01	2.548e-01	2.369e-01	2.810e-01	1.603e-01	1.434e-01	1.910e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.862e-01	3.777e-01	3.207e-01	3.987e-01	3.140e-01	2.709e-01	3.372e-01	3.138e-01	2.565e-01	3.207e-01	7.941e-01	7.934e-01	7.952e-01	5.386e-01	5.341e-01	5.434e-01	3.490e-01	3.403e-01	3.586e-01	2.079e-01	1.966e-01	2.193e-01	9.793e-02	8.828e-02	1.076e-01
