n.evals.q.1.0.	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.global.epistasis.sd.max
3.830e+04	0.000e+00	0.000e+00	0.000e+00	7.367e-02	6.348e-02	9.613e-02	1.298e-01	1.055e-01	1.555e-01	1.439e-01	1.333e-01	1.558e-01	1.542e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.692e-02	2.159e-02	3.698e-02	4.476e-02	3.704e-02	5.282e-02	6.336e-02	4.723e-02	7.106e-02	5.819e-02	5.318e-02	6.310e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.392e-01	1.249e-01	1.660e-01	1.441e-01	1.133e-01	1.554e-01	1.507e-01	1.323e-01	1.625e-01	3.015e-03	3.015e-03	5.169e-03	3.347e-02	3.189e-02	3.624e-02	5.399e-02	5.023e-02	5.747e-02	5.787e-02	5.240e-02	6.399e-02	4.975e-02	4.661e-02	5.226e-02
3.840e+04	0.000e+00	0.000e+00	0.000e+00	7.405e-02	6.348e-02	9.613e-02	1.298e-01	1.055e-01	1.555e-01	1.439e-01	1.333e-01	1.599e-01	1.542e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.692e-02	2.099e-02	3.671e-02	4.476e-02	3.719e-02	5.178e-02	6.336e-02	4.732e-02	7.106e-02	5.819e-02	5.318e-02	6.310e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.392e-01	1.249e-01	1.660e-01	1.441e-01	1.133e-01	1.554e-01	1.507e-01	1.323e-01	1.625e-01	3.015e-03	3.015e-03	5.169e-03	3.347e-02	3.189e-02	3.624e-02	5.399e-02	5.023e-02	5.747e-02	5.776e-02	5.225e-02	6.397e-02	4.975e-02	4.645e-02	5.226e-02
3.850e+04	0.000e+00	0.000e+00	0.000e+00	7.405e-02	6.348e-02	9.613e-02	1.298e-01	1.055e-01	1.555e-01	1.439e-01	1.333e-01	1.599e-01	1.542e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.692e-02	2.099e-02	3.619e-02	4.476e-02	3.721e-02	5.178e-02	6.374e-02	4.732e-02	7.002e-02	5.819e-02	5.318e-02	6.290e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.392e-01	1.249e-01	1.660e-01	1.441e-01	1.133e-01	1.554e-01	1.507e-01	1.323e-01	1.625e-01	3.015e-03	3.015e-03	5.169e-03	3.347e-02	3.189e-02	3.624e-02	5.409e-02	5.023e-02	5.747e-02	5.740e-02	5.240e-02	6.329e-02	4.975e-02	4.645e-02	5.226e-02
3.860e+04	0.000e+00	0.000e+00	0.000e+00	7.405e-02	6.348e-02	9.613e-02	1.298e-01	1.055e-01	1.555e-01	1.439e-01	1.333e-01	1.596e-01	1.542e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.692e-02	2.099e-02	3.619e-02	4.428e-02	3.714e-02	5.178e-02	6.374e-02	4.732e-02	7.002e-02	5.819e-02	5.318e-02	6.289e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.396e-01	1.260e-01	1.660e-01	1.441e-01	1.133e-01	1.554e-01	1.507e-01	1.323e-01	1.625e-01	3.015e-03	3.015e-03	5.169e-03	3.350e-02	3.189e-02	3.636e-02	5.412e-02	5.009e-02	5.747e-02	5.740e-02	5.240e-02	6.329e-02	4.895e-02	4.645e-02	5.226e-02
3.870e+04	0.000e+00	0.000e+00	0.000e+00	7.405e-02	6.348e-02	9.613e-02	1.298e-01	1.055e-01	1.555e-01	1.439e-01	1.333e-01	1.596e-01	1.542e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.693e-02	2.099e-02	3.619e-02	4.447e-02	3.696e-02	5.178e-02	6.374e-02	4.732e-02	7.000e-02	5.819e-02	5.266e-02	6.249e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.396e-01	1.260e-01	1.660e-01	1.441e-01	1.133e-01	1.554e-01	1.507e-01	1.323e-01	1.625e-01	3.015e-03	3.015e-03	4.242e-03	3.350e-02	3.189e-02	3.636e-02	5.412e-02	5.018e-02	5.747e-02	5.729e-02	5.229e-02	6.352e-02	4.915e-02	4.645e-02	5.200e-02
3.880e+04	0.000e+00	0.000e+00	0.000e+00	7.405e-02	6.348e-02	9.613e-02	1.298e-01	1.055e-01	1.555e-01	1.439e-01	1.333e-01	1.596e-01	1.542e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.655e-02	2.099e-02	3.598e-02	4.447e-02	3.696e-02	5.178e-02	6.374e-02	4.658e-02	7.000e-02	5.819e-02	5.203e-02	6.252e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.396e-01	1.260e-01	1.660e-01	1.441e-01	1.133e-01	1.554e-01	1.507e-01	1.323e-01	1.625e-01	3.015e-03	3.015e-03	4.242e-03	3.350e-02	3.180e-02	3.636e-02	5.412e-02	5.018e-02	5.747e-02	5.729e-02	5.229e-02	6.352e-02	4.975e-02	4.645e-02	5.200e-02
3.890e+04	0.000e+00	0.000e+00	0.000e+00	7.367e-02	6.348e-02	9.613e-02	1.298e-01	1.055e-01	1.555e-01	1.439e-01	1.333e-01	1.596e-01	1.542e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.655e-02	2.099e-02	3.598e-02	4.447e-02	3.696e-02	5.151e-02	6.374e-02	4.658e-02	7.000e-02	5.819e-02	5.203e-02	6.249e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.396e-01	1.260e-01	1.660e-01	1.441e-01	1.133e-01	1.554e-01	1.507e-01	1.323e-01	1.625e-01	3.015e-03	3.015e-03	4.242e-03	3.350e-02	3.180e-02	3.634e-02	5.409e-02	4.998e-02	5.747e-02	5.734e-02	5.252e-02	6.352e-02	4.975e-02	4.645e-02	5.200e-02
3.900e+04	0.000e+00	0.000e+00	0.000e+00	7.367e-02	6.348e-02	9.613e-02	1.298e-01	1.055e-01	1.573e-01	1.439e-01	1.333e-01	1.596e-01	1.542e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.655e-02	2.099e-02	3.598e-02	4.447e-02	3.696e-02	5.151e-02	6.276e-02	4.658e-02	6.969e-02	5.819e-02	5.203e-02	6.277e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.396e-01	1.260e-01	1.660e-01	1.441e-01	1.133e-01	1.554e-01	1.507e-01	1.323e-01	1.625e-01	3.015e-03	3.015e-03	4.242e-03	3.350e-02	3.180e-02	3.634e-02	5.363e-02	4.988e-02	5.747e-02	5.734e-02	5.252e-02	6.352e-02	4.975e-02	4.629e-02	5.200e-02
3.910e+04	0.000e+00	0.000e+00	0.000e+00	7.367e-02	6.348e-02	9.762e-02	1.298e-01	1.161e-01	1.573e-01	1.439e-01	1.333e-01	1.610e-01	1.542e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.655e-02	2.113e-02	3.598e-02	4.447e-02	3.687e-02	5.151e-02	6.276e-02	4.648e-02	6.969e-02	5.813e-02	5.203e-02	6.266e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.396e-01	1.260e-01	1.660e-01	1.441e-01	1.133e-01	1.554e-01	1.507e-01	1.334e-01	1.625e-01	3.015e-03	3.015e-03	4.242e-03	3.350e-02	3.180e-02	3.634e-02	5.363e-02	4.977e-02	5.767e-02	5.734e-02	5.252e-02	6.352e-02	4.960e-02	4.629e-02	5.200e-02
3.920e+04	0.000e+00	0.000e+00	0.000e+00	7.367e-02	6.348e-02	9.790e-02	1.298e-01	1.161e-01	1.573e-01	1.439e-01	1.333e-01	1.610e-01	1.542e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.655e-02	2.113e-02	3.598e-02	4.496e-02	3.510e-02	5.151e-02	6.276e-02	4.606e-02	6.969e-02	5.803e-02	5.221e-02	6.266e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.396e-01	1.260e-01	1.660e-01	1.441e-01	1.160e-01	1.554e-01	1.507e-01	1.334e-01	1.625e-01	3.015e-03	3.015e-03	4.242e-03	3.350e-02	3.180e-02	3.634e-02	5.363e-02	4.986e-02	5.767e-02	5.734e-02	5.252e-02	6.352e-02	4.960e-02	4.629e-02	5.200e-02
3.930e+04	0.000e+00	0.000e+00	0.000e+00	7.367e-02	6.348e-02	9.790e-02	1.298e-01	1.161e-01	1.573e-01	1.439e-01	1.333e-01	1.610e-01	1.542e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.655e-02	2.072e-02	3.598e-02	4.496e-02	3.510e-02	5.177e-02	6.276e-02	4.606e-02	6.969e-02	5.803e-02	5.222e-02	6.266e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.396e-01	1.260e-01	1.660e-01	1.441e-01	1.160e-01	1.554e-01	1.507e-01	1.334e-01	1.625e-01	3.015e-03	3.015e-03	4.242e-03	3.350e-02	3.180e-02	3.634e-02	5.376e-02	5.018e-02	5.767e-02	5.734e-02	5.235e-02	6.352e-02	4.960e-02	4.629e-02	5.200e-02
3.940e+04	0.000e+00	0.000e+00	0.000e+00	7.405e-02	6.348e-02	9.790e-02	1.298e-01	1.161e-01	1.573e-01	1.439e-01	1.354e-01	1.610e-01	1.542e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.655e-02	2.069e-02	3.598e-02	4.496e-02	3.477e-02	5.177e-02	6.323e-02	4.625e-02	6.969e-02	5.804e-02	5.222e-02	6.253e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.396e-01	1.260e-01	1.660e-01	1.441e-01	1.141e-01	1.554e-01	1.507e-01	1.334e-01	1.625e-01	3.015e-03	3.015e-03	4.242e-03	3.350e-02	3.180e-02	3.632e-02	5.376e-02	5.018e-02	5.767e-02	5.734e-02	5.238e-02	6.352e-02	4.925e-02	4.629e-02	5.200e-02
3.950e+04	0.000e+00	0.000e+00	0.000e+00	7.405e-02	6.348e-02	9.790e-02	1.298e-01	1.161e-01	1.573e-01	1.429e-01	1.354e-01	1.610e-01	1.542e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.644e-02	2.069e-02	3.598e-02	4.543e-02	3.477e-02	5.177e-02	6.393e-02	4.604e-02	6.969e-02	5.813e-02	5.222e-02	6.253e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.388e-01	1.260e-01	1.660e-01	1.441e-01	1.141e-01	1.554e-01	1.507e-01	1.334e-01	1.625e-01	3.015e-03	3.015e-03	5.169e-03	3.350e-02	3.170e-02	3.632e-02	5.376e-02	5.018e-02	5.737e-02	5.734e-02	5.238e-02	6.352e-02	4.946e-02	4.629e-02	5.200e-02
3.960e+04	0.000e+00	0.000e+00	0.000e+00	7.402e-02	6.348e-02	9.790e-02	1.298e-01	1.178e-01	1.573e-01	1.448e-01	1.354e-01	1.610e-01	1.542e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.656e-02	2.069e-02	3.598e-02	4.509e-02	3.477e-02	5.177e-02	6.343e-02	4.604e-02	6.969e-02	5.783e-02	5.222e-02	6.253e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.388e-01	1.262e-01	1.660e-01	1.441e-01	1.141e-01	1.526e-01	1.507e-01	1.334e-01	1.625e-01	3.015e-03	3.015e-03	5.169e-03	3.370e-02	3.170e-02	3.632e-02	5.409e-02	5.005e-02	5.737e-02	5.734e-02	5.238e-02	6.462e-02	4.946e-02	4.629e-02	5.200e-02
3.970e+04	0.000e+00	0.000e+00	0.000e+00	7.402e-02	6.348e-02	9.790e-02	1.298e-01	1.145e-01	1.573e-01	1.448e-01	1.354e-01	1.610e-01	1.542e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.656e-02	2.029e-02	3.598e-02	4.509e-02	3.327e-02	5.180e-02	6.343e-02	4.413e-02	6.969e-02	5.783e-02	5.201e-02	6.232e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.388e-01	1.262e-01	1.660e-01	1.441e-01	1.141e-01	1.526e-01	1.507e-01	1.334e-01	1.625e-01	3.015e-03	3.015e-03	5.169e-03	3.370e-02	3.170e-02	3.632e-02	5.351e-02	5.005e-02	5.737e-02	5.821e-02	5.230e-02	6.462e-02	4.946e-02	4.665e-02	5.200e-02
3.980e+04	0.000e+00	0.000e+00	0.000e+00	7.402e-02	6.348e-02	9.790e-02	1.298e-01	1.162e-01	1.573e-01	1.448e-01	1.354e-01	1.618e-01	1.542e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.656e-02	1.987e-02	3.573e-02	4.151e-02	3.327e-02	5.180e-02	6.343e-02	4.307e-02	6.969e-02	5.783e-02	5.208e-02	6.253e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.388e-01	1.262e-01	1.660e-01	1.441e-01	1.141e-01	1.526e-01	1.507e-01	1.334e-01	1.625e-01	3.015e-03	3.015e-03	5.169e-03	3.361e-02	3.170e-02	3.632e-02	5.351e-02	5.005e-02	5.703e-02	5.821e-02	5.278e-02	6.513e-02	4.940e-02	4.665e-02	5.200e-02
3.990e+04	0.000e+00	0.000e+00	0.000e+00	7.402e-02	6.348e-02	9.790e-02	1.298e-01	1.162e-01	1.573e-01	1.448e-01	1.354e-01	1.630e-01	1.542e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.656e-02	1.987e-02	3.571e-02	4.185e-02	3.310e-02	5.210e-02	6.343e-02	4.135e-02	6.969e-02	5.783e-02	5.208e-02	6.253e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.388e-01	1.262e-01	1.660e-01	1.441e-01	1.141e-01	1.526e-01	1.507e-01	1.334e-01	1.625e-01	3.015e-03	3.015e-03	5.169e-03	3.366e-02	3.179e-02	3.611e-02	5.288e-02	5.005e-02	5.701e-02	5.805e-02	5.278e-02	6.513e-02	4.960e-02	4.665e-02	5.200e-02
4.000e+04	0.000e+00	0.000e+00	0.000e+00	7.402e-02	6.348e-02	9.790e-02	1.298e-01	1.162e-01	1.573e-01	1.448e-01	1.354e-01	1.618e-01	1.558e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.656e-02	1.987e-02	3.571e-02	4.185e-02	3.210e-02	5.210e-02	6.343e-02	4.159e-02	6.936e-02	5.777e-02	5.208e-02	6.225e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.388e-01	1.262e-01	1.660e-01	1.441e-01	1.141e-01	1.526e-01	1.507e-01	1.334e-01	1.625e-01	3.015e-03	3.015e-03	5.169e-03	3.370e-02	3.179e-02	3.611e-02	5.273e-02	5.005e-02	5.701e-02	5.805e-02	5.238e-02	6.513e-02	4.960e-02	4.665e-02	5.187e-02
4.010e+04	0.000e+00	0.000e+00	0.000e+00	7.402e-02	6.348e-02	9.790e-02	1.298e-01	1.162e-01	1.573e-01	1.446e-01	1.354e-01	1.618e-01	1.558e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.656e-02	1.987e-02	3.566e-02	4.185e-02	3.173e-02	5.210e-02	6.343e-02	4.159e-02	6.936e-02	5.777e-02	5.204e-02	6.225e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.388e-01	1.262e-01	1.660e-01	1.441e-01	1.141e-01	1.526e-01	1.507e-01	1.334e-01	1.625e-01	3.015e-03	3.015e-03	5.169e-03	3.370e-02	3.179e-02	3.606e-02	5.273e-02	4.956e-02	5.701e-02	5.805e-02	5.238e-02	6.513e-02	4.954e-02	4.665e-02	5.187e-02
4.020e+04	0.000e+00	0.000e+00	0.000e+00	7.402e-02	6.348e-02	9.790e-02	1.298e-01	1.162e-01	1.622e-01	1.446e-01	1.345e-01	1.618e-01	1.558e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.656e-02	1.987e-02	3.566e-02	4.220e-02	3.133e-02	5.210e-02	6.343e-02	4.135e-02	6.936e-02	5.783e-02	5.204e-02	6.218e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.388e-01	1.262e-01	1.660e-01	1.441e-01	1.141e-01	1.526e-01	1.507e-01	1.334e-01	1.625e-01	3.015e-03	3.015e-03	5.169e-03	3.370e-02	3.169e-02	3.606e-02	5.273e-02	4.956e-02	5.701e-02	5.805e-02	5.238e-02	6.513e-02	4.954e-02	4.665e-02	5.187e-02
4.030e+04	0.000e+00	0.000e+00	0.000e+00	7.402e-02	6.348e-02	9.790e-02	1.298e-01	1.162e-01	1.622e-01	1.446e-01	1.345e-01	1.653e-01	1.558e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.656e-02	1.987e-02	3.590e-02	4.220e-02	3.133e-02	5.173e-02	6.343e-02	4.115e-02	6.936e-02	5.792e-02	5.204e-02	6.231e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.388e-01	1.262e-01	1.660e-01	1.441e-01	1.141e-01	1.526e-01	1.507e-01	1.334e-01	1.625e-01	3.015e-03	3.015e-03	5.169e-03	3.370e-02	3.174e-02	3.603e-02	5.273e-02	4.956e-02	5.701e-02	5.805e-02	5.208e-02	6.513e-02	4.954e-02	4.665e-02	5.187e-02
4.040e+04	0.000e+00	0.000e+00	0.000e+00	7.402e-02	6.348e-02	9.790e-02	1.298e-01	1.162e-01	1.622e-01	1.446e-01	1.345e-01	1.653e-01	1.558e-01	1.219e-01	1.630e-01	0.000e+00	0.000e+00	3.015e-03	2.656e-02	1.987e-02	3.566e-02	4.220e-02	3.133e-02	5.087e-02	6.343e-02	4.115e-02	6.936e-02	5.815e-02	5.204e-02	6.219e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.388e-01	1.262e-01	1.660e-01	1.441e-01	1.141e-01	1.526e-01	1.513e-01	1.334e-01	1.625e-01	3.015e-03	3.015e-03	5.169e-03	3.374e-02	3.174e-02	3.603e-02	5.273e-02	4.956e-02	5.701e-02	5.805e-02	5.208e-02	6.513e-02	4.962e-02	4.665e-02	5.187e-02
4.050e+04	0.000e+00	0.000e+00	0.000e+00	7.402e-02	6.348e-02	9.790e-02	1.308e-01	1.162e-01	1.622e-01	1.446e-01	1.345e-01	1.653e-01	1.545e-01	1.219e-01	1.635e-01	0.000e+00	0.000e+00	3.015e-03	2.656e-02	1.979e-02	3.566e-02	4.209e-02	3.044e-02	5.087e-02	6.312e-02	4.115e-02	6.936e-02	5.815e-02	5.126e-02	6.219e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.388e-01	1.262e-01	1.660e-01	1.441e-01	1.141e-01	1.526e-01	1.513e-01	1.334e-01	1.625e-01	3.015e-03	3.015e-03	5.169e-03	3.374e-02	3.174e-02	3.603e-02	5.278e-02	4.956e-02	5.701e-02	5.805e-02	5.208e-02	6.513e-02	5.034e-02	4.665e-02	5.185e-02
4.060e+04	0.000e+00	0.000e+00	0.000e+00	7.402e-02	6.348e-02	9.790e-02	1.308e-01	1.162e-01	1.622e-01	1.446e-01	1.345e-01	1.653e-01	1.545e-01	1.219e-01	1.635e-01	0.000e+00	0.000e+00	3.015e-03	2.618e-02	1.934e-02	3.560e-02	4.209e-02	3.044e-02	5.076e-02	6.349e-02	4.115e-02	6.919e-02	5.833e-02	5.126e-02	6.218e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.576e-02	1.388e-01	1.262e-01	1.660e-01	1.441e-01	1.141e-01	1.526e-01	1.513e-01	1.334e-01	1.625e-01	3.015e-03	3.015e-03	5.169e-03	3.374e-02	3.176e-02	3.603e-02	5.236e-02	4.924e-02	5.664e-02	5.805e-02	5.208e-02	6.513e-02	5.062e-02	4.665e-02	5.187e-02
4.070e+04	0.000e+00	0.000e+00	0.000e+00	7.402e-02	6.348e-02	9.790e-02	1.308e-01	1.131e-01	1.622e-01	1.446e-01	1.345e-01	1.653e-01	1.545e-01	1.219e-01	1.635e-01	0.000e+00	0.000e+00	3.015e-03	2.618e-02	1.934e-02	3.580e-02	4.209e-02	3.044e-02	5.076e-02	6.362e-02	4.135e-02	6.919e-02	5.833e-02	5.126e-02	6.247e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.572e-02	1.388e-01	1.262e-01	1.660e-01	1.441e-01	1.141e-01	1.534e-01	1.513e-01	1.334e-01	1.625e-01	3.015e-03	3.015e-03	5.169e-03	3.361e-02	3.176e-02	3.613e-02	5.278e-02	4.924e-02	5.664e-02	5.736e-02	5.207e-02	6.513e-02	5.062e-02	4.665e-02	5.187e-02
4.080e+04	0.000e+00	0.000e+00	0.000e+00	7.402e-02	6.348e-02	9.790e-02	1.308e-01	1.131e-01	1.622e-01	1.446e-01	1.345e-01	1.661e-01	1.545e-01	1.219e-01	1.635e-01	0.000e+00	0.000e+00	3.015e-03	2.618e-02	1.941e-02	3.580e-02	4.148e-02	3.044e-02	5.076e-02	6.355e-02	4.135e-02	6.919e-02	5.833e-02	5.126e-02	6.172e-02	0.000e+00	0.000e+00	0.000e+00	6.715e-02	6.118e-02	7.572e-02	1.388e-01	1.262e-01	1.660e-01	1.441e-01	1.141e-01	1.534e-01	1.513e-01	1.334e-01	1.620e-01	3.015e-03	3.015e-03	5.169e-03	3.361e-02	3.176e-02	3.613e-02	5.278e-02	4.924e-02	5.664e-02	5.736e-02	5.207e-02	6.513e-02	5.062e-02	4.665e-02	5.257e-02
