n.evals.q.1.0.	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg.max
9.200e+03	4.000e-02	2.250e-02	5.750e-02	3.750e-02	2.500e-02	4.750e-02	3.750e-02	2.500e-02	5.500e-02	4.750e-02	4.250e-02	5.750e-02	4.500e-02	3.750e-02	5.000e-02	4.500e-02	3.750e-02	5.250e-02
9.300e+03	4.000e-02	2.500e-02	5.750e-02	3.750e-02	2.500e-02	4.750e-02	3.750e-02	2.500e-02	5.500e-02	5.000e-02	4.000e-02	5.750e-02	4.500e-02	3.750e-02	5.000e-02	4.750e-02	3.750e-02	5.250e-02
9.400e+03	4.000e-02	2.500e-02	5.750e-02	4.000e-02	2.250e-02	4.750e-02	3.750e-02	2.500e-02	5.500e-02	5.000e-02	4.000e-02	5.750e-02	4.750e-02	3.750e-02	5.250e-02	4.750e-02	3.500e-02	5.000e-02
9.500e+03	4.000e-02	2.250e-02	6.000e-02	3.750e-02	2.500e-02	5.000e-02	3.750e-02	2.500e-02	5.500e-02	5.000e-02	4.000e-02	5.750e-02	4.750e-02	3.750e-02	5.000e-02	4.750e-02	3.750e-02	5.250e-02
9.600e+03	4.000e-02	2.000e-02	6.000e-02	3.750e-02	2.500e-02	5.000e-02	3.750e-02	2.500e-02	5.250e-02	5.000e-02	4.000e-02	5.750e-02	4.750e-02	3.750e-02	5.000e-02	4.750e-02	3.750e-02	5.500e-02
9.700e+03	4.000e-02	2.000e-02	6.000e-02	3.750e-02	2.250e-02	5.000e-02	4.000e-02	2.500e-02	5.250e-02	5.000e-02	4.000e-02	5.750e-02	4.750e-02	3.750e-02	5.000e-02	4.750e-02	3.750e-02	5.500e-02
9.800e+03	4.000e-02	2.000e-02	6.000e-02	4.000e-02	2.500e-02	5.000e-02	3.750e-02	2.500e-02	5.500e-02	4.750e-02	3.750e-02	5.750e-02	5.000e-02	3.750e-02	5.000e-02	4.750e-02	3.750e-02	5.500e-02
9.900e+03	4.000e-02	2.000e-02	6.250e-02	4.000e-02	2.500e-02	5.000e-02	3.750e-02	2.500e-02	5.500e-02	5.000e-02	4.000e-02	5.750e-02	4.750e-02	3.750e-02	5.250e-02	4.750e-02	3.750e-02	5.500e-02
1.000e+04	4.000e-02	2.250e-02	6.500e-02	4.000e-02	2.500e-02	5.000e-02	3.750e-02	2.500e-02	5.500e-02	5.000e-02	4.000e-02	5.750e-02	4.750e-02	3.750e-02	5.500e-02	4.750e-02	3.500e-02	5.500e-02
1.010e+04	4.000e-02	2.250e-02	6.500e-02	3.750e-02	2.250e-02	5.250e-02	3.750e-02	2.500e-02	5.500e-02	5.000e-02	4.000e-02	5.500e-02	4.750e-02	4.000e-02	5.000e-02	4.750e-02	3.500e-02	5.500e-02
1.020e+04	4.000e-02	2.250e-02	6.250e-02	3.750e-02	2.500e-02	5.250e-02	3.750e-02	2.500e-02	5.500e-02	5.000e-02	4.000e-02	5.500e-02	4.750e-02	4.000e-02	5.000e-02	5.000e-02	3.500e-02	5.750e-02
1.030e+04	3.750e-02	2.250e-02	6.250e-02	3.750e-02	2.250e-02	5.000e-02	3.750e-02	2.500e-02	5.500e-02	5.000e-02	3.750e-02	5.750e-02	4.750e-02	4.000e-02	5.250e-02	4.750e-02	3.500e-02	5.500e-02
1.040e+04	3.750e-02	2.250e-02	6.750e-02	3.500e-02	2.250e-02	5.000e-02	3.750e-02	2.500e-02	5.250e-02	5.000e-02	3.750e-02	5.750e-02	4.500e-02	3.750e-02	5.250e-02	4.750e-02	3.500e-02	5.500e-02
1.050e+04	3.750e-02	2.250e-02	6.750e-02	3.500e-02	2.250e-02	5.000e-02	3.750e-02	2.500e-02	5.250e-02	5.000e-02	3.750e-02	5.750e-02	4.500e-02	3.750e-02	5.250e-02	4.750e-02	3.500e-02	5.500e-02
1.060e+04	3.750e-02	2.000e-02	6.500e-02	3.500e-02	2.500e-02	5.000e-02	3.750e-02	2.500e-02	5.250e-02	5.000e-02	4.000e-02	5.750e-02	4.500e-02	3.750e-02	5.250e-02	4.750e-02	3.500e-02	5.500e-02
1.070e+04	3.750e-02	2.000e-02	6.500e-02	3.500e-02	2.500e-02	4.750e-02	3.750e-02	2.250e-02	5.500e-02	4.750e-02	4.000e-02	5.750e-02	4.750e-02	3.750e-02	5.250e-02	4.750e-02	3.500e-02	5.500e-02
1.080e+04	3.750e-02	2.250e-02	6.500e-02	3.500e-02	2.500e-02	5.000e-02	3.500e-02	2.250e-02	5.250e-02	4.750e-02	4.000e-02	5.750e-02	4.750e-02	3.750e-02	5.250e-02	4.750e-02	3.750e-02	5.500e-02
1.090e+04	4.000e-02	2.250e-02	6.250e-02	3.500e-02	2.250e-02	5.000e-02	3.500e-02	2.250e-02	5.000e-02	5.000e-02	4.000e-02	5.750e-02	4.750e-02	3.750e-02	5.250e-02	4.750e-02	3.750e-02	5.500e-02
1.100e+04	3.750e-02	2.250e-02	6.500e-02	3.750e-02	2.250e-02	5.000e-02	3.500e-02	2.000e-02	4.750e-02	5.000e-02	4.000e-02	5.500e-02	4.750e-02	3.750e-02	5.250e-02	4.750e-02	3.750e-02	5.500e-02
1.110e+04	3.750e-02	2.000e-02	6.250e-02	3.750e-02	2.250e-02	5.000e-02	3.250e-02	2.000e-02	4.750e-02	5.000e-02	4.000e-02	5.750e-02	4.750e-02	3.500e-02	5.250e-02	4.750e-02	3.750e-02	5.500e-02
1.120e+04	3.500e-02	2.000e-02	6.250e-02	3.750e-02	2.500e-02	5.000e-02	3.250e-02	2.000e-02	4.750e-02	5.000e-02	4.000e-02	5.750e-02	4.500e-02	3.500e-02	5.250e-02	4.750e-02	3.750e-02	5.500e-02
1.130e+04	3.500e-02	2.000e-02	6.500e-02	3.750e-02	2.500e-02	5.000e-02	3.250e-02	2.000e-02	4.750e-02	5.250e-02	4.000e-02	5.750e-02	4.500e-02	3.500e-02	5.250e-02	5.000e-02	3.750e-02	5.500e-02
1.140e+04	3.500e-02	2.000e-02	6.500e-02	3.750e-02	2.500e-02	4.750e-02	3.250e-02	2.000e-02	4.750e-02	5.250e-02	4.000e-02	5.750e-02	4.500e-02	3.500e-02	5.250e-02	5.000e-02	3.750e-02	5.500e-02
1.150e+04	3.500e-02	2.000e-02	6.500e-02	3.750e-02	2.500e-02	5.000e-02	3.250e-02	2.000e-02	5.000e-02	5.250e-02	4.250e-02	5.750e-02	4.500e-02	3.500e-02	5.250e-02	5.000e-02	3.750e-02	5.750e-02
1.160e+04	3.500e-02	2.000e-02	6.500e-02	3.750e-02	2.500e-02	5.000e-02	3.250e-02	2.000e-02	5.000e-02	5.250e-02	4.250e-02	6.000e-02	4.500e-02	3.500e-02	5.500e-02	5.000e-02	3.750e-02	5.500e-02
1.170e+04	3.500e-02	2.000e-02	6.250e-02	3.750e-02	2.500e-02	5.000e-02	3.250e-02	2.000e-02	4.750e-02	5.000e-02	4.250e-02	5.750e-02	4.500e-02	3.500e-02	5.500e-02	5.000e-02	3.750e-02	5.500e-02
1.180e+04	3.500e-02	2.250e-02	6.000e-02	3.750e-02	2.500e-02	5.000e-02	3.250e-02	2.000e-02	4.750e-02	5.000e-02	4.250e-02	5.750e-02	4.500e-02	3.500e-02	5.500e-02	5.000e-02	3.750e-02	5.750e-02
1.190e+04	3.750e-02	2.250e-02	5.750e-02	3.750e-02	2.500e-02	5.000e-02	3.250e-02	2.000e-02	4.750e-02	5.000e-02	4.250e-02	5.750e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.750e-02	6.000e-02
1.200e+04	3.750e-02	2.000e-02	5.750e-02	3.750e-02	2.500e-02	5.000e-02	3.250e-02	2.000e-02	4.750e-02	5.000e-02	4.250e-02	5.750e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.000e-02
1.210e+04	3.750e-02	2.000e-02	5.750e-02	3.750e-02	2.500e-02	5.000e-02	3.250e-02	2.000e-02	4.750e-02	5.000e-02	4.250e-02	5.750e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.000e-02
1.220e+04	3.500e-02	2.000e-02	5.750e-02	3.750e-02	2.500e-02	5.000e-02	3.250e-02	2.000e-02	4.750e-02	5.000e-02	4.250e-02	5.750e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.000e-02
1.230e+04	3.750e-02	2.000e-02	5.500e-02	3.750e-02	2.250e-02	5.000e-02	3.000e-02	2.000e-02	4.750e-02	5.000e-02	4.250e-02	5.750e-02	4.500e-02	3.500e-02	5.500e-02	5.000e-02	3.500e-02	6.000e-02
1.240e+04	3.750e-02	1.750e-02	5.500e-02	3.750e-02	2.250e-02	5.000e-02	3.000e-02	2.000e-02	5.000e-02	5.000e-02	4.000e-02	5.750e-02	4.500e-02	3.500e-02	5.750e-02	5.000e-02	3.500e-02	6.000e-02
1.250e+04	3.750e-02	2.000e-02	5.500e-02	3.750e-02	2.500e-02	5.000e-02	3.000e-02	2.000e-02	4.750e-02	5.000e-02	4.250e-02	5.500e-02	4.500e-02	3.500e-02	5.750e-02	5.000e-02	3.500e-02	6.000e-02
1.260e+04	3.750e-02	2.000e-02	5.500e-02	3.750e-02	2.500e-02	5.000e-02	3.000e-02	1.750e-02	4.750e-02	5.000e-02	4.250e-02	5.500e-02	4.500e-02	3.500e-02	5.750e-02	5.000e-02	3.750e-02	5.750e-02
1.270e+04	3.500e-02	2.250e-02	5.500e-02	3.750e-02	2.500e-02	5.000e-02	3.250e-02	1.750e-02	4.750e-02	4.750e-02	4.250e-02	5.500e-02	4.500e-02	3.500e-02	5.750e-02	5.000e-02	3.500e-02	5.750e-02
1.280e+04	3.500e-02	2.500e-02	5.500e-02	3.750e-02	2.500e-02	5.000e-02	3.250e-02	1.750e-02	4.750e-02	4.750e-02	4.250e-02	5.500e-02	4.500e-02	3.750e-02	5.750e-02	4.750e-02	3.500e-02	6.000e-02
1.290e+04	3.250e-02	2.500e-02	5.750e-02	3.500e-02	2.500e-02	5.000e-02	3.000e-02	1.750e-02	4.750e-02	5.000e-02	4.250e-02	5.500e-02	4.500e-02	3.250e-02	5.750e-02	4.750e-02	3.500e-02	6.000e-02
1.300e+04	3.250e-02	2.500e-02	5.750e-02	3.500e-02	2.500e-02	5.000e-02	3.250e-02	1.750e-02	4.750e-02	5.000e-02	4.000e-02	5.500e-02	4.500e-02	3.250e-02	5.500e-02	4.750e-02	3.500e-02	6.000e-02
1.310e+04	3.250e-02	2.500e-02	5.750e-02	3.750e-02	2.250e-02	5.000e-02	3.250e-02	2.000e-02	5.000e-02	5.000e-02	4.000e-02	5.500e-02	4.500e-02	3.250e-02	5.750e-02	5.000e-02	3.500e-02	6.000e-02
1.320e+04	3.250e-02	2.500e-02	6.000e-02	3.750e-02	2.500e-02	5.250e-02	3.000e-02	2.000e-02	5.000e-02	5.000e-02	4.000e-02	5.500e-02	4.250e-02	3.250e-02	5.750e-02	4.750e-02	3.750e-02	6.000e-02
1.330e+04	3.250e-02	2.500e-02	6.250e-02	3.750e-02	2.500e-02	5.250e-02	3.000e-02	2.000e-02	5.000e-02	5.000e-02	4.000e-02	5.500e-02	4.500e-02	3.250e-02	5.750e-02	5.000e-02	3.750e-02	6.000e-02
1.340e+04	3.250e-02	2.500e-02	6.250e-02	3.750e-02	2.500e-02	5.250e-02	3.000e-02	2.000e-02	5.000e-02	5.000e-02	4.000e-02	5.500e-02	4.500e-02	3.500e-02	5.750e-02	5.000e-02	3.750e-02	5.750e-02
1.350e+04	3.250e-02	2.500e-02	6.250e-02	3.750e-02	2.500e-02	5.250e-02	3.000e-02	2.000e-02	4.750e-02	4.750e-02	4.000e-02	5.500e-02	4.500e-02	3.250e-02	5.750e-02	5.000e-02	3.750e-02	5.750e-02
1.360e+04	3.250e-02	2.500e-02	6.250e-02	3.500e-02	2.500e-02	5.500e-02	3.000e-02	2.000e-02	4.750e-02	5.000e-02	4.000e-02	5.500e-02	4.500e-02	3.250e-02	6.000e-02	5.000e-02	3.750e-02	5.750e-02
1.370e+04	3.250e-02	2.500e-02	6.500e-02	3.500e-02	2.500e-02	5.250e-02	3.000e-02	2.000e-02	4.750e-02	4.750e-02	4.000e-02	5.500e-02	4.750e-02	3.250e-02	5.750e-02	5.000e-02	3.750e-02	6.000e-02
1.380e+04	3.250e-02	2.500e-02	6.750e-02	3.500e-02	2.500e-02	5.250e-02	3.000e-02	1.750e-02	4.750e-02	4.750e-02	4.000e-02	5.500e-02	4.750e-02	3.250e-02	6.000e-02	4.750e-02	3.750e-02	5.750e-02
1.390e+04	3.250e-02	2.500e-02	6.750e-02	3.500e-02	2.500e-02	5.250e-02	3.000e-02	1.750e-02	4.750e-02	4.500e-02	3.750e-02	5.500e-02	4.750e-02	3.250e-02	6.000e-02	4.750e-02	3.750e-02	5.750e-02
1.400e+04	3.250e-02	2.500e-02	6.750e-02	3.500e-02	2.500e-02	5.250e-02	3.000e-02	1.750e-02	4.750e-02	4.500e-02	3.750e-02	5.500e-02	4.750e-02	3.250e-02	6.000e-02	4.750e-02	3.500e-02	5.750e-02
1.410e+04	3.250e-02	2.500e-02	6.750e-02	3.250e-02	2.500e-02	5.250e-02	3.000e-02	1.750e-02	4.750e-02	4.500e-02	3.750e-02	5.500e-02	4.750e-02	3.250e-02	6.000e-02	4.500e-02	3.500e-02	5.750e-02
1.420e+04	3.250e-02	2.250e-02	7.000e-02	3.250e-02	2.500e-02	5.250e-02	3.000e-02	1.750e-02	4.750e-02	4.500e-02	3.500e-02	5.500e-02	4.750e-02	3.250e-02	6.000e-02	4.500e-02	3.500e-02	5.750e-02
1.430e+04	3.250e-02	2.250e-02	7.000e-02	3.250e-02	2.500e-02	5.000e-02	3.000e-02	1.750e-02	4.750e-02	4.500e-02	3.500e-02	5.500e-02	4.750e-02	3.250e-02	6.000e-02	4.500e-02	3.500e-02	5.750e-02
1.440e+04	3.250e-02	2.000e-02	6.750e-02	3.000e-02	2.500e-02	5.000e-02	3.250e-02	1.750e-02	4.750e-02	4.500e-02	3.750e-02	5.500e-02	4.750e-02	3.250e-02	6.000e-02	4.500e-02	3.750e-02	5.750e-02
1.450e+04	3.250e-02	2.000e-02	6.750e-02	3.000e-02	2.500e-02	4.750e-02	3.250e-02	1.750e-02	4.750e-02	4.500e-02	3.750e-02	5.750e-02	4.750e-02	3.250e-02	6.000e-02	4.500e-02	3.500e-02	5.750e-02
1.460e+04	3.250e-02	2.000e-02	6.750e-02	3.000e-02	2.500e-02	4.750e-02	3.250e-02	1.750e-02	4.750e-02	4.750e-02	3.750e-02	5.750e-02	4.750e-02	3.500e-02	6.000e-02	4.500e-02	3.500e-02	5.750e-02
1.470e+04	3.250e-02	1.750e-02	6.750e-02	3.250e-02	2.500e-02	4.750e-02	3.250e-02	1.750e-02	5.000e-02	4.500e-02	3.750e-02	5.750e-02	4.750e-02	3.250e-02	6.000e-02	4.500e-02	3.500e-02	6.000e-02
1.480e+04	3.250e-02	1.750e-02	6.750e-02	3.500e-02	2.500e-02	4.750e-02	3.250e-02	1.750e-02	5.000e-02	4.500e-02	3.750e-02	5.750e-02	4.750e-02	3.250e-02	6.000e-02	4.750e-02	3.500e-02	6.000e-02
1.490e+04	3.250e-02	1.750e-02	6.750e-02	3.500e-02	2.500e-02	4.750e-02	3.250e-02	2.000e-02	5.000e-02	4.500e-02	3.750e-02	5.750e-02	4.750e-02	3.250e-02	6.000e-02	4.750e-02	3.750e-02	6.000e-02
1.500e+04	3.250e-02	1.750e-02	7.000e-02	3.250e-02	2.250e-02	4.750e-02	3.250e-02	2.000e-02	5.000e-02	4.500e-02	3.750e-02	5.750e-02	4.750e-02	3.250e-02	6.000e-02	4.750e-02	3.750e-02	6.000e-02
1.510e+04	3.250e-02	2.000e-02	7.000e-02	3.250e-02	2.250e-02	4.750e-02	3.250e-02	1.750e-02	5.250e-02	4.500e-02	3.500e-02	5.750e-02	4.500e-02	3.250e-02	5.750e-02	4.750e-02	3.750e-02	5.750e-02
1.520e+04	3.250e-02	2.000e-02	6.750e-02	3.250e-02	2.250e-02	4.750e-02	3.250e-02	1.750e-02	5.250e-02	4.500e-02	3.500e-02	5.750e-02	4.750e-02	3.250e-02	6.000e-02	4.750e-02	3.750e-02	5.750e-02
1.530e+04	3.250e-02	2.000e-02	6.250e-02	3.500e-02	2.250e-02	5.000e-02	3.250e-02	1.750e-02	5.250e-02	4.500e-02	3.500e-02	5.750e-02	4.750e-02	3.250e-02	6.000e-02	4.750e-02	3.750e-02	5.750e-02
1.540e+04	3.250e-02	2.000e-02	6.250e-02	3.500e-02	2.250e-02	5.000e-02	3.250e-02	1.750e-02	5.250e-02	4.500e-02	3.500e-02	5.750e-02	4.750e-02	3.250e-02	6.000e-02	4.750e-02	3.750e-02	5.750e-02
1.550e+04	3.250e-02	2.000e-02	6.250e-02	3.250e-02	2.250e-02	5.000e-02	3.250e-02	1.750e-02	5.250e-02	4.500e-02	3.500e-02	5.750e-02	4.750e-02	3.500e-02	6.000e-02	4.750e-02	3.750e-02	5.750e-02
1.560e+04	3.250e-02	2.000e-02	6.250e-02	3.250e-02	2.250e-02	5.000e-02	3.250e-02	2.000e-02	5.250e-02	4.500e-02	3.500e-02	5.500e-02	4.500e-02	3.250e-02	6.000e-02	4.750e-02	3.750e-02	5.750e-02
1.570e+04	3.250e-02	2.000e-02	6.250e-02	3.250e-02	2.250e-02	5.000e-02	3.250e-02	1.750e-02	5.250e-02	4.500e-02	3.500e-02	5.750e-02	4.500e-02	3.500e-02	6.000e-02	4.750e-02	3.750e-02	5.500e-02
1.580e+04	3.250e-02	2.000e-02	6.250e-02	3.250e-02	2.250e-02	5.000e-02	3.250e-02	1.750e-02	5.250e-02	4.250e-02	3.500e-02	5.750e-02	4.500e-02	3.500e-02	6.000e-02	4.750e-02	3.750e-02	5.500e-02
1.590e+04	3.250e-02	2.250e-02	6.500e-02	3.250e-02	2.000e-02	4.750e-02	3.250e-02	1.750e-02	5.250e-02	4.500e-02	3.500e-02	5.750e-02	4.500e-02	3.500e-02	5.750e-02	4.750e-02	4.000e-02	5.500e-02
1.600e+04	3.250e-02	2.500e-02	6.500e-02	3.250e-02	2.000e-02	4.750e-02	3.250e-02	1.750e-02	5.250e-02	4.500e-02	3.500e-02	5.750e-02	4.500e-02	3.500e-02	5.750e-02	4.750e-02	4.000e-02	5.750e-02
1.610e+04	3.250e-02	2.500e-02	6.750e-02	3.250e-02	2.000e-02	5.000e-02	3.250e-02	1.750e-02	5.250e-02	4.750e-02	3.500e-02	5.750e-02	4.500e-02	3.500e-02	6.000e-02	4.750e-02	4.000e-02	5.750e-02
1.620e+04	3.250e-02	2.500e-02	6.750e-02	3.250e-02	2.000e-02	4.750e-02	3.250e-02	1.750e-02	5.250e-02	4.750e-02	3.500e-02	5.750e-02	4.500e-02	3.500e-02	6.000e-02	4.750e-02	4.000e-02	5.500e-02
1.630e+04	3.250e-02	2.500e-02	6.750e-02	3.250e-02	2.250e-02	4.750e-02	3.250e-02	1.750e-02	5.250e-02	4.750e-02	3.500e-02	5.750e-02	4.500e-02	3.500e-02	6.000e-02	4.750e-02	4.000e-02	5.500e-02
1.640e+04	3.250e-02	2.500e-02	6.750e-02	3.250e-02	2.250e-02	4.750e-02	3.250e-02	1.750e-02	5.250e-02	4.500e-02	3.500e-02	5.750e-02	4.500e-02	3.500e-02	6.000e-02	4.750e-02	4.000e-02	5.500e-02
1.650e+04	3.250e-02	2.500e-02	6.750e-02	3.250e-02	2.250e-02	5.000e-02	3.250e-02	1.750e-02	5.250e-02	4.750e-02	3.500e-02	5.750e-02	4.500e-02	3.500e-02	6.250e-02	5.000e-02	4.000e-02	5.500e-02
1.660e+04	3.250e-02	2.500e-02	6.750e-02	3.250e-02	2.250e-02	5.000e-02	3.000e-02	1.750e-02	5.250e-02	4.750e-02	3.500e-02	5.750e-02	4.500e-02	3.500e-02	6.000e-02	5.000e-02	4.000e-02	5.500e-02
1.670e+04	3.250e-02	2.500e-02	7.250e-02	3.250e-02	2.250e-02	5.000e-02	3.000e-02	1.750e-02	5.250e-02	5.000e-02	3.500e-02	5.750e-02	4.500e-02	3.500e-02	6.000e-02	5.000e-02	4.000e-02	5.500e-02
1.680e+04	3.250e-02	2.500e-02	7.250e-02	3.250e-02	2.250e-02	5.000e-02	3.250e-02	1.750e-02	5.250e-02	5.000e-02	3.500e-02	6.000e-02	4.500e-02	3.500e-02	6.000e-02	5.000e-02	4.000e-02	5.500e-02
1.690e+04	3.250e-02	2.500e-02	7.000e-02	3.250e-02	2.250e-02	5.000e-02	3.250e-02	1.750e-02	5.250e-02	5.000e-02	3.250e-02	6.000e-02	4.500e-02	3.500e-02	6.000e-02	4.750e-02	4.000e-02	5.500e-02
1.700e+04	3.250e-02	2.500e-02	7.250e-02	3.250e-02	2.250e-02	5.000e-02	3.250e-02	1.750e-02	5.250e-02	5.000e-02	3.500e-02	6.000e-02	4.750e-02	3.500e-02	6.000e-02	4.750e-02	4.000e-02	5.500e-02
1.710e+04	3.250e-02	2.500e-02	7.250e-02	3.250e-02	2.250e-02	4.750e-02	3.250e-02	1.750e-02	5.250e-02	5.000e-02	3.250e-02	6.000e-02	4.500e-02	3.500e-02	6.000e-02	4.750e-02	4.000e-02	5.500e-02
1.720e+04	3.250e-02	2.500e-02	7.250e-02	3.250e-02	2.250e-02	4.750e-02	3.250e-02	1.750e-02	5.250e-02	5.000e-02	3.250e-02	6.000e-02	4.500e-02	3.750e-02	6.000e-02	4.500e-02	4.000e-02	5.500e-02
1.730e+04	3.250e-02	2.250e-02	7.250e-02	3.250e-02	2.500e-02	4.750e-02	3.250e-02	2.000e-02	5.250e-02	5.000e-02	3.250e-02	5.500e-02	4.500e-02	3.750e-02	6.000e-02	4.500e-02	4.000e-02	5.250e-02
1.740e+04	3.250e-02	2.000e-02	7.250e-02	3.250e-02	2.250e-02	4.750e-02	3.250e-02	1.750e-02	5.500e-02	5.000e-02	3.250e-02	5.750e-02	4.500e-02	3.750e-02	6.000e-02	4.750e-02	4.000e-02	5.250e-02
1.750e+04	3.250e-02	2.000e-02	7.250e-02	3.500e-02	2.250e-02	4.750e-02	3.250e-02	1.750e-02	5.500e-02	5.000e-02	3.250e-02	5.750e-02	4.500e-02	3.750e-02	6.250e-02	4.500e-02	4.000e-02	5.250e-02
1.760e+04	3.500e-02	2.000e-02	7.250e-02	3.500e-02	2.250e-02	4.750e-02	3.250e-02	1.750e-02	5.500e-02	4.750e-02	3.250e-02	5.750e-02	4.500e-02	3.750e-02	6.000e-02	4.500e-02	4.000e-02	5.500e-02
1.770e+04	3.500e-02	2.000e-02	7.250e-02	3.500e-02	2.250e-02	4.750e-02	3.250e-02	2.000e-02	5.500e-02	4.750e-02	3.250e-02	5.500e-02	4.500e-02	3.750e-02	6.000e-02	4.750e-02	4.000e-02	5.500e-02
1.780e+04	3.500e-02	2.000e-02	7.000e-02	3.500e-02	2.250e-02	4.750e-02	3.250e-02	2.000e-02	5.250e-02	4.750e-02	3.250e-02	5.500e-02	4.500e-02	3.750e-02	6.000e-02	4.750e-02	4.000e-02	5.500e-02
1.790e+04	3.250e-02	2.000e-02	6.750e-02	3.500e-02	2.250e-02	4.750e-02	3.250e-02	2.000e-02	5.250e-02	4.750e-02	3.000e-02	5.500e-02	4.500e-02	3.750e-02	6.250e-02	4.750e-02	4.000e-02	5.750e-02
1.800e+04	3.500e-02	2.000e-02	6.750e-02	3.500e-02	2.250e-02	4.750e-02	3.250e-02	2.250e-02	5.250e-02	5.000e-02	3.250e-02	5.500e-02	4.500e-02	3.750e-02	6.250e-02	4.750e-02	3.750e-02	5.750e-02
1.810e+04	3.250e-02	2.000e-02	6.750e-02	3.500e-02	2.250e-02	4.750e-02	3.500e-02	2.250e-02	5.000e-02	5.000e-02	3.250e-02	5.750e-02	4.500e-02	3.750e-02	6.250e-02	4.750e-02	3.750e-02	5.750e-02
1.820e+04	3.250e-02	2.000e-02	6.750e-02	3.500e-02	2.250e-02	4.750e-02	3.250e-02	2.000e-02	5.000e-02	5.000e-02	3.250e-02	5.750e-02	4.500e-02	3.750e-02	6.250e-02	4.750e-02	3.750e-02	5.750e-02
1.830e+04	3.250e-02	2.000e-02	6.750e-02	3.500e-02	2.250e-02	4.750e-02	3.500e-02	2.000e-02	5.000e-02	5.000e-02	3.250e-02	5.750e-02	4.500e-02	3.750e-02	6.250e-02	4.750e-02	3.750e-02	5.750e-02
1.840e+04	3.250e-02	2.000e-02	6.500e-02	3.500e-02	2.250e-02	4.750e-02	3.500e-02	2.000e-02	5.000e-02	5.000e-02	3.250e-02	6.000e-02	4.500e-02	3.750e-02	6.250e-02	4.750e-02	3.750e-02	5.750e-02
1.850e+04	3.250e-02	2.250e-02	6.500e-02	3.750e-02	2.250e-02	4.750e-02	3.500e-02	2.000e-02	5.000e-02	5.000e-02	3.250e-02	6.000e-02	4.250e-02	3.500e-02	6.250e-02	4.750e-02	3.750e-02	6.000e-02
1.860e+04	3.250e-02	2.250e-02	6.500e-02	3.750e-02	2.250e-02	4.750e-02	3.500e-02	2.000e-02	5.000e-02	4.750e-02	3.250e-02	6.000e-02	4.500e-02	3.500e-02	6.250e-02	4.750e-02	3.750e-02	5.750e-02
1.870e+04	3.250e-02	2.000e-02	6.500e-02	3.500e-02	2.250e-02	4.750e-02	3.500e-02	2.000e-02	5.000e-02	4.750e-02	3.000e-02	6.000e-02	4.250e-02	3.750e-02	6.250e-02	4.750e-02	3.750e-02	5.750e-02
1.880e+04	3.250e-02	2.500e-02	6.750e-02	3.500e-02	2.250e-02	4.750e-02	3.250e-02	2.000e-02	5.000e-02	5.000e-02	3.500e-02	6.000e-02	4.250e-02	3.750e-02	6.000e-02	4.750e-02	3.750e-02	5.750e-02
1.890e+04	3.250e-02	2.250e-02	7.000e-02	3.500e-02	2.250e-02	4.750e-02	3.250e-02	2.000e-02	5.000e-02	4.750e-02	3.500e-02	6.000e-02	4.500e-02	3.750e-02	5.750e-02	4.750e-02	3.750e-02	5.750e-02
