n.evals.q.1.0.	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.max
3.800e+04	4.401e-02	3.330e-02	6.030e-02	4.157e-02	3.660e-02	6.296e-02	5.493e-02	3.754e-02	6.604e-02	5.563e-02	5.220e-02	6.137e-02	5.478e-02	5.039e-02	6.630e-02	5.653e-02	5.325e-02	6.380e-02
3.810e+04	4.442e-02	3.330e-02	6.030e-02	4.210e-02	3.757e-02	6.296e-02	5.461e-02	3.754e-02	6.604e-02	5.546e-02	5.219e-02	6.137e-02	5.478e-02	5.039e-02	6.630e-02	5.653e-02	5.326e-02	6.380e-02
3.820e+04	4.442e-02	3.330e-02	6.030e-02	4.210e-02	3.757e-02	6.232e-02	5.461e-02	3.754e-02	6.604e-02	5.546e-02	5.212e-02	6.137e-02	5.478e-02	5.058e-02	6.622e-02	5.651e-02	5.326e-02	6.380e-02
3.830e+04	4.500e-02	3.306e-02	6.030e-02	4.210e-02	3.757e-02	6.232e-02	5.442e-02	3.754e-02	6.604e-02	5.546e-02	5.212e-02	6.142e-02	5.478e-02	5.058e-02	6.622e-02	5.651e-02	5.326e-02	6.380e-02
3.840e+04	4.500e-02	3.306e-02	6.030e-02	4.214e-02	3.757e-02	6.232e-02	5.494e-02	3.754e-02	6.604e-02	5.484e-02	5.210e-02	6.142e-02	5.478e-02	5.058e-02	6.622e-02	5.674e-02	5.273e-02	6.346e-02
3.850e+04	4.500e-02	3.338e-02	5.992e-02	4.214e-02	3.757e-02	6.232e-02	5.474e-02	3.745e-02	6.604e-02	5.484e-02	5.190e-02	6.208e-02	5.479e-02	5.059e-02	6.053e-02	5.674e-02	5.310e-02	6.346e-02
3.860e+04	4.500e-02	3.338e-02	5.992e-02	4.214e-02	3.767e-02	6.232e-02	5.474e-02	3.745e-02	6.604e-02	5.484e-02	5.190e-02	6.138e-02	5.478e-02	5.059e-02	6.053e-02	5.674e-02	5.310e-02	6.346e-02
3.870e+04	4.522e-02	3.341e-02	6.081e-02	4.185e-02	3.767e-02	6.232e-02	5.310e-02	3.745e-02	6.604e-02	5.484e-02	5.190e-02	6.145e-02	5.478e-02	5.059e-02	6.036e-02	5.640e-02	5.354e-02	6.316e-02
3.880e+04	4.522e-02	3.341e-02	6.081e-02	4.185e-02	3.767e-02	6.232e-02	5.310e-02	3.745e-02	6.604e-02	5.484e-02	5.190e-02	6.145e-02	5.478e-02	5.059e-02	6.036e-02	5.640e-02	5.339e-02	6.316e-02
3.890e+04	4.522e-02	3.317e-02	6.095e-02	4.155e-02	3.767e-02	6.232e-02	5.313e-02	3.745e-02	6.537e-02	5.479e-02	5.190e-02	6.143e-02	5.478e-02	5.059e-02	6.081e-02	5.640e-02	5.339e-02	6.362e-02
3.900e+04	4.522e-02	3.292e-02	6.101e-02	4.155e-02	3.673e-02	6.232e-02	5.371e-02	3.826e-02	6.537e-02	5.562e-02	5.186e-02	6.145e-02	5.478e-02	5.059e-02	6.081e-02	5.674e-02	5.339e-02	6.287e-02
3.910e+04	4.522e-02	3.293e-02	6.026e-02	4.155e-02	3.673e-02	6.232e-02	5.371e-02	3.826e-02	6.537e-02	5.562e-02	5.186e-02	6.145e-02	5.478e-02	5.027e-02	6.081e-02	5.674e-02	5.339e-02	6.304e-02
3.920e+04	4.522e-02	3.312e-02	5.983e-02	4.155e-02	3.673e-02	6.232e-02	5.382e-02	3.826e-02	6.537e-02	5.562e-02	5.186e-02	6.143e-02	5.604e-02	5.027e-02	6.081e-02	5.674e-02	5.342e-02	6.304e-02
3.930e+04	4.457e-02	3.320e-02	5.983e-02	4.155e-02	3.673e-02	6.232e-02	5.382e-02	3.593e-02	6.537e-02	5.513e-02	5.186e-02	6.152e-02	5.604e-02	5.027e-02	6.140e-02	5.674e-02	5.339e-02	6.304e-02
3.940e+04	4.523e-02	3.320e-02	5.983e-02	4.155e-02	3.673e-02	6.210e-02	5.382e-02	3.593e-02	6.537e-02	5.513e-02	5.186e-02	6.152e-02	5.604e-02	5.027e-02	6.136e-02	5.674e-02	5.304e-02	6.304e-02
3.950e+04	4.459e-02	3.338e-02	5.983e-02	4.155e-02	3.673e-02	6.210e-02	5.382e-02	3.593e-02	6.537e-02	5.513e-02	5.203e-02	6.152e-02	5.604e-02	5.027e-02	6.136e-02	5.674e-02	5.298e-02	6.304e-02
3.960e+04	4.524e-02	3.338e-02	5.983e-02	4.155e-02	3.598e-02	6.173e-02	5.480e-02	3.593e-02	6.559e-02	5.513e-02	5.238e-02	6.191e-02	5.604e-02	5.027e-02	6.136e-02	5.674e-02	5.298e-02	6.304e-02
3.970e+04	4.504e-02	3.292e-02	5.942e-02	4.370e-02	3.598e-02	6.173e-02	5.482e-02	3.593e-02	6.559e-02	5.516e-02	5.238e-02	6.171e-02	5.604e-02	5.004e-02	6.136e-02	5.674e-02	5.298e-02	6.304e-02
3.980e+04	4.504e-02	3.292e-02	5.942e-02	4.392e-02	3.598e-02	6.260e-02	5.482e-02	3.593e-02	6.542e-02	5.516e-02	5.203e-02	6.171e-02	5.604e-02	5.005e-02	6.136e-02	5.674e-02	5.318e-02	6.334e-02
3.990e+04	4.504e-02	3.292e-02	5.984e-02	4.239e-02	3.565e-02	6.260e-02	5.419e-02	3.593e-02	6.542e-02	5.513e-02	5.203e-02	6.171e-02	5.604e-02	5.005e-02	6.125e-02	5.653e-02	5.318e-02	6.334e-02
4.000e+04	4.504e-02	3.239e-02	5.984e-02	4.239e-02	3.544e-02	6.260e-02	5.419e-02	3.593e-02	6.589e-02	5.512e-02	5.203e-02	6.171e-02	5.604e-02	5.013e-02	6.125e-02	5.653e-02	5.318e-02	6.334e-02
4.010e+04	4.504e-02	3.239e-02	5.989e-02	4.041e-02	3.544e-02	6.221e-02	5.419e-02	3.593e-02	6.589e-02	5.512e-02	5.176e-02	6.171e-02	5.604e-02	5.013e-02	6.125e-02	5.653e-02	5.329e-02	6.291e-02
4.020e+04	4.524e-02	3.239e-02	5.989e-02	4.041e-02	3.544e-02	6.221e-02	5.419e-02	3.593e-02	6.727e-02	5.512e-02	5.176e-02	6.182e-02	5.577e-02	5.053e-02	6.125e-02	5.653e-02	5.323e-02	6.291e-02
4.030e+04	4.524e-02	3.239e-02	6.037e-02	4.041e-02	3.544e-02	6.249e-02	5.408e-02	3.593e-02	6.727e-02	5.512e-02	5.176e-02	6.146e-02	5.577e-02	5.053e-02	6.125e-02	5.653e-02	5.338e-02	6.276e-02
4.040e+04	4.524e-02	3.239e-02	6.037e-02	4.041e-02	3.577e-02	6.249e-02	5.353e-02	3.593e-02	6.766e-02	5.506e-02	5.169e-02	6.146e-02	5.577e-02	5.053e-02	6.125e-02	5.653e-02	5.338e-02	6.276e-02
4.050e+04	4.524e-02	3.239e-02	6.037e-02	4.032e-02	3.577e-02	6.249e-02	5.335e-02	3.608e-02	6.766e-02	5.506e-02	5.169e-02	6.125e-02	5.486e-02	5.013e-02	6.093e-02	5.653e-02	5.338e-02	6.276e-02
4.060e+04	4.524e-02	3.239e-02	6.040e-02	4.129e-02	3.407e-02	6.311e-02	5.335e-02	3.608e-02	6.693e-02	5.506e-02	5.169e-02	6.125e-02	5.433e-02	5.013e-02	6.093e-02	5.653e-02	5.338e-02	6.276e-02
4.070e+04	4.543e-02	3.239e-02	6.040e-02	4.129e-02	3.476e-02	6.311e-02	5.335e-02	3.608e-02	6.688e-02	5.506e-02	5.148e-02	6.125e-02	5.458e-02	5.013e-02	6.093e-02	5.653e-02	5.338e-02	6.276e-02
4.080e+04	4.484e-02	3.246e-02	6.040e-02	4.223e-02	3.476e-02	6.311e-02	5.335e-02	3.608e-02	6.686e-02	5.512e-02	5.148e-02	6.125e-02	5.458e-02	5.013e-02	6.093e-02	5.653e-02	5.338e-02	6.306e-02
4.090e+04	4.484e-02	3.209e-02	6.040e-02	4.081e-02	3.479e-02	6.176e-02	5.335e-02	3.608e-02	6.686e-02	5.512e-02	5.148e-02	6.102e-02	5.458e-02	5.013e-02	6.093e-02	5.653e-02	5.338e-02	6.335e-02
4.100e+04	4.441e-02	3.197e-02	6.040e-02	4.081e-02	3.479e-02	6.152e-02	5.335e-02	3.608e-02	6.686e-02	5.512e-02	5.115e-02	6.102e-02	5.458e-02	5.013e-02	6.093e-02	5.653e-02	5.338e-02	6.320e-02
4.110e+04	4.441e-02	3.157e-02	6.040e-02	4.119e-02	3.479e-02	6.152e-02	5.415e-02	3.608e-02	6.686e-02	5.512e-02	5.131e-02	6.102e-02	5.458e-02	5.009e-02	6.093e-02	5.653e-02	5.338e-02	6.320e-02
4.120e+04	4.456e-02	3.150e-02	6.040e-02	4.119e-02	3.499e-02	6.009e-02	5.417e-02	3.608e-02	6.686e-02	5.512e-02	5.133e-02	6.098e-02	5.458e-02	5.009e-02	6.093e-02	5.653e-02	5.319e-02	6.378e-02
4.130e+04	4.456e-02	3.150e-02	6.047e-02	4.119e-02	3.499e-02	6.101e-02	5.415e-02	3.770e-02	6.686e-02	5.512e-02	5.133e-02	6.098e-02	5.519e-02	5.009e-02	6.093e-02	5.647e-02	5.319e-02	6.447e-02
4.140e+04	4.379e-02	3.150e-02	6.047e-02	4.119e-02	3.468e-02	6.112e-02	5.387e-02	3.763e-02	6.659e-02	5.512e-02	5.131e-02	6.098e-02	5.582e-02	5.009e-02	6.093e-02	5.647e-02	5.319e-02	6.447e-02
4.150e+04	4.359e-02	3.092e-02	5.897e-02	4.288e-02	3.468e-02	6.112e-02	5.387e-02	3.757e-02	6.659e-02	5.512e-02	5.131e-02	6.098e-02	5.582e-02	5.009e-02	6.093e-02	5.647e-02	5.319e-02	6.447e-02
4.160e+04	4.363e-02	3.042e-02	5.883e-02	4.288e-02	3.476e-02	6.112e-02	5.381e-02	3.757e-02	6.659e-02	5.575e-02	5.131e-02	6.098e-02	5.582e-02	5.009e-02	6.077e-02	5.647e-02	5.327e-02	6.447e-02
4.170e+04	4.363e-02	3.051e-02	5.833e-02	4.288e-02	3.479e-02	6.112e-02	5.325e-02	3.757e-02	6.686e-02	5.575e-02	5.118e-02	6.098e-02	5.582e-02	5.035e-02	6.077e-02	5.652e-02	5.327e-02	6.447e-02
4.180e+04	4.359e-02	3.062e-02	5.833e-02	4.288e-02	3.479e-02	6.112e-02	5.325e-02	3.757e-02	6.686e-02	5.669e-02	5.118e-02	6.098e-02	5.582e-02	5.047e-02	6.085e-02	5.652e-02	5.319e-02	6.414e-02
4.190e+04	4.312e-02	3.062e-02	5.821e-02	4.288e-02	3.482e-02	6.112e-02	5.318e-02	3.757e-02	6.686e-02	5.669e-02	5.118e-02	6.098e-02	5.539e-02	5.047e-02	6.085e-02	5.652e-02	5.312e-02	6.414e-02
4.200e+04	4.210e-02	3.072e-02	5.887e-02	4.288e-02	3.482e-02	6.039e-02	5.333e-02	3.719e-02	6.637e-02	5.638e-02	5.118e-02	6.098e-02	5.539e-02	5.047e-02	6.085e-02	5.652e-02	5.327e-02	6.414e-02
4.210e+04	4.210e-02	3.072e-02	5.887e-02	4.378e-02	3.482e-02	6.039e-02	5.333e-02	3.750e-02	6.637e-02	5.638e-02	5.118e-02	6.098e-02	5.550e-02	5.047e-02	6.085e-02	5.652e-02	5.354e-02	6.441e-02
4.220e+04	4.210e-02	3.072e-02	5.906e-02	4.378e-02	3.482e-02	6.035e-02	5.333e-02	3.750e-02	6.637e-02	5.638e-02	5.118e-02	6.096e-02	5.550e-02	4.999e-02	6.085e-02	5.627e-02	5.354e-02	6.441e-02
4.230e+04	4.210e-02	3.082e-02	5.906e-02	4.378e-02	3.396e-02	5.961e-02	5.333e-02	3.711e-02	6.635e-02	5.658e-02	5.123e-02	6.096e-02	5.550e-02	4.999e-02	6.085e-02	5.631e-02	5.354e-02	6.441e-02
4.240e+04	4.175e-02	3.082e-02	5.906e-02	4.378e-02	3.396e-02	5.845e-02	5.333e-02	3.711e-02	6.610e-02	5.658e-02	5.105e-02	6.096e-02	5.550e-02	4.999e-02	6.085e-02	5.654e-02	5.330e-02	6.575e-02
4.250e+04	4.175e-02	3.104e-02	5.906e-02	4.175e-02	3.392e-02	5.845e-02	5.333e-02	3.711e-02	6.610e-02	5.658e-02	5.105e-02	6.096e-02	5.550e-02	5.017e-02	6.085e-02	5.654e-02	5.330e-02	6.575e-02
4.260e+04	4.183e-02	3.230e-02	5.906e-02	4.175e-02	3.372e-02	5.486e-02	5.333e-02	3.711e-02	6.610e-02	5.658e-02	5.124e-02	6.096e-02	5.550e-02	5.017e-02	6.085e-02	5.658e-02	5.330e-02	6.575e-02
4.270e+04	4.183e-02	3.233e-02	5.906e-02	4.179e-02	3.372e-02	5.513e-02	5.325e-02	3.743e-02	6.651e-02	5.658e-02	5.124e-02	6.096e-02	5.550e-02	5.017e-02	6.085e-02	5.658e-02	5.330e-02	6.575e-02
4.280e+04	4.183e-02	3.233e-02	5.998e-02	4.179e-02	3.278e-02	5.513e-02	5.325e-02	3.726e-02	6.539e-02	5.658e-02	5.144e-02	6.096e-02	5.550e-02	4.989e-02	6.085e-02	5.658e-02	5.330e-02	6.575e-02
4.290e+04	4.183e-02	3.233e-02	5.998e-02	4.179e-02	3.306e-02	5.513e-02	5.325e-02	3.687e-02	6.550e-02	5.708e-02	5.144e-02	5.986e-02	5.550e-02	4.989e-02	6.085e-02	5.689e-02	5.330e-02	6.575e-02
4.300e+04	4.166e-02	3.233e-02	5.998e-02	4.179e-02	3.306e-02	5.513e-02	5.325e-02	3.687e-02	6.550e-02	5.708e-02	5.134e-02	6.089e-02	5.550e-02	4.990e-02	6.089e-02	5.689e-02	5.330e-02	6.575e-02
4.310e+04	4.166e-02	3.233e-02	5.998e-02	4.179e-02	3.306e-02	5.513e-02	5.325e-02	3.629e-02	6.550e-02	5.708e-02	5.134e-02	6.127e-02	5.553e-02	4.990e-02	6.070e-02	5.712e-02	5.284e-02	6.593e-02
4.320e+04	4.201e-02	3.233e-02	6.060e-02	4.179e-02	3.306e-02	5.513e-02	5.281e-02	3.629e-02	6.550e-02	5.708e-02	5.134e-02	6.127e-02	5.506e-02	4.990e-02	6.047e-02	5.689e-02	5.284e-02	6.629e-02
4.330e+04	4.201e-02	3.246e-02	6.060e-02	4.179e-02	3.248e-02	5.513e-02	5.240e-02	3.651e-02	6.550e-02	5.708e-02	5.134e-02	6.127e-02	5.540e-02	4.990e-02	6.043e-02	5.689e-02	5.284e-02	6.629e-02
4.340e+04	4.201e-02	3.246e-02	6.060e-02	4.179e-02	3.248e-02	5.513e-02	5.240e-02	3.651e-02	6.550e-02	5.708e-02	5.134e-02	6.127e-02	5.540e-02	4.949e-02	6.053e-02	5.656e-02	5.264e-02	6.186e-02
4.350e+04	4.201e-02	3.246e-02	6.053e-02	4.179e-02	3.316e-02	5.513e-02	5.240e-02	3.651e-02	6.520e-02	5.708e-02	5.152e-02	6.127e-02	5.540e-02	4.962e-02	6.071e-02	5.656e-02	5.305e-02	6.186e-02
4.360e+04	4.201e-02	3.259e-02	6.053e-02	4.188e-02	3.328e-02	5.462e-02	5.171e-02	3.651e-02	6.462e-02	5.708e-02	5.143e-02	6.127e-02	5.560e-02	4.962e-02	6.071e-02	5.656e-02	5.305e-02	6.186e-02
4.370e+04	4.201e-02	3.259e-02	6.053e-02	4.188e-02	3.328e-02	5.462e-02	5.112e-02	3.651e-02	6.462e-02	5.708e-02	5.143e-02	6.142e-02	5.560e-02	4.948e-02	6.050e-02	5.656e-02	5.305e-02	6.186e-02
4.380e+04	4.201e-02	3.259e-02	6.053e-02	4.179e-02	3.316e-02	5.661e-02	5.112e-02	3.600e-02	6.462e-02	5.708e-02	5.143e-02	6.142e-02	5.560e-02	4.948e-02	6.050e-02	5.656e-02	5.305e-02	6.186e-02
4.390e+04	4.235e-02	3.259e-02	6.053e-02	4.179e-02	3.336e-02	5.661e-02	5.119e-02	3.600e-02	6.455e-02	5.595e-02	5.143e-02	6.142e-02	5.560e-02	4.948e-02	6.050e-02	5.656e-02	5.305e-02	6.186e-02
4.400e+04	4.235e-02	3.259e-02	5.874e-02	4.188e-02	3.336e-02	5.661e-02	5.119e-02	3.465e-02	6.455e-02	5.622e-02	5.143e-02	6.142e-02	5.560e-02	4.948e-02	6.050e-02	5.658e-02	5.308e-02	6.223e-02
4.410e+04	4.235e-02	3.259e-02	5.874e-02	4.188e-02	3.316e-02	5.660e-02	5.020e-02	3.465e-02	6.474e-02	5.677e-02	5.143e-02	6.142e-02	5.579e-02	5.025e-02	6.050e-02	5.658e-02	5.339e-02	6.223e-02
4.420e+04	4.151e-02	3.259e-02	5.874e-02	4.188e-02	3.336e-02	5.660e-02	4.942e-02	3.465e-02	6.474e-02	5.677e-02	5.178e-02	6.142e-02	5.579e-02	5.025e-02	6.050e-02	5.638e-02	5.339e-02	6.223e-02
4.430e+04	4.086e-02	3.259e-02	5.874e-02	4.188e-02	3.323e-02	5.660e-02	4.942e-02	3.465e-02	6.474e-02	5.557e-02	5.185e-02	6.142e-02	5.579e-02	5.025e-02	6.041e-02	5.638e-02	5.354e-02	6.223e-02
4.440e+04	4.086e-02	3.259e-02	5.874e-02	4.183e-02	3.323e-02	5.660e-02	4.942e-02	3.465e-02	6.535e-02	5.557e-02	5.185e-02	6.142e-02	5.595e-02	5.025e-02	6.041e-02	5.638e-02	5.344e-02	6.223e-02
4.450e+04	4.035e-02	3.259e-02	5.874e-02	4.188e-02	3.323e-02	5.660e-02	4.942e-02	3.440e-02	6.545e-02	5.576e-02	5.214e-02	6.142e-02	5.595e-02	4.997e-02	6.041e-02	5.702e-02	5.344e-02	6.282e-02
4.460e+04	4.035e-02	3.172e-02	5.731e-02	4.188e-02	3.323e-02	5.660e-02	4.929e-02	3.531e-02	6.490e-02	5.576e-02	5.214e-02	6.136e-02	5.595e-02	4.997e-02	6.041e-02	5.702e-02	5.344e-02	6.278e-02
4.470e+04	4.081e-02	3.232e-02	5.731e-02	4.188e-02	3.330e-02	5.660e-02	4.953e-02	3.531e-02	6.490e-02	5.576e-02	5.222e-02	6.136e-02	5.595e-02	4.997e-02	6.024e-02	5.702e-02	5.344e-02	6.278e-02
4.480e+04	4.029e-02	3.232e-02	5.731e-02	4.244e-02	3.328e-02	5.542e-02	4.953e-02	3.531e-02	6.490e-02	5.576e-02	5.215e-02	6.136e-02	5.595e-02	5.018e-02	6.024e-02	5.694e-02	5.344e-02	6.278e-02
4.490e+04	3.859e-02	3.232e-02	5.731e-02	4.370e-02	3.333e-02	5.542e-02	4.953e-02	3.531e-02	6.445e-02	5.572e-02	5.215e-02	6.136e-02	5.595e-02	5.018e-02	6.024e-02	5.694e-02	5.344e-02	6.278e-02
4.500e+04	3.859e-02	3.232e-02	5.731e-02	4.370e-02	3.333e-02	5.560e-02	4.982e-02	3.560e-02	6.445e-02	5.572e-02	5.182e-02	6.136e-02	5.611e-02	5.018e-02	6.024e-02	5.694e-02	5.344e-02	6.278e-02
4.510e+04	3.859e-02	3.232e-02	5.596e-02	4.370e-02	3.333e-02	5.560e-02	4.982e-02	3.560e-02	6.411e-02	5.615e-02	5.182e-02	6.136e-02	5.645e-02	4.997e-02	6.024e-02	5.665e-02	5.344e-02	6.259e-02
4.520e+04	3.878e-02	3.232e-02	5.371e-02	4.370e-02	3.333e-02	5.541e-02	4.982e-02	3.560e-02	6.411e-02	5.615e-02	5.176e-02	6.136e-02	5.645e-02	5.035e-02	6.128e-02	5.654e-02	5.344e-02	6.259e-02
4.530e+04	3.878e-02	3.232e-02	5.382e-02	4.463e-02	3.333e-02	5.473e-02	4.982e-02	3.621e-02	6.411e-02	5.615e-02	5.182e-02	6.137e-02	5.611e-02	5.035e-02	6.128e-02	5.654e-02	5.344e-02	6.259e-02
4.540e+04	3.878e-02	3.232e-02	5.371e-02	4.463e-02	3.333e-02	5.473e-02	4.982e-02	3.629e-02	6.445e-02	5.615e-02	5.183e-02	6.137e-02	5.611e-02	5.035e-02	6.128e-02	5.654e-02	5.344e-02	6.259e-02
4.550e+04	3.878e-02	3.281e-02	5.371e-02	4.482e-02	3.371e-02	5.473e-02	4.982e-02	3.639e-02	6.445e-02	5.592e-02	5.176e-02	6.137e-02	5.611e-02	5.035e-02	6.119e-02	5.637e-02	5.354e-02	6.259e-02
4.560e+04	3.878e-02	3.281e-02	5.371e-02	4.520e-02	3.371e-02	5.473e-02	5.021e-02	3.618e-02	6.476e-02	5.592e-02	5.176e-02	6.137e-02	5.611e-02	5.038e-02	6.119e-02	5.633e-02	5.354e-02	6.259e-02
4.570e+04	3.878e-02	3.281e-02	5.361e-02	4.520e-02	3.366e-02	5.473e-02	5.021e-02	3.590e-02	6.476e-02	5.592e-02	5.176e-02	6.137e-02	5.611e-02	5.023e-02	6.119e-02	5.633e-02	5.354e-02	6.259e-02
4.580e+04	3.878e-02	3.063e-02	5.361e-02	4.515e-02	3.366e-02	5.473e-02	4.812e-02	3.566e-02	6.476e-02	5.592e-02	5.176e-02	6.112e-02	5.596e-02	5.023e-02	6.119e-02	5.638e-02	5.354e-02	6.292e-02
4.590e+04	4.009e-02	3.063e-02	5.361e-02	4.515e-02	3.366e-02	5.473e-02	4.812e-02	3.485e-02	6.476e-02	5.592e-02	5.176e-02	6.112e-02	5.572e-02	5.043e-02	6.061e-02	5.649e-02	5.363e-02	6.296e-02
4.600e+04	4.009e-02	3.063e-02	5.361e-02	4.515e-02	3.366e-02	5.473e-02	4.873e-02	3.485e-02	6.476e-02	5.592e-02	5.176e-02	6.153e-02	5.572e-02	5.043e-02	6.061e-02	5.649e-02	5.363e-02	6.296e-02
4.610e+04	4.009e-02	3.063e-02	5.361e-02	4.515e-02	3.366e-02	5.473e-02	4.832e-02	3.524e-02	6.476e-02	5.592e-02	5.176e-02	6.145e-02	5.572e-02	5.043e-02	6.061e-02	5.649e-02	5.363e-02	6.296e-02
4.620e+04	4.009e-02	3.063e-02	5.215e-02	4.505e-02	3.274e-02	5.375e-02	4.832e-02	3.524e-02	6.492e-02	5.592e-02	5.176e-02	6.145e-02	5.592e-02	5.043e-02	6.036e-02	5.649e-02	5.363e-02	6.296e-02
4.630e+04	4.009e-02	3.063e-02	5.215e-02	4.505e-02	3.274e-02	5.375e-02	4.832e-02	3.544e-02	6.476e-02	5.592e-02	5.176e-02	6.158e-02	5.579e-02	5.070e-02	6.036e-02	5.654e-02	5.363e-02	6.296e-02
4.640e+04	4.009e-02	2.969e-02	5.149e-02	4.505e-02	3.274e-02	5.375e-02	4.832e-02	3.619e-02	6.476e-02	5.592e-02	5.231e-02	6.158e-02	5.622e-02	5.070e-02	6.036e-02	5.654e-02	5.363e-02	6.296e-02
4.650e+04	4.009e-02	2.969e-02	5.149e-02	4.515e-02	3.274e-02	5.375e-02	4.808e-02	3.619e-02	6.482e-02	5.592e-02	5.231e-02	6.145e-02	5.622e-02	5.070e-02	6.051e-02	5.649e-02	5.363e-02	6.296e-02
4.660e+04	3.979e-02	3.000e-02	5.149e-02	4.515e-02	3.270e-02	5.375e-02	4.822e-02	3.619e-02	6.554e-02	5.592e-02	5.231e-02	6.134e-02	5.622e-02	5.070e-02	6.051e-02	5.649e-02	5.360e-02	6.315e-02
4.670e+04	3.979e-02	3.054e-02	5.158e-02	4.515e-02	3.270e-02	5.422e-02	4.822e-02	3.649e-02	6.533e-02	5.592e-02	5.236e-02	6.134e-02	5.622e-02	5.094e-02	6.051e-02	5.620e-02	5.360e-02	6.321e-02
4.680e+04	3.979e-02	3.054e-02	5.186e-02	4.515e-02	3.422e-02	5.422e-02	4.822e-02	3.666e-02	6.533e-02	5.592e-02	5.236e-02	6.128e-02	5.622e-02	5.094e-02	6.051e-02	5.620e-02	5.333e-02	6.424e-02
4.690e+04	3.979e-02	3.054e-02	5.167e-02	4.504e-02	3.246e-02	5.441e-02	4.822e-02	3.666e-02	6.543e-02	5.592e-02	5.236e-02	6.108e-02	5.622e-02	5.094e-02	6.051e-02	5.620e-02	5.337e-02	6.424e-02
4.700e+04	3.979e-02	3.054e-02	5.089e-02	4.504e-02	3.246e-02	5.441e-02	4.954e-02	3.638e-02	6.543e-02	5.592e-02	5.236e-02	6.108e-02	5.622e-02	5.094e-02	6.051e-02	5.620e-02	5.271e-02	6.424e-02
4.710e+04	3.979e-02	3.076e-02	4.931e-02	4.515e-02	3.218e-02	5.441e-02	4.954e-02	3.638e-02	6.554e-02	5.632e-02	5.240e-02	6.108e-02	5.622e-02	5.124e-02	6.051e-02	5.620e-02	5.271e-02	6.424e-02
4.720e+04	3.979e-02	3.076e-02	4.931e-02	4.515e-02	3.313e-02	5.439e-02	4.954e-02	3.521e-02	6.554e-02	5.632e-02	5.240e-02	6.109e-02	5.595e-02	5.124e-02	6.051e-02	5.620e-02	5.271e-02	6.424e-02
4.730e+04	3.979e-02	3.076e-02	4.893e-02	4.515e-02	3.322e-02	5.439e-02	4.954e-02	3.521e-02	6.554e-02	5.632e-02	5.240e-02	6.109e-02	5.595e-02	5.124e-02	6.051e-02	5.606e-02	5.271e-02	6.424e-02
4.740e+04	3.983e-02	3.076e-02	4.893e-02	4.515e-02	3.310e-02	5.439e-02	4.954e-02	3.652e-02	6.554e-02	5.632e-02	5.240e-02	6.112e-02	5.595e-02	5.124e-02	6.056e-02	5.589e-02	5.271e-02	6.498e-02
4.750e+04	3.983e-02	3.076e-02	4.818e-02	4.525e-02	3.310e-02	5.439e-02	4.954e-02	3.652e-02	6.560e-02	5.632e-02	5.186e-02	6.112e-02	5.609e-02	5.132e-02	6.056e-02	5.589e-02	5.266e-02	6.498e-02
4.760e+04	3.983e-02	3.076e-02	4.785e-02	4.525e-02	3.310e-02	5.439e-02	4.949e-02	3.652e-02	6.560e-02	5.632e-02	5.186e-02	6.108e-02	5.609e-02	5.126e-02	6.056e-02	5.589e-02	5.266e-02	6.498e-02
4.770e+04	3.983e-02	3.105e-02	4.708e-02	4.525e-02	3.310e-02	5.439e-02	4.949e-02	3.556e-02	6.560e-02	5.632e-02	5.186e-02	6.161e-02	5.609e-02	5.126e-02	6.056e-02	5.589e-02	5.266e-02	6.498e-02
