n.evals.q.1.0.	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.max
1.840e+04	5.160e-02	4.443e-02	5.979e-02	5.518e-02	4.532e-02	6.914e-02	5.854e-02	4.829e-02	6.887e-02	5.538e-02	5.144e-02	5.787e-02	6.190e-02	5.478e-02	7.271e-02	5.687e-02	5.208e-02	6.835e-02
1.850e+04	5.151e-02	4.416e-02	6.001e-02	5.518e-02	4.532e-02	6.866e-02	6.016e-02	4.829e-02	6.917e-02	5.538e-02	5.144e-02	5.777e-02	6.081e-02	5.478e-02	7.293e-02	5.671e-02	5.181e-02	6.904e-02
1.860e+04	5.151e-02	4.416e-02	6.001e-02	5.526e-02	4.532e-02	6.866e-02	6.016e-02	4.829e-02	6.946e-02	5.538e-02	5.151e-02	5.721e-02	6.074e-02	5.478e-02	7.293e-02	5.675e-02	5.208e-02	6.904e-02
1.870e+04	5.151e-02	4.416e-02	5.972e-02	5.526e-02	4.523e-02	6.866e-02	6.111e-02	4.829e-02	7.065e-02	5.566e-02	5.151e-02	5.756e-02	6.074e-02	5.478e-02	7.293e-02	5.649e-02	5.208e-02	6.904e-02
1.880e+04	5.169e-02	4.416e-02	5.972e-02	5.490e-02	4.523e-02	6.825e-02	6.113e-02	4.846e-02	7.089e-02	5.566e-02	5.160e-02	5.756e-02	5.911e-02	5.179e-02	7.293e-02	5.649e-02	5.208e-02	6.904e-02
1.890e+04	5.217e-02	4.431e-02	6.056e-02	5.490e-02	4.489e-02	6.825e-02	6.113e-02	4.962e-02	7.167e-02	5.562e-02	5.160e-02	5.775e-02	5.955e-02	5.043e-02	7.274e-02	5.647e-02	5.208e-02	6.969e-02
1.900e+04	5.093e-02	4.482e-02	6.056e-02	5.400e-02	4.489e-02	6.825e-02	6.052e-02	4.940e-02	7.364e-02	5.562e-02	5.210e-02	5.775e-02	5.955e-02	5.043e-02	7.274e-02	5.647e-02	5.208e-02	6.969e-02
1.910e+04	5.093e-02	4.482e-02	6.056e-02	5.400e-02	4.489e-02	6.825e-02	5.920e-02	4.935e-02	7.364e-02	5.562e-02	5.215e-02	5.738e-02	5.900e-02	5.061e-02	7.153e-02	5.647e-02	5.118e-02	6.969e-02
1.920e+04	5.093e-02	4.482e-02	6.074e-02	5.400e-02	4.489e-02	6.820e-02	5.869e-02	4.931e-02	7.178e-02	5.562e-02	5.207e-02	5.719e-02	5.900e-02	5.061e-02	6.961e-02	5.801e-02	5.105e-02	6.969e-02
1.930e+04	5.093e-02	4.501e-02	6.074e-02	5.508e-02	4.455e-02	6.820e-02	5.869e-02	4.846e-02	7.221e-02	5.562e-02	5.226e-02	5.747e-02	5.900e-02	5.061e-02	6.980e-02	5.801e-02	5.105e-02	6.969e-02
1.940e+04	5.062e-02	4.493e-02	6.074e-02	5.508e-02	4.441e-02	6.911e-02	5.869e-02	4.846e-02	7.221e-02	5.530e-02	5.243e-02	5.747e-02	5.900e-02	5.061e-02	6.978e-02	5.801e-02	5.105e-02	7.043e-02
1.950e+04	5.062e-02	4.585e-02	6.074e-02	5.508e-02	4.441e-02	6.911e-02	5.869e-02	4.846e-02	7.228e-02	5.530e-02	5.243e-02	5.747e-02	5.899e-02	5.007e-02	6.978e-02	5.801e-02	5.175e-02	7.043e-02
1.960e+04	5.062e-02	4.609e-02	6.074e-02	5.546e-02	4.441e-02	6.911e-02	5.907e-02	4.793e-02	7.228e-02	5.548e-02	5.243e-02	5.747e-02	5.899e-02	5.007e-02	6.784e-02	5.801e-02	5.175e-02	7.022e-02
1.970e+04	5.054e-02	4.596e-02	6.074e-02	5.546e-02	4.574e-02	6.904e-02	5.882e-02	4.809e-02	7.228e-02	5.548e-02	5.231e-02	5.740e-02	5.900e-02	5.007e-02	6.784e-02	5.801e-02	5.175e-02	7.043e-02
1.980e+04	5.062e-02	4.596e-02	6.062e-02	5.388e-02	4.574e-02	6.904e-02	5.882e-02	4.886e-02	7.228e-02	5.548e-02	5.231e-02	5.756e-02	5.900e-02	5.007e-02	6.784e-02	5.801e-02	5.151e-02	7.043e-02
1.990e+04	5.067e-02	4.596e-02	5.979e-02	5.411e-02	4.541e-02	6.904e-02	5.882e-02	4.880e-02	7.228e-02	5.483e-02	5.253e-02	5.756e-02	5.954e-02	5.007e-02	6.858e-02	5.797e-02	5.178e-02	6.999e-02
2.000e+04	5.067e-02	4.596e-02	5.954e-02	5.395e-02	4.464e-02	7.034e-02	5.795e-02	4.880e-02	7.218e-02	5.483e-02	5.265e-02	5.740e-02	5.954e-02	4.989e-02	6.858e-02	5.805e-02	5.178e-02	6.999e-02
2.010e+04	5.069e-02	4.585e-02	5.969e-02	5.186e-02	4.418e-02	7.034e-02	5.677e-02	4.880e-02	7.344e-02	5.522e-02	5.238e-02	5.740e-02	5.835e-02	4.989e-02	6.798e-02	5.805e-02	5.220e-02	7.110e-02
2.020e+04	5.069e-02	4.537e-02	5.989e-02	5.200e-02	4.402e-02	7.034e-02	5.719e-02	4.880e-02	7.344e-02	5.513e-02	5.356e-02	5.706e-02	5.835e-02	5.033e-02	6.798e-02	5.805e-02	5.220e-02	7.113e-02
2.030e+04	5.071e-02	4.585e-02	5.989e-02	5.200e-02	4.402e-02	6.898e-02	5.719e-02	4.880e-02	7.313e-02	5.513e-02	5.356e-02	5.706e-02	5.835e-02	5.033e-02	6.780e-02	5.868e-02	5.220e-02	7.032e-02
2.040e+04	5.071e-02	4.568e-02	5.971e-02	5.200e-02	4.402e-02	6.953e-02	5.742e-02	4.883e-02	7.313e-02	5.516e-02	5.388e-02	5.706e-02	5.835e-02	5.099e-02	6.780e-02	5.868e-02	5.222e-02	7.032e-02
2.050e+04	5.043e-02	4.561e-02	5.971e-02	5.200e-02	4.402e-02	6.953e-02	5.729e-02	4.883e-02	7.313e-02	5.532e-02	5.388e-02	5.713e-02	5.835e-02	5.099e-02	6.780e-02	5.876e-02	5.218e-02	7.032e-02
2.060e+04	4.994e-02	4.553e-02	5.971e-02	5.200e-02	4.402e-02	6.953e-02	5.731e-02	4.883e-02	7.446e-02	5.535e-02	5.399e-02	5.706e-02	5.816e-02	5.208e-02	6.780e-02	5.892e-02	5.218e-02	7.032e-02
2.070e+04	5.053e-02	4.553e-02	5.955e-02	5.164e-02	4.402e-02	6.953e-02	5.738e-02	4.896e-02	7.446e-02	5.545e-02	5.391e-02	5.691e-02	5.816e-02	5.166e-02	6.844e-02	5.908e-02	5.256e-02	7.032e-02
2.080e+04	5.079e-02	4.500e-02	5.943e-02	5.164e-02	4.402e-02	6.953e-02	5.835e-02	4.873e-02	7.446e-02	5.545e-02	5.391e-02	5.709e-02	5.816e-02	5.166e-02	6.844e-02	5.908e-02	5.327e-02	7.032e-02
2.090e+04	5.079e-02	4.553e-02	5.933e-02	5.164e-02	4.341e-02	6.953e-02	5.817e-02	4.846e-02	7.399e-02	5.588e-02	5.391e-02	5.713e-02	5.799e-02	5.166e-02	6.844e-02	5.908e-02	5.327e-02	7.046e-02
2.100e+04	5.114e-02	4.492e-02	5.933e-02	5.076e-02	4.330e-02	6.953e-02	5.817e-02	4.818e-02	7.399e-02	5.588e-02	5.344e-02	5.732e-02	5.802e-02	5.059e-02	6.750e-02	5.883e-02	5.342e-02	7.046e-02
2.110e+04	5.114e-02	4.482e-02	5.855e-02	5.076e-02	4.330e-02	6.953e-02	5.817e-02	4.873e-02	7.448e-02	5.588e-02	5.344e-02	5.732e-02	5.833e-02	5.059e-02	6.725e-02	5.883e-02	5.246e-02	7.046e-02
2.120e+04	5.114e-02	4.480e-02	5.827e-02	4.995e-02	4.330e-02	6.917e-02	5.817e-02	4.896e-02	7.448e-02	5.588e-02	5.273e-02	5.732e-02	5.855e-02	5.053e-02	6.725e-02	5.864e-02	5.233e-02	7.046e-02
2.130e+04	5.114e-02	4.435e-02	5.827e-02	4.995e-02	4.330e-02	6.917e-02	5.817e-02	4.896e-02	7.441e-02	5.583e-02	5.278e-02	5.732e-02	5.818e-02	5.053e-02	6.725e-02	5.858e-02	5.233e-02	7.046e-02
2.140e+04	5.114e-02	4.414e-02	5.864e-02	5.008e-02	4.325e-02	6.964e-02	5.826e-02	4.932e-02	7.441e-02	5.555e-02	5.301e-02	5.815e-02	5.816e-02	5.053e-02	6.781e-02	5.858e-02	5.233e-02	7.126e-02
2.150e+04	5.114e-02	4.370e-02	5.837e-02	5.008e-02	4.325e-02	6.964e-02	5.826e-02	4.941e-02	7.469e-02	5.544e-02	5.328e-02	5.815e-02	5.818e-02	5.053e-02	6.781e-02	5.887e-02	5.323e-02	7.131e-02
2.160e+04	5.061e-02	4.450e-02	5.831e-02	4.963e-02	4.336e-02	6.964e-02	5.764e-02	4.941e-02	7.469e-02	5.544e-02	5.328e-02	5.815e-02	5.818e-02	5.047e-02	6.812e-02	5.887e-02	5.323e-02	7.069e-02
2.170e+04	5.107e-02	4.461e-02	5.831e-02	4.991e-02	4.336e-02	7.082e-02	5.764e-02	4.842e-02	7.469e-02	5.544e-02	5.328e-02	5.815e-02	5.814e-02	5.246e-02	6.788e-02	5.887e-02	5.323e-02	7.069e-02
2.180e+04	5.107e-02	4.459e-02	5.831e-02	4.991e-02	4.357e-02	7.082e-02	5.764e-02	4.761e-02	7.469e-02	5.544e-02	5.328e-02	5.764e-02	5.810e-02	5.246e-02	6.774e-02	5.883e-02	5.323e-02	7.055e-02
2.190e+04	5.130e-02	4.470e-02	5.821e-02	4.991e-02	4.357e-02	7.009e-02	5.764e-02	4.781e-02	7.469e-02	5.550e-02	5.328e-02	5.740e-02	5.810e-02	5.196e-02	6.774e-02	5.900e-02	5.323e-02	7.055e-02
2.200e+04	5.169e-02	4.470e-02	5.748e-02	4.991e-02	4.336e-02	6.901e-02	5.764e-02	4.781e-02	7.318e-02	5.550e-02	5.350e-02	5.816e-02	5.810e-02	5.196e-02	6.774e-02	5.888e-02	5.298e-02	7.040e-02
2.210e+04	5.200e-02	4.488e-02	5.754e-02	5.032e-02	4.413e-02	6.917e-02	5.798e-02	4.781e-02	7.284e-02	5.550e-02	5.350e-02	5.816e-02	5.810e-02	5.268e-02	6.774e-02	5.829e-02	5.257e-02	7.040e-02
2.220e+04	5.169e-02	4.500e-02	5.761e-02	5.032e-02	4.381e-02	6.932e-02	5.798e-02	4.765e-02	7.276e-02	5.573e-02	5.355e-02	5.816e-02	5.787e-02	5.268e-02	6.772e-02	5.829e-02	5.257e-02	6.828e-02
2.230e+04	5.220e-02	4.453e-02	5.761e-02	5.032e-02	4.381e-02	6.855e-02	5.829e-02	4.770e-02	7.276e-02	5.550e-02	5.355e-02	5.864e-02	5.686e-02	5.268e-02	6.801e-02	5.829e-02	5.257e-02	6.826e-02
2.240e+04	5.320e-02	4.412e-02	5.756e-02	5.149e-02	4.381e-02	6.785e-02	5.897e-02	4.770e-02	7.209e-02	5.550e-02	5.355e-02	5.864e-02	5.686e-02	5.268e-02	6.801e-02	5.829e-02	5.257e-02	6.826e-02
2.250e+04	5.320e-02	4.412e-02	5.756e-02	5.115e-02	4.391e-02	6.785e-02	5.897e-02	4.781e-02	7.294e-02	5.550e-02	5.355e-02	5.864e-02	5.686e-02	5.268e-02	6.756e-02	5.829e-02	5.257e-02	6.828e-02
2.260e+04	5.236e-02	4.412e-02	5.756e-02	5.185e-02	4.359e-02	6.838e-02	5.897e-02	4.782e-02	7.241e-02	5.550e-02	5.355e-02	5.864e-02	5.686e-02	5.268e-02	6.810e-02	5.765e-02	5.323e-02	6.828e-02
2.270e+04	5.236e-02	4.412e-02	5.775e-02	5.220e-02	4.359e-02	6.838e-02	5.897e-02	4.782e-02	7.241e-02	5.556e-02	5.314e-02	5.931e-02	5.750e-02	5.255e-02	6.810e-02	5.800e-02	5.298e-02	6.828e-02
2.280e+04	5.236e-02	4.412e-02	5.758e-02	5.196e-02	4.359e-02	6.862e-02	5.924e-02	4.782e-02	7.241e-02	5.556e-02	5.314e-02	5.931e-02	5.754e-02	5.204e-02	6.810e-02	5.783e-02	5.298e-02	6.744e-02
2.290e+04	5.194e-02	4.412e-02	5.824e-02	5.190e-02	4.359e-02	6.862e-02	5.924e-02	4.781e-02	7.241e-02	5.579e-02	5.314e-02	5.931e-02	5.754e-02	5.196e-02	6.810e-02	5.783e-02	5.298e-02	6.744e-02
2.300e+04	5.103e-02	4.412e-02	5.890e-02	5.229e-02	4.359e-02	6.862e-02	5.924e-02	4.781e-02	7.241e-02	5.579e-02	5.314e-02	5.931e-02	5.750e-02	5.196e-02	6.810e-02	5.783e-02	5.254e-02	6.744e-02
2.310e+04	5.092e-02	4.412e-02	5.787e-02	5.152e-02	4.359e-02	6.862e-02	5.924e-02	4.781e-02	7.108e-02	5.578e-02	5.316e-02	5.931e-02	5.750e-02	5.196e-02	6.804e-02	5.783e-02	5.203e-02	6.712e-02
2.320e+04	5.092e-02	4.453e-02	5.787e-02	5.152e-02	4.359e-02	6.957e-02	5.929e-02	4.796e-02	7.108e-02	5.602e-02	5.301e-02	5.931e-02	5.728e-02	5.196e-02	6.804e-02	5.783e-02	5.286e-02	6.712e-02
2.330e+04	5.092e-02	4.453e-02	5.787e-02	5.152e-02	4.359e-02	6.957e-02	5.872e-02	4.780e-02	7.108e-02	5.602e-02	5.306e-02	5.931e-02	5.662e-02	5.259e-02	6.804e-02	5.871e-02	5.286e-02	6.712e-02
2.340e+04	5.103e-02	4.452e-02	5.787e-02	5.152e-02	4.359e-02	6.957e-02	5.911e-02	4.700e-02	7.108e-02	5.602e-02	5.306e-02	5.931e-02	5.675e-02	5.259e-02	6.804e-02	5.871e-02	5.286e-02	6.696e-02
2.350e+04	5.125e-02	4.452e-02	5.787e-02	5.190e-02	4.204e-02	6.957e-02	5.911e-02	4.661e-02	7.108e-02	5.631e-02	5.364e-02	5.919e-02	5.675e-02	5.259e-02	6.804e-02	5.871e-02	5.286e-02	6.713e-02
2.360e+04	5.078e-02	4.408e-02	5.757e-02	5.190e-02	4.204e-02	6.922e-02	5.992e-02	4.653e-02	7.108e-02	5.604e-02	5.364e-02	5.958e-02	5.734e-02	5.385e-02	6.795e-02	5.861e-02	5.286e-02	6.727e-02
2.370e+04	5.078e-02	4.408e-02	5.750e-02	5.190e-02	4.204e-02	6.904e-02	5.992e-02	4.653e-02	7.074e-02	5.604e-02	5.301e-02	5.958e-02	5.719e-02	5.385e-02	6.829e-02	5.861e-02	5.286e-02	6.731e-02
2.380e+04	5.026e-02	4.364e-02	5.731e-02	5.190e-02	4.204e-02	6.904e-02	5.992e-02	4.653e-02	7.092e-02	5.566e-02	5.301e-02	5.958e-02	5.719e-02	5.385e-02	6.829e-02	5.821e-02	5.149e-02	6.720e-02
2.390e+04	5.078e-02	4.318e-02	5.781e-02	5.190e-02	4.204e-02	6.933e-02	5.992e-02	4.828e-02	7.092e-02	5.566e-02	5.266e-02	5.921e-02	5.687e-02	5.385e-02	6.829e-02	5.821e-02	5.149e-02	6.720e-02
2.400e+04	5.078e-02	4.377e-02	5.776e-02	5.190e-02	4.204e-02	6.915e-02	5.992e-02	4.778e-02	7.092e-02	5.620e-02	5.266e-02	5.942e-02	5.722e-02	5.385e-02	6.834e-02	5.821e-02	5.149e-02	6.720e-02
2.410e+04	5.059e-02	4.377e-02	5.767e-02	5.190e-02	4.294e-02	6.915e-02	5.938e-02	4.778e-02	7.092e-02	5.620e-02	5.260e-02	6.046e-02	5.722e-02	5.385e-02	6.866e-02	5.821e-02	5.149e-02	6.720e-02
2.420e+04	5.085e-02	4.434e-02	5.767e-02	5.193e-02	4.294e-02	6.915e-02	5.938e-02	4.718e-02	7.038e-02	5.622e-02	5.260e-02	6.025e-02	5.751e-02	5.385e-02	6.866e-02	5.821e-02	5.207e-02	6.713e-02
2.430e+04	5.085e-02	4.434e-02	5.772e-02	5.194e-02	4.294e-02	6.915e-02	5.938e-02	4.738e-02	7.060e-02	5.645e-02	5.260e-02	6.068e-02	5.702e-02	5.385e-02	6.821e-02	5.814e-02	5.207e-02	6.713e-02
2.440e+04	5.075e-02	4.505e-02	5.783e-02	5.212e-02	4.294e-02	6.924e-02	5.938e-02	4.742e-02	7.060e-02	5.645e-02	5.260e-02	6.068e-02	5.702e-02	5.313e-02	6.821e-02	5.814e-02	5.282e-02	6.713e-02
2.450e+04	5.075e-02	4.476e-02	5.783e-02	5.212e-02	4.294e-02	6.924e-02	5.930e-02	4.742e-02	7.139e-02	5.640e-02	5.260e-02	5.984e-02	5.702e-02	5.313e-02	6.844e-02	5.856e-02	5.282e-02	6.713e-02
2.460e+04	5.057e-02	4.521e-02	5.789e-02	5.210e-02	4.252e-02	6.924e-02	5.850e-02	4.618e-02	7.139e-02	5.612e-02	5.260e-02	5.984e-02	5.702e-02	5.313e-02	6.844e-02	5.856e-02	5.282e-02	6.713e-02
2.470e+04	5.057e-02	4.521e-02	5.818e-02	5.152e-02	4.252e-02	6.924e-02	5.850e-02	4.618e-02	7.139e-02	5.612e-02	5.260e-02	5.983e-02	5.702e-02	5.313e-02	6.844e-02	5.805e-02	5.203e-02	6.713e-02
2.480e+04	5.093e-02	4.521e-02	5.818e-02	5.152e-02	4.336e-02	6.924e-02	5.850e-02	4.618e-02	7.039e-02	5.612e-02	5.260e-02	5.950e-02	5.702e-02	5.327e-02	6.844e-02	5.811e-02	5.231e-02	6.713e-02
2.490e+04	5.148e-02	4.521e-02	5.818e-02	5.130e-02	4.346e-02	6.924e-02	5.850e-02	4.627e-02	7.064e-02	5.596e-02	5.260e-02	5.955e-02	5.702e-02	5.305e-02	6.844e-02	5.811e-02	5.231e-02	6.713e-02
2.500e+04	5.148e-02	4.536e-02	5.818e-02	5.130e-02	4.346e-02	6.924e-02	5.850e-02	4.658e-02	7.064e-02	5.596e-02	5.260e-02	5.970e-02	5.702e-02	5.303e-02	6.844e-02	5.877e-02	5.203e-02	6.671e-02
2.510e+04	5.159e-02	4.536e-02	5.818e-02	5.130e-02	4.346e-02	6.924e-02	5.898e-02	4.672e-02	7.039e-02	5.596e-02	5.316e-02	5.970e-02	5.702e-02	5.303e-02	6.844e-02	5.877e-02	5.271e-02	6.750e-02
2.520e+04	5.196e-02	4.536e-02	5.818e-02	5.130e-02	4.346e-02	6.924e-02	5.898e-02	4.672e-02	7.039e-02	5.596e-02	5.169e-02	5.970e-02	5.702e-02	5.295e-02	6.844e-02	5.856e-02	5.288e-02	6.750e-02
2.530e+04	5.196e-02	4.536e-02	5.808e-02	5.119e-02	4.329e-02	6.924e-02	5.944e-02	4.672e-02	7.039e-02	5.544e-02	5.144e-02	5.970e-02	5.702e-02	5.320e-02	6.844e-02	5.841e-02	5.307e-02	6.701e-02
2.540e+04	5.196e-02	4.536e-02	5.876e-02	5.119e-02	4.329e-02	6.940e-02	5.944e-02	4.672e-02	7.056e-02	5.544e-02	5.144e-02	5.948e-02	5.767e-02	5.320e-02	6.863e-02	5.839e-02	5.307e-02	6.701e-02
2.550e+04	5.203e-02	4.594e-02	5.876e-02	5.112e-02	4.301e-02	6.940e-02	5.944e-02	4.672e-02	7.056e-02	5.526e-02	5.123e-02	5.948e-02	5.767e-02	5.320e-02	6.863e-02	5.839e-02	5.307e-02	6.681e-02
2.560e+04	5.169e-02	4.594e-02	5.876e-02	5.112e-02	4.301e-02	7.189e-02	5.944e-02	4.672e-02	7.056e-02	5.526e-02	5.136e-02	5.897e-02	5.767e-02	5.313e-02	6.863e-02	5.839e-02	5.312e-02	6.688e-02
2.570e+04	5.161e-02	4.623e-02	5.876e-02	5.112e-02	4.301e-02	7.189e-02	5.899e-02	4.672e-02	7.056e-02	5.526e-02	5.160e-02	5.897e-02	5.767e-02	5.313e-02	6.924e-02	5.839e-02	5.314e-02	6.688e-02
2.580e+04	5.187e-02	4.581e-02	5.887e-02	5.112e-02	4.239e-02	7.189e-02	5.928e-02	4.672e-02	7.100e-02	5.486e-02	5.160e-02	5.969e-02	5.767e-02	5.275e-02	6.924e-02	5.839e-02	5.314e-02	6.688e-02
2.590e+04	5.187e-02	4.581e-02	5.887e-02	5.112e-02	4.248e-02	7.166e-02	5.954e-02	4.681e-02	7.108e-02	5.481e-02	5.160e-02	6.042e-02	5.770e-02	5.307e-02	6.924e-02	5.896e-02	5.331e-02	6.677e-02
2.600e+04	5.187e-02	4.569e-02	5.829e-02	5.112e-02	4.214e-02	6.994e-02	5.954e-02	4.686e-02	7.108e-02	5.486e-02	5.265e-02	6.042e-02	5.665e-02	5.307e-02	6.924e-02	5.868e-02	5.370e-02	6.677e-02
2.610e+04	5.201e-02	4.569e-02	5.829e-02	5.090e-02	4.214e-02	6.994e-02	5.964e-02	4.681e-02	7.126e-02	5.486e-02	5.265e-02	6.047e-02	5.675e-02	5.307e-02	6.911e-02	5.868e-02	5.370e-02	6.677e-02
2.620e+04	5.134e-02	4.569e-02	5.829e-02	5.080e-02	4.214e-02	7.006e-02	5.964e-02	4.638e-02	7.095e-02	5.496e-02	5.236e-02	6.047e-02	5.585e-02	5.302e-02	6.911e-02	5.868e-02	5.390e-02	6.677e-02
2.630e+04	5.171e-02	4.569e-02	5.829e-02	5.080e-02	4.214e-02	7.017e-02	5.974e-02	4.638e-02	7.095e-02	5.496e-02	5.196e-02	6.081e-02	5.585e-02	5.302e-02	6.901e-02	5.868e-02	5.439e-02	6.677e-02
2.640e+04	5.171e-02	4.529e-02	5.829e-02	5.080e-02	4.214e-02	6.955e-02	5.975e-02	4.643e-02	7.108e-02	5.513e-02	5.196e-02	6.081e-02	5.620e-02	5.302e-02	6.919e-02	5.883e-02	5.450e-02	6.677e-02
2.650e+04	5.171e-02	4.529e-02	5.829e-02	5.080e-02	4.197e-02	6.955e-02	5.878e-02	4.566e-02	7.108e-02	5.496e-02	5.196e-02	6.081e-02	5.592e-02	5.296e-02	6.919e-02	5.868e-02	5.439e-02	6.662e-02
2.660e+04	5.138e-02	4.529e-02	5.829e-02	5.080e-02	4.166e-02	6.848e-02	5.916e-02	4.566e-02	7.137e-02	5.478e-02	5.196e-02	6.081e-02	5.625e-02	5.296e-02	6.972e-02	5.791e-02	5.329e-02	6.582e-02
2.670e+04	5.138e-02	4.529e-02	5.751e-02	5.080e-02	4.166e-02	6.535e-02	5.916e-02	4.566e-02	7.137e-02	5.480e-02	5.205e-02	6.081e-02	5.625e-02	5.296e-02	6.937e-02	5.791e-02	5.329e-02	6.582e-02
2.680e+04	5.125e-02	4.529e-02	5.751e-02	5.080e-02	4.155e-02	6.447e-02	5.916e-02	4.566e-02	7.131e-02	5.478e-02	5.159e-02	6.081e-02	5.625e-02	5.296e-02	6.937e-02	5.868e-02	5.387e-02	6.582e-02
2.690e+04	5.071e-02	4.529e-02	5.763e-02	5.143e-02	4.155e-02	6.447e-02	5.951e-02	4.566e-02	7.131e-02	5.478e-02	5.159e-02	6.081e-02	5.599e-02	5.171e-02	6.937e-02	5.868e-02	5.338e-02	6.406e-02
2.700e+04	5.059e-02	4.534e-02	5.763e-02	5.143e-02	4.192e-02	6.447e-02	5.951e-02	4.566e-02	7.131e-02	5.478e-02	5.141e-02	6.081e-02	5.599e-02	5.171e-02	6.937e-02	5.868e-02	5.338e-02	6.406e-02
2.710e+04	5.059e-02	4.534e-02	5.828e-02	5.143e-02	4.192e-02	6.447e-02	5.951e-02	4.566e-02	7.116e-02	5.543e-02	5.141e-02	6.081e-02	5.599e-02	5.171e-02	6.937e-02	5.868e-02	5.338e-02	6.406e-02
2.720e+04	5.059e-02	4.534e-02	5.828e-02	5.143e-02	4.192e-02	6.447e-02	5.814e-02	4.573e-02	7.116e-02	5.543e-02	5.141e-02	6.033e-02	5.599e-02	5.171e-02	6.928e-02	5.882e-02	5.338e-02	6.406e-02
2.730e+04	5.059e-02	4.534e-02	5.923e-02	5.149e-02	4.192e-02	6.447e-02	5.814e-02	4.573e-02	7.103e-02	5.496e-02	5.261e-02	6.033e-02	5.596e-02	5.171e-02	6.928e-02	5.882e-02	5.338e-02	6.406e-02
2.740e+04	5.053e-02	4.534e-02	5.923e-02	5.149e-02	4.161e-02	6.480e-02	5.840e-02	4.566e-02	7.103e-02	5.496e-02	5.190e-02	6.033e-02	5.620e-02	5.193e-02	6.928e-02	5.836e-02	5.338e-02	6.406e-02
2.750e+04	5.053e-02	4.500e-02	5.923e-02	5.119e-02	4.161e-02	6.480e-02	5.876e-02	4.566e-02	7.103e-02	5.544e-02	5.190e-02	6.033e-02	5.620e-02	5.188e-02	6.928e-02	5.799e-02	5.312e-02	6.104e-02
2.760e+04	5.032e-02	4.500e-02	5.923e-02	5.104e-02	4.161e-02	6.480e-02	5.954e-02	4.523e-02	7.100e-02	5.575e-02	5.190e-02	6.016e-02	5.699e-02	5.188e-02	6.928e-02	5.799e-02	5.312e-02	6.140e-02
2.770e+04	5.053e-02	4.500e-02	5.922e-02	5.119e-02	4.161e-02	6.480e-02	5.954e-02	4.523e-02	7.047e-02	5.575e-02	5.102e-02	5.960e-02	5.630e-02	5.193e-02	6.930e-02	5.800e-02	5.312e-02	6.140e-02
2.780e+04	5.018e-02	4.529e-02	5.922e-02	5.119e-02	4.113e-02	6.480e-02	5.965e-02	4.582e-02	7.047e-02	5.544e-02	5.102e-02	5.919e-02	5.663e-02	5.193e-02	6.895e-02	5.800e-02	5.327e-02	6.140e-02
2.790e+04	5.032e-02	4.529e-02	5.922e-02	4.888e-02	4.113e-02	6.489e-02	5.965e-02	4.643e-02	7.062e-02	5.544e-02	5.098e-02	5.919e-02	5.703e-02	5.193e-02	6.895e-02	5.799e-02	5.327e-02	6.140e-02
2.800e+04	5.026e-02	4.529e-02	5.922e-02	4.888e-02	4.113e-02	6.489e-02	5.985e-02	4.643e-02	7.062e-02	5.544e-02	5.266e-02	5.919e-02	5.703e-02	5.193e-02	6.867e-02	5.756e-02	5.371e-02	6.068e-02
2.810e+04	5.053e-02	4.529e-02	5.959e-02	4.856e-02	4.135e-02	6.489e-02	5.757e-02	4.663e-02	7.062e-02	5.544e-02	5.193e-02	5.994e-02	5.703e-02	5.166e-02	6.899e-02	5.756e-02	5.371e-02	6.068e-02
