n.evals.q.1.0.	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist.max
2.640e+04	3.463e-02	1.668e-02	1.230e-01	4.008e-02	2.603e-02	7.686e-02	7.176e-02	3.725e-02	9.528e-02	1.631e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.308e-02	7.010e-03	1.720e-02
2.650e+04	3.463e-02	1.668e-02	1.230e-01	4.008e-02	2.603e-02	7.686e-02	7.176e-02	3.725e-02	9.528e-02	1.631e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.308e-02	7.010e-03	1.720e-02
2.660e+04	3.463e-02	1.668e-02	1.230e-01	4.008e-02	2.603e-02	7.089e-02	7.176e-02	3.620e-02	9.528e-02	1.631e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.670e+04	3.463e-02	1.668e-02	1.230e-01	4.008e-02	2.603e-02	7.089e-02	7.176e-02	3.620e-02	9.528e-02	1.631e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.680e+04	3.463e-02	1.668e-02	1.230e-01	4.008e-02	2.603e-02	7.089e-02	7.176e-02	3.620e-02	9.528e-02	1.631e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.690e+04	3.463e-02	1.668e-02	1.075e-01	3.370e-02	2.536e-02	6.183e-02	6.914e-02	3.620e-02	9.528e-02	1.631e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.700e+04	3.463e-02	1.668e-02	1.075e-01	3.370e-02	2.536e-02	6.183e-02	6.914e-02	3.620e-02	9.528e-02	1.631e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.710e+04	3.463e-02	1.668e-02	1.075e-01	3.307e-02	2.247e-02	6.183e-02	6.914e-02	3.620e-02	9.528e-02	1.631e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.720e+04	3.463e-02	1.668e-02	1.075e-01	3.307e-02	2.247e-02	6.183e-02	6.914e-02	3.620e-02	9.528e-02	1.631e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.730e+04	3.463e-02	1.668e-02	1.075e-01	3.307e-02	2.247e-02	6.183e-02	6.914e-02	3.620e-02	9.528e-02	1.631e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.740e+04	3.424e-02	1.668e-02	1.075e-01	3.307e-02	2.247e-02	6.183e-02	6.914e-02	3.620e-02	9.528e-02	1.631e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.750e+04	3.424e-02	1.668e-02	9.668e-02	3.307e-02	2.247e-02	6.183e-02	6.243e-02	3.585e-02	8.645e-02	1.631e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.760e+04	3.424e-02	1.668e-02	9.668e-02	3.307e-02	2.247e-02	6.183e-02	6.243e-02	3.585e-02	8.645e-02	1.561e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.770e+04	3.424e-02	1.668e-02	9.668e-02	3.307e-02	2.247e-02	6.183e-02	6.243e-02	3.585e-02	8.645e-02	1.561e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.780e+04	3.424e-02	1.668e-02	9.668e-02	3.307e-02	2.247e-02	6.183e-02	6.243e-02	3.585e-02	8.645e-02	1.561e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.790e+04	3.424e-02	1.668e-02	9.483e-02	3.307e-02	2.247e-02	6.183e-02	6.243e-02	3.585e-02	8.645e-02	1.561e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.800e+04	3.424e-02	1.668e-02	9.483e-02	3.003e-02	2.007e-02	6.048e-02	6.243e-02	3.585e-02	8.645e-02	1.561e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.810e+04	3.424e-02	1.668e-02	9.483e-02	3.003e-02	2.007e-02	6.048e-02	6.243e-02	3.585e-02	8.645e-02	1.561e-02	9.174e-03	2.244e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.820e+04	3.424e-02	1.668e-02	9.483e-02	3.003e-02	2.007e-02	6.048e-02	6.243e-02	3.585e-02	8.645e-02	1.333e-02	9.174e-03	2.025e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.830e+04	3.424e-02	1.668e-02	9.483e-02	3.003e-02	1.955e-02	6.048e-02	6.243e-02	3.585e-02	8.645e-02	1.333e-02	9.174e-03	2.025e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.840e+04	3.424e-02	1.668e-02	9.483e-02	3.003e-02	1.955e-02	6.048e-02	6.243e-02	2.019e-02	8.645e-02	1.333e-02	7.947e-03	2.025e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.850e+04	3.424e-02	1.668e-02	9.483e-02	3.003e-02	1.955e-02	6.048e-02	6.243e-02	2.019e-02	8.645e-02	1.333e-02	7.947e-03	2.025e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.860e+04	3.424e-02	1.668e-02	9.483e-02	3.003e-02	1.955e-02	6.048e-02	4.524e-02	2.019e-02	7.572e-02	1.333e-02	7.947e-03	2.025e-02	9.778e-03	4.060e-03	1.452e-02	1.294e-02	6.921e-03	1.720e-02
2.870e+04	3.424e-02	1.668e-02	9.483e-02	3.003e-02	1.955e-02	6.048e-02	4.524e-02	2.019e-02	7.572e-02	1.329e-02	7.947e-03	1.894e-02	9.778e-03	4.060e-03	1.393e-02	1.294e-02	6.921e-03	1.720e-02
2.880e+04	3.424e-02	1.668e-02	9.483e-02	3.003e-02	1.955e-02	6.048e-02	4.524e-02	2.019e-02	7.572e-02	1.329e-02	7.947e-03	1.894e-02	9.778e-03	4.060e-03	1.393e-02	1.294e-02	6.921e-03	1.598e-02
2.890e+04	3.352e-02	1.668e-02	9.483e-02	3.003e-02	1.955e-02	6.048e-02	4.524e-02	2.019e-02	7.572e-02	1.329e-02	7.947e-03	1.894e-02	9.778e-03	4.060e-03	1.393e-02	1.294e-02	6.921e-03	1.598e-02
2.900e+04	3.352e-02	1.668e-02	9.483e-02	3.003e-02	1.955e-02	6.048e-02	4.524e-02	2.019e-02	7.572e-02	1.329e-02	7.947e-03	1.894e-02	9.778e-03	4.060e-03	1.393e-02	1.294e-02	6.921e-03	1.598e-02
2.910e+04	3.352e-02	1.668e-02	9.483e-02	3.003e-02	1.955e-02	6.048e-02	4.339e-02	2.019e-02	7.572e-02	1.298e-02	7.346e-03	1.840e-02	9.778e-03	4.060e-03	1.393e-02	1.294e-02	6.921e-03	1.598e-02
2.920e+04	3.352e-02	1.668e-02	9.483e-02	3.003e-02	1.955e-02	6.048e-02	4.339e-02	2.019e-02	7.572e-02	1.298e-02	7.346e-03	1.840e-02	9.778e-03	4.060e-03	1.393e-02	1.294e-02	6.921e-03	1.598e-02
2.930e+04	3.352e-02	1.668e-02	9.483e-02	3.003e-02	1.955e-02	6.048e-02	4.339e-02	2.019e-02	7.572e-02	1.298e-02	7.346e-03	1.840e-02	9.778e-03	4.060e-03	1.393e-02	1.294e-02	6.921e-03	1.598e-02
2.940e+04	3.352e-02	1.668e-02	7.211e-02	3.003e-02	1.955e-02	6.048e-02	4.339e-02	2.019e-02	7.572e-02	1.298e-02	7.346e-03	1.840e-02	9.778e-03	4.060e-03	1.393e-02	1.294e-02	6.921e-03	1.598e-02
2.950e+04	2.941e-02	1.668e-02	6.595e-02	3.003e-02	1.955e-02	6.048e-02	4.339e-02	2.019e-02	7.572e-02	1.298e-02	7.346e-03	1.840e-02	9.778e-03	4.060e-03	1.393e-02	1.294e-02	6.921e-03	1.598e-02
2.960e+04	2.858e-02	1.563e-02	6.595e-02	3.003e-02	1.955e-02	6.048e-02	4.339e-02	2.019e-02	7.572e-02	1.298e-02	7.346e-03	1.840e-02	9.778e-03	4.060e-03	1.393e-02	1.294e-02	6.921e-03	1.598e-02
2.970e+04	2.858e-02	1.563e-02	6.595e-02	3.003e-02	1.955e-02	6.048e-02	4.339e-02	2.019e-02	7.572e-02	1.239e-02	7.321e-03	1.790e-02	9.778e-03	4.060e-03	1.393e-02	1.294e-02	6.921e-03	1.598e-02
2.980e+04	2.858e-02	1.563e-02	6.595e-02	3.003e-02	1.955e-02	6.048e-02	4.339e-02	2.019e-02	7.572e-02	1.239e-02	7.321e-03	1.790e-02	9.778e-03	4.060e-03	1.393e-02	1.294e-02	6.921e-03	1.598e-02
2.990e+04	2.642e-02	1.339e-02	6.595e-02	3.003e-02	1.955e-02	6.048e-02	4.339e-02	2.019e-02	7.572e-02	1.239e-02	7.321e-03	1.790e-02	9.778e-03	4.060e-03	1.393e-02	1.021e-02	6.921e-03	1.598e-02
3.000e+04	2.642e-02	1.339e-02	6.595e-02	2.901e-02	1.955e-02	5.979e-02	4.339e-02	2.019e-02	7.572e-02	1.239e-02	7.321e-03	1.790e-02	9.778e-03	4.060e-03	1.393e-02	9.617e-03	6.491e-03	1.593e-02
3.010e+04	2.642e-02	1.339e-02	6.595e-02	2.901e-02	1.955e-02	5.979e-02	4.339e-02	2.019e-02	7.572e-02	1.239e-02	7.321e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.617e-03	6.491e-03	1.593e-02
3.020e+04	2.642e-02	1.339e-02	6.595e-02	2.901e-02	1.955e-02	5.979e-02	4.339e-02	2.019e-02	7.572e-02	1.239e-02	7.321e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.617e-03	6.491e-03	1.593e-02
3.030e+04	2.642e-02	1.339e-02	6.595e-02	2.901e-02	1.955e-02	5.979e-02	4.339e-02	2.019e-02	7.572e-02	1.239e-02	7.321e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.617e-03	6.491e-03	1.593e-02
3.040e+04	2.642e-02	1.339e-02	6.595e-02	2.901e-02	1.955e-02	5.979e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.321e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.617e-03	6.491e-03	1.593e-02
3.050e+04	2.642e-02	1.339e-02	6.595e-02	2.901e-02	1.955e-02	5.077e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.321e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.617e-03	6.491e-03	1.593e-02
3.060e+04	2.642e-02	1.339e-02	6.595e-02	2.901e-02	1.955e-02	5.077e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.321e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.617e-03	6.491e-03	1.593e-02
3.070e+04	2.642e-02	1.339e-02	6.595e-02	2.901e-02	1.955e-02	5.077e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.321e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.617e-03	6.491e-03	1.593e-02
3.080e+04	2.642e-02	1.339e-02	6.595e-02	2.901e-02	1.955e-02	5.077e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.321e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.617e-03	6.491e-03	1.593e-02
3.090e+04	2.642e-02	1.339e-02	6.595e-02	2.901e-02	1.955e-02	5.077e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.321e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.617e-03	6.491e-03	1.593e-02
3.100e+04	2.522e-02	1.339e-02	6.595e-02	2.901e-02	1.955e-02	5.077e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.321e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.617e-03	6.491e-03	1.593e-02
3.110e+04	2.522e-02	1.339e-02	6.595e-02	2.901e-02	1.955e-02	5.077e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.617e-03	6.491e-03	1.593e-02
3.120e+04	2.522e-02	1.339e-02	6.595e-02	2.901e-02	1.955e-02	5.077e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.130e+04	2.522e-02	1.339e-02	6.595e-02	2.901e-02	1.955e-02	5.077e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.140e+04	2.522e-02	1.339e-02	6.595e-02	2.901e-02	1.955e-02	5.077e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.150e+04	2.522e-02	1.339e-02	6.595e-02	2.901e-02	1.955e-02	5.077e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.160e+04	2.522e-02	1.339e-02	6.595e-02	2.901e-02	1.955e-02	4.829e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.170e+04	2.522e-02	1.339e-02	6.595e-02	2.901e-02	1.915e-02	4.829e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.180e+04	2.522e-02	1.339e-02	6.595e-02	2.901e-02	1.915e-02	4.829e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.190e+04	2.522e-02	1.339e-02	6.595e-02	2.901e-02	1.915e-02	4.829e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.200e+04	2.522e-02	1.339e-02	6.595e-02	2.809e-02	1.915e-02	4.829e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.210e+04	2.353e-02	1.188e-02	6.595e-02	2.809e-02	1.915e-02	4.829e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.994e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.220e+04	2.353e-02	1.188e-02	6.595e-02	2.809e-02	1.915e-02	4.829e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.823e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.230e+04	2.353e-02	1.188e-02	6.595e-02	2.809e-02	1.915e-02	4.829e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.823e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.240e+04	2.353e-02	1.188e-02	6.595e-02	2.809e-02	1.915e-02	4.829e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.823e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.250e+04	2.353e-02	1.188e-02	6.382e-02	2.809e-02	1.915e-02	4.829e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.823e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.260e+04	2.353e-02	1.188e-02	6.382e-02	2.809e-02	1.799e-02	4.829e-02	4.321e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.823e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.270e+04	2.353e-02	1.188e-02	6.382e-02	2.809e-02	1.799e-02	4.829e-02	4.064e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.823e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.280e+04	2.353e-02	1.188e-02	6.382e-02	2.809e-02	1.799e-02	4.829e-02	4.064e-02	2.019e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.823e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.290e+04	2.353e-02	1.188e-02	6.382e-02	2.809e-02	1.799e-02	4.829e-02	4.064e-02	1.697e-02	7.572e-02	1.239e-02	7.318e-03	1.790e-02	9.501e-03	3.823e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.300e+04	2.353e-02	1.188e-02	6.382e-02	2.809e-02	1.799e-02	4.829e-02	4.064e-02	1.497e-02	7.572e-02	1.024e-02	7.318e-03	1.790e-02	9.501e-03	3.823e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.310e+04	2.149e-02	1.167e-02	6.382e-02	2.809e-02	1.799e-02	4.829e-02	4.064e-02	1.497e-02	7.572e-02	1.024e-02	7.318e-03	1.704e-02	9.501e-03	3.823e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.320e+04	2.149e-02	1.062e-02	6.382e-02	2.809e-02	1.799e-02	4.829e-02	4.064e-02	1.497e-02	7.572e-02	1.024e-02	7.318e-03	1.704e-02	9.501e-03	3.823e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.330e+04	2.149e-02	1.062e-02	6.382e-02	2.809e-02	1.799e-02	4.829e-02	4.064e-02	1.497e-02	7.572e-02	1.024e-02	7.318e-03	1.704e-02	9.501e-03	3.823e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.340e+04	2.149e-02	1.062e-02	6.382e-02	2.809e-02	1.799e-02	4.829e-02	4.064e-02	1.497e-02	7.572e-02	1.024e-02	7.318e-03	1.704e-02	9.501e-03	3.823e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.350e+04	2.149e-02	1.062e-02	6.382e-02	2.809e-02	1.799e-02	4.829e-02	4.064e-02	1.497e-02	7.572e-02	9.802e-03	6.479e-03	1.704e-02	9.501e-03	3.823e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.360e+04	2.149e-02	1.062e-02	6.382e-02	2.626e-02	1.799e-02	4.829e-02	4.064e-02	1.497e-02	7.572e-02	9.802e-03	6.479e-03	1.704e-02	9.501e-03	3.823e-03	1.251e-02	9.290e-03	6.491e-03	1.573e-02
3.370e+04	2.149e-02	1.062e-02	6.382e-02	2.626e-02	1.799e-02	4.829e-02	3.585e-02	1.497e-02	7.545e-02	9.802e-03	6.479e-03	1.704e-02	9.501e-03	3.823e-03	1.251e-02	8.670e-03	6.491e-03	1.483e-02
3.380e+04	2.149e-02	1.062e-02	6.382e-02	2.626e-02	1.799e-02	4.829e-02	3.585e-02	1.497e-02	7.545e-02	9.802e-03	6.479e-03	1.704e-02	9.501e-03	3.823e-03	1.217e-02	8.670e-03	6.491e-03	1.483e-02
3.390e+04	2.149e-02	1.062e-02	6.382e-02	2.626e-02	1.799e-02	4.829e-02	3.585e-02	1.497e-02	7.545e-02	9.802e-03	6.479e-03	1.704e-02	9.501e-03	3.823e-03	1.217e-02	8.670e-03	6.491e-03	1.483e-02
3.400e+04	2.149e-02	1.062e-02	6.382e-02	2.626e-02	1.799e-02	4.829e-02	3.585e-02	1.497e-02	7.545e-02	9.802e-03	6.479e-03	1.704e-02	7.955e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.483e-02
3.410e+04	2.149e-02	1.062e-02	6.382e-02	2.626e-02	1.785e-02	4.829e-02	3.585e-02	1.497e-02	7.545e-02	9.802e-03	6.479e-03	1.704e-02	7.955e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.483e-02
3.420e+04	2.149e-02	1.062e-02	6.382e-02	2.626e-02	1.785e-02	4.829e-02	3.585e-02	1.497e-02	7.545e-02	9.802e-03	6.479e-03	1.704e-02	7.955e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.483e-02
3.430e+04	2.149e-02	1.062e-02	5.545e-02	2.536e-02	1.785e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	9.802e-03	6.479e-03	1.704e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.483e-02
3.440e+04	1.719e-02	1.004e-02	4.700e-02	2.536e-02	1.785e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	9.802e-03	6.479e-03	1.704e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.483e-02
3.450e+04	1.719e-02	1.004e-02	4.288e-02	2.536e-02	1.785e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	9.802e-03	6.479e-03	1.635e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.483e-02
3.460e+04	1.719e-02	1.004e-02	4.288e-02	2.536e-02	1.613e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	9.802e-03	6.479e-03	1.635e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.483e-02
3.470e+04	1.719e-02	1.004e-02	4.288e-02	2.536e-02	1.613e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	9.802e-03	6.479e-03	1.635e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.483e-02
3.480e+04	1.719e-02	1.004e-02	4.288e-02	2.536e-02	1.613e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	9.655e-03	6.479e-03	1.615e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.483e-02
3.490e+04	1.719e-02	1.004e-02	4.288e-02	2.536e-02	1.613e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	8.962e-03	6.470e-03	1.357e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.483e-02
3.500e+04	1.719e-02	1.004e-02	4.288e-02	2.536e-02	1.613e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	8.962e-03	6.470e-03	1.357e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.483e-02
3.510e+04	1.719e-02	1.004e-02	4.288e-02	2.536e-02	1.613e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	8.334e-03	6.470e-03	1.333e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.350e-02
3.520e+04	1.719e-02	1.004e-02	4.288e-02	2.536e-02	1.613e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	8.334e-03	6.470e-03	1.333e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.350e-02
3.530e+04	1.691e-02	1.004e-02	4.288e-02	2.536e-02	1.613e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	8.334e-03	6.470e-03	1.333e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.350e-02
3.540e+04	1.691e-02	1.004e-02	4.288e-02	2.536e-02	1.613e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	8.334e-03	6.470e-03	1.333e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.350e-02
3.550e+04	1.691e-02	1.004e-02	4.288e-02	2.536e-02	1.613e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	8.334e-03	6.470e-03	1.333e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.308e-02
3.560e+04	1.691e-02	1.004e-02	4.288e-02	2.536e-02	1.613e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	8.334e-03	6.470e-03	1.333e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.308e-02
3.570e+04	1.691e-02	8.502e-03	4.288e-02	2.536e-02	1.613e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	8.334e-03	6.470e-03	1.333e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.308e-02
3.580e+04	1.691e-02	8.502e-03	4.288e-02	2.536e-02	1.613e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	8.334e-03	6.470e-03	1.333e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.308e-02
3.590e+04	1.691e-02	8.502e-03	4.288e-02	2.536e-02	1.613e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	8.334e-03	6.470e-03	1.333e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.308e-02
3.600e+04	1.691e-02	8.502e-03	4.288e-02	2.536e-02	1.613e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	8.334e-03	6.470e-03	1.333e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.308e-02
3.610e+04	1.691e-02	8.502e-03	4.288e-02	2.536e-02	1.613e-02	4.439e-02	3.585e-02	1.497e-02	7.545e-02	8.334e-03	6.470e-03	1.333e-02	7.853e-03	3.757e-03	1.159e-02	8.670e-03	6.491e-03	1.308e-02
