n.evals.q.1.0.	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd.max
1.700e+04	5.628e-02	4.839e-02	6.470e-02	5.724e-02	4.825e-02	6.601e-02	6.338e-02	5.685e-02	8.011e-02	6.142e-02	5.603e-02	6.540e-02	6.801e-02	5.942e-02	7.339e-02	6.219e-02	5.816e-02	7.205e-02
1.710e+04	5.628e-02	4.839e-02	6.475e-02	5.731e-02	4.825e-02	6.601e-02	6.355e-02	5.685e-02	8.011e-02	6.176e-02	5.603e-02	6.588e-02	6.730e-02	5.927e-02	7.331e-02	6.233e-02	5.752e-02	7.221e-02
1.720e+04	5.628e-02	4.839e-02	6.475e-02	5.763e-02	4.825e-02	6.529e-02	6.329e-02	5.629e-02	8.011e-02	6.176e-02	5.603e-02	6.604e-02	6.726e-02	5.942e-02	7.331e-02	6.207e-02	5.746e-02	7.221e-02
1.730e+04	5.628e-02	4.855e-02	6.475e-02	5.784e-02	4.825e-02	6.529e-02	6.329e-02	5.642e-02	8.011e-02	6.153e-02	5.603e-02	6.588e-02	6.766e-02	5.940e-02	7.412e-02	6.207e-02	5.746e-02	7.221e-02
1.740e+04	5.628e-02	4.855e-02	6.475e-02	5.784e-02	4.825e-02	6.479e-02	6.329e-02	5.642e-02	8.011e-02	6.153e-02	5.638e-02	6.541e-02	6.765e-02	5.902e-02	7.412e-02	6.207e-02	5.751e-02	7.202e-02
1.750e+04	5.577e-02	4.798e-02	6.457e-02	5.784e-02	4.825e-02	6.549e-02	6.266e-02	5.563e-02	8.138e-02	6.153e-02	5.677e-02	6.541e-02	6.752e-02	5.997e-02	7.412e-02	6.207e-02	5.751e-02	7.202e-02
1.760e+04	5.577e-02	4.797e-02	6.437e-02	5.784e-02	4.764e-02	6.551e-02	6.329e-02	5.583e-02	8.097e-02	6.153e-02	5.677e-02	6.541e-02	6.752e-02	5.979e-02	7.466e-02	6.207e-02	5.716e-02	7.187e-02
1.770e+04	5.577e-02	4.784e-02	6.437e-02	5.784e-02	4.764e-02	6.543e-02	6.329e-02	5.670e-02	8.056e-02	6.166e-02	5.677e-02	6.479e-02	6.765e-02	5.997e-02	7.438e-02	6.139e-02	5.728e-02	7.187e-02
1.780e+04	5.680e-02	4.725e-02	6.437e-02	5.766e-02	4.765e-02	6.506e-02	6.329e-02	5.697e-02	8.056e-02	6.162e-02	5.677e-02	6.479e-02	6.713e-02	6.020e-02	7.460e-02	6.102e-02	5.728e-02	7.187e-02
1.790e+04	5.680e-02	4.725e-02	6.476e-02	5.766e-02	4.765e-02	6.506e-02	6.307e-02	5.697e-02	8.014e-02	6.162e-02	5.667e-02	6.524e-02	6.711e-02	5.986e-02	7.408e-02	6.118e-02	5.760e-02	7.202e-02
1.800e+04	5.603e-02	4.748e-02	6.476e-02	5.568e-02	4.765e-02	6.506e-02	6.307e-02	5.697e-02	7.994e-02	6.126e-02	5.668e-02	6.524e-02	6.711e-02	5.986e-02	7.408e-02	6.118e-02	5.716e-02	7.241e-02
1.810e+04	5.601e-02	4.710e-02	6.436e-02	5.716e-02	4.765e-02	6.515e-02	6.307e-02	5.695e-02	7.994e-02	6.126e-02	5.672e-02	6.524e-02	6.738e-02	5.980e-02	7.408e-02	6.118e-02	5.716e-02	7.248e-02
1.820e+04	5.601e-02	4.681e-02	6.433e-02	5.708e-02	4.765e-02	6.525e-02	6.226e-02	5.695e-02	7.994e-02	6.126e-02	5.672e-02	6.531e-02	6.738e-02	5.975e-02	7.470e-02	6.118e-02	5.729e-02	7.248e-02
1.830e+04	5.715e-02	4.681e-02	6.416e-02	5.736e-02	4.765e-02	6.620e-02	6.123e-02	5.755e-02	7.994e-02	6.112e-02	5.672e-02	6.642e-02	6.738e-02	5.975e-02	7.232e-02	6.118e-02	5.729e-02	7.248e-02
1.840e+04	5.713e-02	4.681e-02	6.380e-02	5.739e-02	4.730e-02	6.620e-02	6.048e-02	5.622e-02	7.994e-02	6.112e-02	5.672e-02	6.587e-02	6.738e-02	5.950e-02	7.224e-02	6.118e-02	5.763e-02	7.248e-02
1.850e+04	5.624e-02	4.677e-02	6.346e-02	5.739e-02	4.730e-02	6.620e-02	6.048e-02	5.753e-02	8.044e-02	6.112e-02	5.672e-02	6.588e-02	6.738e-02	5.975e-02	7.296e-02	6.080e-02	5.678e-02	7.221e-02
1.860e+04	5.624e-02	4.768e-02	6.346e-02	5.739e-02	4.730e-02	6.627e-02	6.090e-02	5.753e-02	8.044e-02	6.112e-02	5.710e-02	6.695e-02	6.723e-02	5.975e-02	7.434e-02	6.080e-02	5.653e-02	7.221e-02
1.870e+04	5.591e-02	4.768e-02	6.346e-02	5.763e-02	4.730e-02	6.627e-02	6.120e-02	5.688e-02	8.080e-02	6.114e-02	5.710e-02	6.747e-02	6.631e-02	6.013e-02	7.441e-02	6.080e-02	5.627e-02	7.228e-02
1.880e+04	5.624e-02	4.768e-02	6.332e-02	5.763e-02	4.730e-02	6.604e-02	6.167e-02	5.702e-02	8.155e-02	6.089e-02	5.763e-02	6.747e-02	6.559e-02	5.944e-02	7.441e-02	6.080e-02	5.627e-02	7.335e-02
1.890e+04	5.770e-02	4.674e-02	6.338e-02	5.763e-02	4.730e-02	6.518e-02	6.167e-02	5.688e-02	8.155e-02	6.089e-02	5.788e-02	6.747e-02	6.591e-02	5.944e-02	7.419e-02	6.080e-02	5.627e-02	7.352e-02
1.900e+04	5.770e-02	4.674e-02	6.382e-02	5.763e-02	4.730e-02	6.518e-02	6.167e-02	5.688e-02	8.227e-02	6.089e-02	5.678e-02	6.769e-02	6.591e-02	5.923e-02	7.388e-02	6.085e-02	5.627e-02	7.352e-02
1.910e+04	5.718e-02	4.674e-02	6.382e-02	5.763e-02	4.730e-02	6.518e-02	6.167e-02	5.688e-02	8.227e-02	6.089e-02	5.678e-02	6.781e-02	6.595e-02	5.882e-02	7.388e-02	6.098e-02	5.608e-02	7.352e-02
1.920e+04	5.718e-02	4.674e-02	6.360e-02	5.731e-02	4.730e-02	6.518e-02	6.014e-02	5.724e-02	8.257e-02	6.089e-02	5.695e-02	6.781e-02	6.602e-02	5.882e-02	7.179e-02	6.098e-02	5.632e-02	7.320e-02
1.930e+04	5.718e-02	4.674e-02	6.360e-02	5.699e-02	4.730e-02	6.518e-02	6.026e-02	5.724e-02	8.281e-02	6.089e-02	5.710e-02	6.766e-02	6.622e-02	5.882e-02	7.179e-02	6.098e-02	5.638e-02	7.286e-02
1.940e+04	5.718e-02	4.623e-02	6.360e-02	5.672e-02	4.669e-02	6.518e-02	6.026e-02	5.724e-02	8.212e-02	6.041e-02	5.784e-02	6.745e-02	6.622e-02	5.882e-02	7.184e-02	6.098e-02	5.705e-02	7.235e-02
1.950e+04	5.718e-02	4.578e-02	6.321e-02	5.690e-02	4.669e-02	6.442e-02	6.026e-02	5.724e-02	8.171e-02	6.041e-02	5.784e-02	6.731e-02	6.542e-02	5.882e-02	7.125e-02	6.098e-02	5.674e-02	7.235e-02
1.960e+04	5.718e-02	4.571e-02	6.417e-02	5.690e-02	4.669e-02	6.442e-02	6.026e-02	5.681e-02	8.175e-02	6.041e-02	5.819e-02	6.670e-02	6.542e-02	5.882e-02	7.125e-02	6.098e-02	5.674e-02	7.235e-02
1.970e+04	5.717e-02	4.567e-02	6.379e-02	5.680e-02	4.623e-02	6.442e-02	6.039e-02	5.706e-02	8.175e-02	6.041e-02	5.751e-02	6.670e-02	6.568e-02	5.881e-02	7.125e-02	6.100e-02	5.669e-02	7.235e-02
1.980e+04	5.668e-02	4.567e-02	6.379e-02	5.634e-02	4.623e-02	6.442e-02	6.039e-02	5.706e-02	8.214e-02	6.071e-02	5.751e-02	6.670e-02	6.537e-02	5.976e-02	7.095e-02	6.157e-02	5.714e-02	7.260e-02
1.990e+04	5.668e-02	4.567e-02	6.379e-02	5.634e-02	4.553e-02	6.442e-02	6.101e-02	5.653e-02	8.219e-02	6.071e-02	5.767e-02	6.670e-02	6.559e-02	5.925e-02	7.179e-02	6.167e-02	5.714e-02	7.260e-02
2.000e+04	5.668e-02	4.726e-02	6.360e-02	5.634e-02	4.553e-02	6.442e-02	6.057e-02	5.638e-02	8.219e-02	6.081e-02	5.767e-02	6.667e-02	6.577e-02	5.925e-02	7.179e-02	6.167e-02	5.714e-02	7.267e-02
2.010e+04	5.668e-02	4.726e-02	6.360e-02	5.634e-02	4.553e-02	6.453e-02	6.098e-02	5.601e-02	8.214e-02	6.081e-02	5.767e-02	6.667e-02	6.577e-02	5.925e-02	7.141e-02	6.193e-02	5.714e-02	7.258e-02
2.020e+04	5.587e-02	4.726e-02	6.360e-02	5.601e-02	4.555e-02	6.453e-02	6.098e-02	5.624e-02	8.214e-02	6.151e-02	5.845e-02	6.642e-02	6.594e-02	5.994e-02	7.142e-02	6.193e-02	5.714e-02	7.309e-02
2.030e+04	5.587e-02	4.714e-02	6.360e-02	5.566e-02	4.524e-02	6.453e-02	6.098e-02	5.624e-02	8.214e-02	6.151e-02	5.788e-02	6.577e-02	6.573e-02	5.998e-02	7.142e-02	6.193e-02	5.714e-02	7.309e-02
2.040e+04	5.587e-02	4.715e-02	6.356e-02	5.571e-02	4.524e-02	6.493e-02	6.195e-02	5.636e-02	8.225e-02	6.151e-02	5.788e-02	6.577e-02	6.573e-02	5.998e-02	7.126e-02	6.207e-02	5.714e-02	7.284e-02
2.050e+04	5.587e-02	4.728e-02	6.356e-02	5.595e-02	4.541e-02	6.493e-02	6.195e-02	5.575e-02	8.214e-02	6.151e-02	5.772e-02	6.612e-02	6.573e-02	6.012e-02	7.123e-02	6.216e-02	5.726e-02	7.309e-02
2.060e+04	5.654e-02	4.728e-02	6.322e-02	5.587e-02	4.598e-02	6.493e-02	6.157e-02	5.650e-02	8.185e-02	6.151e-02	5.772e-02	6.612e-02	6.543e-02	6.018e-02	7.123e-02	6.216e-02	5.672e-02	7.309e-02
2.070e+04	5.718e-02	4.778e-02	6.322e-02	5.587e-02	4.598e-02	6.452e-02	6.157e-02	5.650e-02	8.205e-02	6.151e-02	5.772e-02	6.685e-02	6.534e-02	5.973e-02	7.131e-02	6.274e-02	5.672e-02	7.309e-02
2.080e+04	5.718e-02	4.778e-02	6.322e-02	5.588e-02	4.593e-02	6.452e-02	6.189e-02	5.571e-02	8.266e-02	6.100e-02	5.772e-02	6.612e-02	6.543e-02	5.964e-02	7.131e-02	6.274e-02	5.672e-02	7.309e-02
2.090e+04	5.704e-02	4.764e-02	6.293e-02	5.588e-02	4.566e-02	6.513e-02	6.162e-02	5.571e-02	8.266e-02	6.100e-02	5.772e-02	6.684e-02	6.543e-02	5.990e-02	7.208e-02	6.326e-02	5.672e-02	7.291e-02
2.100e+04	5.612e-02	4.612e-02	6.293e-02	5.609e-02	4.566e-02	6.513e-02	6.162e-02	5.600e-02	8.243e-02	6.100e-02	5.764e-02	6.685e-02	6.642e-02	5.990e-02	7.208e-02	6.326e-02	5.600e-02	7.291e-02
2.110e+04	5.653e-02	4.612e-02	6.293e-02	5.617e-02	4.566e-02	6.525e-02	6.162e-02	5.653e-02	8.243e-02	6.100e-02	5.764e-02	6.708e-02	6.642e-02	5.995e-02	7.208e-02	6.365e-02	5.600e-02	7.291e-02
2.120e+04	5.613e-02	4.601e-02	6.304e-02	5.653e-02	4.569e-02	6.525e-02	6.162e-02	5.656e-02	8.238e-02	6.100e-02	5.764e-02	6.752e-02	6.643e-02	5.995e-02	7.208e-02	6.336e-02	5.600e-02	7.291e-02
2.130e+04	5.613e-02	4.601e-02	6.304e-02	5.653e-02	4.569e-02	6.525e-02	6.162e-02	5.653e-02	8.261e-02	6.100e-02	5.772e-02	6.779e-02	6.673e-02	5.995e-02	7.044e-02	6.336e-02	5.600e-02	7.258e-02
2.140e+04	5.613e-02	4.601e-02	6.304e-02	5.653e-02	4.572e-02	6.525e-02	6.174e-02	5.653e-02	8.261e-02	6.097e-02	5.772e-02	6.790e-02	6.673e-02	6.012e-02	7.115e-02	6.377e-02	5.600e-02	7.258e-02
2.150e+04	5.617e-02	4.601e-02	6.304e-02	5.653e-02	4.610e-02	6.525e-02	6.174e-02	5.595e-02	8.266e-02	6.097e-02	5.772e-02	6.790e-02	6.627e-02	6.012e-02	7.115e-02	6.334e-02	5.600e-02	7.258e-02
2.160e+04	5.617e-02	4.586e-02	6.358e-02	5.653e-02	4.610e-02	6.525e-02	6.128e-02	5.587e-02	8.266e-02	6.097e-02	5.772e-02	6.790e-02	6.573e-02	6.012e-02	7.104e-02	6.330e-02	5.604e-02	7.228e-02
2.170e+04	5.617e-02	4.592e-02	6.358e-02	5.595e-02	4.643e-02	6.525e-02	6.174e-02	5.587e-02	8.250e-02	6.097e-02	5.776e-02	6.748e-02	6.573e-02	6.012e-02	7.104e-02	6.330e-02	5.565e-02	7.228e-02
2.180e+04	5.445e-02	4.592e-02	6.305e-02	5.595e-02	4.643e-02	6.525e-02	6.174e-02	5.568e-02	8.250e-02	6.223e-02	5.776e-02	6.812e-02	6.460e-02	5.944e-02	6.904e-02	6.330e-02	5.621e-02	7.248e-02
2.190e+04	5.362e-02	4.592e-02	6.364e-02	5.590e-02	4.643e-02	6.525e-02	6.174e-02	5.568e-02	8.250e-02	6.176e-02	5.776e-02	6.812e-02	6.460e-02	5.944e-02	6.904e-02	6.330e-02	5.667e-02	7.248e-02
2.200e+04	5.362e-02	4.592e-02	6.364e-02	5.590e-02	4.643e-02	6.480e-02	6.178e-02	5.587e-02	8.250e-02	6.176e-02	5.776e-02	6.812e-02	6.555e-02	5.944e-02	6.904e-02	6.445e-02	5.667e-02	7.248e-02
2.210e+04	5.362e-02	4.592e-02	6.364e-02	5.590e-02	4.643e-02	6.480e-02	6.227e-02	5.601e-02	8.366e-02	6.176e-02	5.776e-02	6.812e-02	6.555e-02	5.920e-02	6.904e-02	6.445e-02	5.751e-02	7.205e-02
2.220e+04	5.362e-02	4.610e-02	6.364e-02	5.578e-02	4.643e-02	6.480e-02	6.296e-02	5.536e-02	8.347e-02	6.176e-02	5.755e-02	6.841e-02	6.515e-02	5.915e-02	6.903e-02	6.311e-02	5.679e-02	7.178e-02
2.230e+04	5.320e-02	4.610e-02	6.405e-02	5.578e-02	4.643e-02	6.480e-02	6.296e-02	5.536e-02	8.144e-02	6.176e-02	5.722e-02	6.841e-02	6.515e-02	5.915e-02	6.866e-02	6.311e-02	5.679e-02	7.178e-02
2.240e+04	5.320e-02	4.610e-02	6.251e-02	5.578e-02	4.632e-02	6.480e-02	6.318e-02	5.536e-02	8.204e-02	6.181e-02	5.763e-02	6.775e-02	6.515e-02	5.880e-02	6.866e-02	6.322e-02	5.668e-02	7.058e-02
2.250e+04	5.320e-02	4.588e-02	6.311e-02	5.603e-02	4.632e-02	6.480e-02	6.318e-02	5.536e-02	8.218e-02	6.182e-02	5.783e-02	6.775e-02	6.414e-02	5.881e-02	6.858e-02	6.321e-02	5.668e-02	7.058e-02
2.260e+04	5.320e-02	4.588e-02	6.269e-02	5.598e-02	4.665e-02	6.480e-02	6.318e-02	5.520e-02	8.218e-02	6.193e-02	5.783e-02	6.775e-02	6.414e-02	5.881e-02	6.858e-02	6.321e-02	5.600e-02	7.166e-02
2.270e+04	5.320e-02	4.592e-02	6.269e-02	5.598e-02	4.633e-02	6.435e-02	6.318e-02	5.475e-02	8.218e-02	6.193e-02	5.803e-02	6.775e-02	6.414e-02	5.881e-02	6.858e-02	6.321e-02	5.600e-02	7.197e-02
2.280e+04	5.334e-02	4.624e-02	6.269e-02	5.517e-02	4.549e-02	6.435e-02	6.309e-02	5.475e-02	8.218e-02	6.193e-02	5.780e-02	6.775e-02	6.414e-02	5.881e-02	6.873e-02	6.330e-02	5.600e-02	7.107e-02
2.290e+04	5.334e-02	4.624e-02	6.269e-02	5.517e-02	4.549e-02	6.448e-02	6.304e-02	5.393e-02	8.218e-02	6.193e-02	5.804e-02	6.790e-02	6.414e-02	5.785e-02	6.875e-02	6.334e-02	5.600e-02	7.107e-02
2.300e+04	5.334e-02	4.624e-02	6.073e-02	5.517e-02	4.585e-02	6.493e-02	6.304e-02	5.391e-02	8.202e-02	6.216e-02	5.808e-02	6.790e-02	6.414e-02	5.785e-02	6.875e-02	6.334e-02	5.600e-02	7.107e-02
2.310e+04	5.370e-02	4.624e-02	6.073e-02	5.450e-02	4.575e-02	6.506e-02	6.304e-02	5.391e-02	8.202e-02	6.216e-02	5.804e-02	6.776e-02	6.464e-02	5.825e-02	6.875e-02	6.235e-02	5.600e-02	7.107e-02
2.320e+04	5.370e-02	4.624e-02	6.163e-02	5.450e-02	4.575e-02	6.506e-02	6.290e-02	5.391e-02	8.202e-02	6.216e-02	5.804e-02	6.776e-02	6.464e-02	5.785e-02	6.875e-02	6.293e-02	5.600e-02	7.107e-02
2.330e+04	5.370e-02	4.621e-02	6.081e-02	5.450e-02	4.575e-02	6.506e-02	6.218e-02	5.391e-02	8.202e-02	6.290e-02	5.804e-02	6.776e-02	6.389e-02	5.785e-02	6.863e-02	6.293e-02	5.600e-02	7.107e-02
2.340e+04	5.370e-02	4.621e-02	6.081e-02	5.450e-02	4.575e-02	6.506e-02	6.351e-02	5.383e-02	7.539e-02	6.274e-02	5.832e-02	6.776e-02	6.407e-02	5.791e-02	6.863e-02	6.292e-02	5.590e-02	7.095e-02
2.350e+04	5.370e-02	4.551e-02	6.081e-02	5.450e-02	4.585e-02	6.506e-02	6.351e-02	5.388e-02	7.595e-02	6.335e-02	5.880e-02	6.670e-02	6.407e-02	5.791e-02	6.863e-02	6.292e-02	5.611e-02	7.054e-02
2.360e+04	5.331e-02	4.529e-02	6.068e-02	5.417e-02	4.585e-02	6.506e-02	6.351e-02	5.400e-02	7.595e-02	6.335e-02	5.880e-02	6.698e-02	6.407e-02	5.791e-02	7.018e-02	6.304e-02	5.611e-02	7.135e-02
2.370e+04	5.317e-02	4.527e-02	6.116e-02	5.417e-02	4.567e-02	6.489e-02	6.256e-02	5.400e-02	7.595e-02	6.335e-02	5.880e-02	6.690e-02	6.386e-02	5.791e-02	7.018e-02	6.304e-02	5.611e-02	7.171e-02
2.380e+04	5.317e-02	4.527e-02	6.116e-02	5.417e-02	4.567e-02	6.489e-02	6.256e-02	5.405e-02	7.561e-02	6.312e-02	5.880e-02	6.690e-02	6.458e-02	5.813e-02	7.018e-02	6.304e-02	5.611e-02	7.117e-02
2.390e+04	5.371e-02	4.527e-02	6.131e-02	5.407e-02	4.607e-02	6.482e-02	6.256e-02	5.405e-02	7.561e-02	6.295e-02	5.843e-02	6.698e-02	6.458e-02	5.813e-02	7.018e-02	6.304e-02	5.645e-02	7.117e-02
2.400e+04	5.371e-02	4.527e-02	6.131e-02	5.493e-02	4.562e-02	6.482e-02	6.256e-02	5.357e-02	7.561e-02	6.295e-02	5.889e-02	6.641e-02	6.471e-02	5.813e-02	7.018e-02	6.255e-02	5.638e-02	7.117e-02
2.410e+04	5.371e-02	4.527e-02	6.131e-02	5.493e-02	4.607e-02	6.452e-02	6.256e-02	5.357e-02	7.561e-02	6.295e-02	5.889e-02	6.629e-02	6.476e-02	5.813e-02	7.018e-02	6.196e-02	5.638e-02	7.155e-02
2.420e+04	5.417e-02	4.440e-02	6.156e-02	5.493e-02	4.607e-02	6.508e-02	6.256e-02	5.328e-02	7.561e-02	6.295e-02	5.889e-02	6.552e-02	6.452e-02	5.789e-02	7.018e-02	6.141e-02	5.638e-02	7.155e-02
2.430e+04	5.417e-02	4.440e-02	6.156e-02	5.493e-02	4.607e-02	6.508e-02	6.220e-02	5.357e-02	7.561e-02	6.322e-02	5.819e-02	6.552e-02	6.452e-02	5.789e-02	7.018e-02	6.159e-02	5.632e-02	7.155e-02
2.440e+04	5.454e-02	4.410e-02	6.146e-02	5.488e-02	4.631e-02	6.508e-02	6.220e-02	5.357e-02	7.512e-02	6.283e-02	5.819e-02	6.552e-02	6.549e-02	5.798e-02	7.018e-02	6.239e-02	5.627e-02	7.155e-02
2.450e+04	5.454e-02	4.430e-02	6.081e-02	5.488e-02	4.607e-02	6.508e-02	6.243e-02	5.350e-02	7.512e-02	6.290e-02	5.819e-02	6.552e-02	6.549e-02	5.743e-02	7.018e-02	6.288e-02	5.627e-02	7.097e-02
2.460e+04	5.478e-02	4.430e-02	6.080e-02	5.488e-02	4.607e-02	6.508e-02	6.243e-02	5.214e-02	7.537e-02	6.290e-02	5.819e-02	6.552e-02	6.463e-02	5.852e-02	7.018e-02	6.288e-02	5.627e-02	7.097e-02
2.470e+04	5.408e-02	4.430e-02	6.139e-02	5.488e-02	4.532e-02	6.530e-02	6.243e-02	5.265e-02	7.493e-02	6.290e-02	5.819e-02	6.552e-02	6.474e-02	5.852e-02	7.014e-02	6.300e-02	5.663e-02	7.097e-02
2.480e+04	5.350e-02	4.407e-02	6.139e-02	5.488e-02	4.532e-02	6.500e-02	6.266e-02	5.215e-02	7.371e-02	6.290e-02	5.819e-02	6.519e-02	6.474e-02	5.852e-02	7.014e-02	6.300e-02	5.742e-02	7.097e-02
2.490e+04	5.312e-02	4.475e-02	6.139e-02	5.488e-02	4.532e-02	6.500e-02	6.245e-02	5.164e-02	7.393e-02	6.290e-02	5.819e-02	6.525e-02	6.447e-02	5.852e-02	7.014e-02	6.300e-02	5.862e-02	7.097e-02
2.500e+04	5.200e-02	4.435e-02	6.139e-02	5.488e-02	4.532e-02	6.500e-02	6.245e-02	5.164e-02	7.393e-02	6.290e-02	5.845e-02	6.479e-02	6.414e-02	5.834e-02	7.001e-02	6.300e-02	5.865e-02	7.090e-02
2.510e+04	5.200e-02	4.445e-02	6.213e-02	5.488e-02	4.532e-02	6.536e-02	6.245e-02	5.164e-02	7.370e-02	6.290e-02	5.845e-02	6.549e-02	6.449e-02	5.834e-02	6.976e-02	6.255e-02	5.890e-02	7.251e-02
2.520e+04	5.200e-02	4.445e-02	6.230e-02	5.488e-02	4.518e-02	6.508e-02	6.313e-02	5.164e-02	7.427e-02	6.290e-02	5.819e-02	6.549e-02	6.449e-02	5.834e-02	6.994e-02	6.255e-02	5.890e-02	7.251e-02
2.530e+04	5.222e-02	4.438e-02	6.230e-02	5.504e-02	4.506e-02	6.522e-02	6.313e-02	5.164e-02	7.427e-02	6.274e-02	5.812e-02	6.549e-02	6.449e-02	5.834e-02	7.092e-02	6.255e-02	5.890e-02	7.157e-02
2.540e+04	5.222e-02	4.435e-02	6.230e-02	5.518e-02	4.506e-02	6.522e-02	6.318e-02	5.164e-02	7.427e-02	6.285e-02	5.807e-02	6.552e-02	6.453e-02	5.834e-02	7.087e-02	6.255e-02	5.845e-02	7.157e-02
2.550e+04	5.267e-02	4.443e-02	6.230e-02	5.547e-02	4.506e-02	6.536e-02	6.266e-02	5.170e-02	7.459e-02	6.285e-02	5.850e-02	6.552e-02	6.433e-02	5.834e-02	7.091e-02	6.216e-02	5.845e-02	7.185e-02
2.560e+04	5.267e-02	4.479e-02	6.354e-02	5.596e-02	4.483e-02	6.536e-02	6.257e-02	5.254e-02	7.435e-02	6.285e-02	5.807e-02	6.552e-02	6.457e-02	5.834e-02	7.091e-02	6.226e-02	5.871e-02	7.211e-02
2.570e+04	5.267e-02	4.479e-02	6.375e-02	5.596e-02	4.483e-02	6.536e-02	6.340e-02	5.226e-02	7.435e-02	6.285e-02	5.807e-02	6.611e-02	6.397e-02	5.834e-02	7.091e-02	6.212e-02	5.871e-02	7.211e-02
2.580e+04	5.215e-02	4.454e-02	6.375e-02	5.596e-02	4.483e-02	6.536e-02	6.317e-02	5.168e-02	7.420e-02	6.284e-02	5.807e-02	6.611e-02	6.371e-02	5.801e-02	7.091e-02	6.233e-02	5.821e-02	7.211e-02
2.590e+04	5.215e-02	4.454e-02	6.433e-02	5.596e-02	4.483e-02	6.536e-02	6.317e-02	5.195e-02	7.420e-02	6.295e-02	5.927e-02	6.637e-02	6.380e-02	5.790e-02	7.091e-02	6.341e-02	5.821e-02	7.211e-02
2.600e+04	5.215e-02	4.535e-02	6.356e-02	5.635e-02	4.504e-02	6.536e-02	6.317e-02	5.195e-02	7.305e-02	6.295e-02	5.873e-02	6.649e-02	6.380e-02	5.790e-02	7.091e-02	6.425e-02	5.828e-02	7.211e-02
2.610e+04	5.215e-02	4.535e-02	6.356e-02	5.635e-02	4.508e-02	6.420e-02	6.337e-02	5.191e-02	7.297e-02	6.295e-02	5.922e-02	6.649e-02	6.380e-02	5.832e-02	7.091e-02	6.425e-02	5.828e-02	7.211e-02
2.620e+04	5.191e-02	4.482e-02	6.356e-02	5.635e-02	4.509e-02	6.420e-02	6.337e-02	5.191e-02	7.297e-02	6.295e-02	5.922e-02	6.649e-02	6.380e-02	5.832e-02	7.071e-02	6.425e-02	5.828e-02	7.211e-02
2.630e+04	5.325e-02	4.482e-02	6.371e-02	5.617e-02	4.535e-02	6.420e-02	6.318e-02	5.204e-02	7.297e-02	6.321e-02	5.922e-02	6.649e-02	6.442e-02	5.880e-02	7.071e-02	6.425e-02	5.848e-02	7.211e-02
2.640e+04	5.325e-02	4.482e-02	6.371e-02	5.629e-02	4.508e-02	6.433e-02	6.318e-02	5.204e-02	7.297e-02	6.321e-02	5.877e-02	6.649e-02	6.442e-02	5.880e-02	7.071e-02	6.425e-02	5.860e-02	7.211e-02
2.650e+04	5.325e-02	4.482e-02	6.371e-02	5.629e-02	4.546e-02	6.433e-02	6.249e-02	5.227e-02	7.297e-02	6.338e-02	5.877e-02	6.649e-02	6.442e-02	5.880e-02	7.071e-02	6.296e-02	5.837e-02	7.180e-02
2.660e+04	5.325e-02	4.482e-02	6.371e-02	5.599e-02	4.575e-02	6.231e-02	6.249e-02	5.227e-02	7.313e-02	6.338e-02	5.877e-02	6.649e-02	6.442e-02	5.920e-02	7.071e-02	6.323e-02	5.837e-02	6.975e-02
2.670e+04	5.325e-02	4.475e-02	6.371e-02	5.599e-02	4.575e-02	6.025e-02	6.249e-02	5.227e-02	7.313e-02	6.338e-02	5.877e-02	6.654e-02	6.416e-02	5.920e-02	7.048e-02	6.323e-02	5.837e-02	6.975e-02
