n.evals.q.1.0.	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd.max
2.680e+04	5.343e-02	4.475e-02	6.371e-02	5.590e-02	4.575e-02	6.025e-02	6.249e-02	5.227e-02	7.313e-02	6.321e-02	5.877e-02	6.654e-02	6.416e-02	5.920e-02	7.048e-02	6.299e-02	5.739e-02	6.975e-02
2.690e+04	5.343e-02	4.475e-02	6.371e-02	5.590e-02	4.619e-02	6.025e-02	6.197e-02	5.227e-02	7.313e-02	6.321e-02	5.877e-02	6.508e-02	6.319e-02	5.778e-02	7.185e-02	6.277e-02	5.739e-02	6.828e-02
2.700e+04	5.343e-02	4.509e-02	6.371e-02	5.397e-02	4.619e-02	6.025e-02	6.111e-02	5.227e-02	7.299e-02	6.321e-02	5.862e-02	6.555e-02	6.319e-02	5.778e-02	7.185e-02	6.277e-02	5.645e-02	6.828e-02
2.710e+04	5.343e-02	4.509e-02	6.334e-02	5.397e-02	4.679e-02	6.025e-02	6.111e-02	5.227e-02	7.299e-02	6.323e-02	5.891e-02	6.555e-02	6.324e-02	5.838e-02	7.185e-02	6.277e-02	5.652e-02	6.828e-02
2.720e+04	5.343e-02	4.509e-02	6.334e-02	5.397e-02	4.610e-02	6.025e-02	6.157e-02	5.231e-02	7.387e-02	6.323e-02	5.906e-02	6.524e-02	6.324e-02	5.838e-02	7.185e-02	6.277e-02	5.695e-02	6.828e-02
2.730e+04	5.285e-02	4.455e-02	6.334e-02	5.388e-02	4.610e-02	6.049e-02	6.108e-02	5.231e-02	7.388e-02	6.304e-02	5.912e-02	6.524e-02	6.304e-02	5.838e-02	7.185e-02	6.265e-02	5.801e-02	6.828e-02
2.740e+04	5.328e-02	4.530e-02	6.338e-02	5.386e-02	4.610e-02	6.049e-02	6.155e-02	5.231e-02	7.388e-02	6.323e-02	5.862e-02	6.504e-02	6.358e-02	5.838e-02	7.185e-02	6.265e-02	5.801e-02	6.828e-02
2.750e+04	5.290e-02	4.509e-02	6.338e-02	5.379e-02	4.610e-02	6.053e-02	6.124e-02	5.231e-02	7.388e-02	6.323e-02	5.898e-02	6.504e-02	6.358e-02	5.839e-02	7.157e-02	6.262e-02	5.801e-02	6.585e-02
2.760e+04	5.290e-02	4.509e-02	6.338e-02	5.379e-02	4.669e-02	6.064e-02	6.219e-02	5.103e-02	7.315e-02	6.323e-02	5.898e-02	6.508e-02	6.393e-02	5.839e-02	7.157e-02	6.270e-02	5.801e-02	6.585e-02
2.770e+04	5.290e-02	4.509e-02	6.338e-02	5.379e-02	4.669e-02	6.004e-02	6.219e-02	5.103e-02	7.315e-02	6.323e-02	5.898e-02	6.543e-02	6.393e-02	5.839e-02	7.157e-02	6.270e-02	5.801e-02	6.551e-02
2.780e+04	5.290e-02	4.534e-02	6.293e-02	5.379e-02	4.669e-02	6.004e-02	6.219e-02	5.084e-02	7.315e-02	6.338e-02	5.748e-02	6.543e-02	6.408e-02	5.839e-02	7.157e-02	6.268e-02	5.801e-02	6.551e-02
2.790e+04	5.290e-02	4.434e-02	6.304e-02	5.379e-02	4.530e-02	6.004e-02	6.219e-02	5.084e-02	7.315e-02	6.352e-02	5.739e-02	6.543e-02	6.408e-02	5.839e-02	7.157e-02	6.268e-02	5.731e-02	6.551e-02
2.800e+04	5.290e-02	4.394e-02	6.304e-02	5.410e-02	4.530e-02	6.004e-02	6.219e-02	5.084e-02	7.315e-02	6.347e-02	5.846e-02	6.543e-02	6.408e-02	5.839e-02	7.153e-02	6.268e-02	5.673e-02	6.551e-02
2.810e+04	5.261e-02	4.394e-02	6.340e-02	5.410e-02	4.493e-02	6.004e-02	6.182e-02	5.084e-02	7.305e-02	6.347e-02	5.846e-02	6.543e-02	6.377e-02	5.820e-02	7.153e-02	6.270e-02	5.649e-02	6.540e-02
2.820e+04	5.295e-02	4.394e-02	6.365e-02	5.410e-02	4.509e-02	6.004e-02	6.182e-02	5.017e-02	7.305e-02	6.347e-02	5.860e-02	6.563e-02	6.382e-02	5.820e-02	7.153e-02	6.270e-02	5.649e-02	6.496e-02
2.830e+04	5.303e-02	4.394e-02	6.365e-02	5.410e-02	4.509e-02	5.980e-02	6.182e-02	5.017e-02	7.208e-02	6.347e-02	5.869e-02	6.563e-02	6.382e-02	5.820e-02	7.153e-02	6.270e-02	5.645e-02	6.495e-02
2.840e+04	5.303e-02	4.394e-02	6.365e-02	5.410e-02	4.509e-02	5.980e-02	6.131e-02	5.026e-02	7.191e-02	6.326e-02	5.869e-02	6.563e-02	6.382e-02	5.820e-02	7.198e-02	6.302e-02	5.645e-02	6.495e-02
2.850e+04	5.316e-02	4.399e-02	6.365e-02	5.297e-02	4.509e-02	5.980e-02	6.131e-02	5.047e-02	7.149e-02	6.326e-02	5.834e-02	6.488e-02	6.382e-02	5.800e-02	7.231e-02	6.321e-02	5.645e-02	6.495e-02
2.860e+04	5.406e-02	4.408e-02	6.365e-02	5.297e-02	4.509e-02	6.007e-02	6.137e-02	4.959e-02	7.149e-02	6.317e-02	5.834e-02	6.488e-02	6.382e-02	5.697e-02	7.231e-02	6.309e-02	5.643e-02	6.495e-02
2.870e+04	5.297e-02	4.390e-02	6.363e-02	5.293e-02	4.483e-02	6.020e-02	6.137e-02	4.959e-02	7.217e-02	6.317e-02	5.858e-02	6.488e-02	6.382e-02	5.697e-02	7.334e-02	6.277e-02	5.645e-02	6.511e-02
2.880e+04	5.297e-02	4.390e-02	6.363e-02	5.293e-02	4.711e-02	6.020e-02	6.137e-02	4.959e-02	7.217e-02	6.317e-02	5.858e-02	6.478e-02	6.382e-02	5.697e-02	7.311e-02	6.170e-02	5.645e-02	6.490e-02
2.890e+04	5.506e-02	4.390e-02	6.363e-02	5.293e-02	4.770e-02	6.020e-02	6.137e-02	4.959e-02	7.192e-02	6.317e-02	5.865e-02	6.478e-02	6.382e-02	5.697e-02	7.311e-02	6.170e-02	5.650e-02	6.490e-02
2.900e+04	5.506e-02	4.390e-02	6.419e-02	5.293e-02	4.770e-02	6.033e-02	6.137e-02	4.959e-02	7.175e-02	6.317e-02	5.865e-02	6.478e-02	6.382e-02	5.697e-02	7.097e-02	6.170e-02	5.650e-02	6.509e-02
2.910e+04	5.506e-02	4.390e-02	6.394e-02	5.293e-02	4.770e-02	6.033e-02	6.101e-02	4.985e-02	7.175e-02	6.277e-02	5.865e-02	6.472e-02	6.393e-02	5.697e-02	7.088e-02	6.170e-02	5.607e-02	6.509e-02
2.920e+04	5.506e-02	4.390e-02	6.394e-02	5.322e-02	4.770e-02	6.033e-02	6.101e-02	4.985e-02	7.123e-02	6.277e-02	5.865e-02	6.472e-02	6.344e-02	5.697e-02	7.088e-02	6.170e-02	5.607e-02	6.504e-02
2.930e+04	5.506e-02	4.399e-02	6.394e-02	5.322e-02	4.700e-02	6.033e-02	6.126e-02	4.985e-02	7.123e-02	6.337e-02	5.865e-02	6.472e-02	6.393e-02	5.689e-02	7.052e-02	6.247e-02	5.596e-02	6.504e-02
2.940e+04	5.506e-02	4.399e-02	6.386e-02	5.322e-02	4.700e-02	6.104e-02	6.126e-02	4.985e-02	7.061e-02	6.337e-02	5.865e-02	6.488e-02	6.454e-02	5.689e-02	7.052e-02	6.247e-02	5.596e-02	6.574e-02
2.950e+04	5.506e-02	4.384e-02	6.386e-02	5.322e-02	4.700e-02	6.104e-02	6.126e-02	4.984e-02	7.061e-02	6.349e-02	5.873e-02	6.515e-02	6.370e-02	5.727e-02	7.048e-02	6.247e-02	5.596e-02	6.574e-02
2.960e+04	5.506e-02	4.384e-02	6.357e-02	5.322e-02	4.700e-02	6.104e-02	6.126e-02	4.984e-02	7.061e-02	6.349e-02	5.873e-02	6.508e-02	6.370e-02	5.727e-02	7.058e-02	6.247e-02	5.596e-02	6.652e-02
2.970e+04	5.366e-02	4.384e-02	6.363e-02	5.393e-02	4.700e-02	6.091e-02	6.118e-02	4.984e-02	7.061e-02	6.322e-02	5.918e-02	6.508e-02	6.342e-02	5.727e-02	7.048e-02	6.247e-02	5.596e-02	6.652e-02
2.980e+04	5.371e-02	4.380e-02	6.374e-02	5.393e-02	4.700e-02	6.091e-02	6.118e-02	4.984e-02	7.061e-02	6.322e-02	5.918e-02	6.530e-02	6.342e-02	5.727e-02	7.048e-02	6.247e-02	5.596e-02	6.652e-02
2.990e+04	5.263e-02	4.310e-02	6.374e-02	5.393e-02	4.700e-02	6.091e-02	6.039e-02	4.984e-02	7.061e-02	6.322e-02	5.918e-02	6.530e-02	6.375e-02	5.727e-02	7.048e-02	6.247e-02	5.607e-02	6.652e-02
3.000e+04	5.263e-02	4.310e-02	6.427e-02	5.468e-02	4.700e-02	6.091e-02	6.039e-02	4.975e-02	7.061e-02	6.318e-02	5.832e-02	6.508e-02	6.374e-02	5.727e-02	7.167e-02	6.241e-02	5.607e-02	6.652e-02
3.010e+04	5.263e-02	4.310e-02	6.419e-02	5.379e-02	4.690e-02	6.139e-02	6.039e-02	4.975e-02	7.061e-02	6.278e-02	5.895e-02	6.508e-02	6.374e-02	5.727e-02	7.167e-02	6.241e-02	5.607e-02	6.652e-02
3.020e+04	5.263e-02	4.310e-02	6.460e-02	5.379e-02	4.690e-02	6.139e-02	6.017e-02	4.961e-02	7.061e-02	6.297e-02	5.881e-02	6.508e-02	6.374e-02	5.722e-02	7.173e-02	6.241e-02	5.607e-02	6.652e-02
3.030e+04	5.263e-02	4.304e-02	6.460e-02	5.348e-02	4.690e-02	6.139e-02	6.017e-02	4.973e-02	7.080e-02	6.323e-02	5.881e-02	6.507e-02	6.369e-02	5.722e-02	7.173e-02	6.258e-02	5.626e-02	6.652e-02
3.040e+04	5.297e-02	4.304e-02	6.460e-02	5.379e-02	4.690e-02	6.139e-02	6.017e-02	4.990e-02	7.080e-02	6.323e-02	5.885e-02	6.512e-02	6.364e-02	5.658e-02	7.173e-02	6.241e-02	5.626e-02	6.652e-02
3.050e+04	5.297e-02	4.304e-02	6.460e-02	5.379e-02	4.690e-02	6.098e-02	6.053e-02	4.961e-02	7.102e-02	6.313e-02	5.885e-02	6.512e-02	6.364e-02	5.727e-02	7.173e-02	6.241e-02	5.692e-02	6.646e-02
3.060e+04	5.297e-02	4.264e-02	6.512e-02	5.424e-02	4.690e-02	6.098e-02	6.017e-02	4.961e-02	7.150e-02	6.313e-02	5.885e-02	6.512e-02	6.328e-02	5.669e-02	7.173e-02	6.207e-02	5.706e-02	6.646e-02
3.070e+04	5.297e-02	4.264e-02	6.415e-02	5.306e-02	4.690e-02	6.098e-02	6.053e-02	4.961e-02	7.125e-02	6.347e-02	5.887e-02	6.512e-02	6.328e-02	5.669e-02	7.173e-02	6.194e-02	5.706e-02	6.649e-02
3.080e+04	5.326e-02	4.343e-02	6.389e-02	5.306e-02	4.690e-02	6.155e-02	6.053e-02	4.958e-02	7.125e-02	6.347e-02	5.900e-02	6.512e-02	6.364e-02	5.651e-02	7.173e-02	6.172e-02	5.706e-02	6.649e-02
3.090e+04	5.326e-02	4.343e-02	6.389e-02	5.306e-02	4.690e-02	6.155e-02	6.053e-02	4.932e-02	7.138e-02	6.328e-02	5.900e-02	6.543e-02	6.364e-02	5.880e-02	7.173e-02	6.172e-02	5.736e-02	6.649e-02
3.100e+04	5.326e-02	4.343e-02	6.389e-02	5.306e-02	4.700e-02	6.162e-02	6.053e-02	4.932e-02	7.138e-02	6.322e-02	5.900e-02	6.590e-02	6.364e-02	5.935e-02	7.173e-02	6.172e-02	5.736e-02	6.646e-02
3.110e+04	5.417e-02	4.323e-02	6.389e-02	5.306e-02	4.700e-02	6.195e-02	6.052e-02	4.932e-02	7.138e-02	6.322e-02	5.910e-02	6.597e-02	6.334e-02	5.935e-02	7.189e-02	6.168e-02	5.706e-02	6.646e-02
3.120e+04	5.417e-02	4.305e-02	6.405e-02	5.306e-02	4.598e-02	6.515e-02	5.989e-02	4.932e-02	7.138e-02	6.322e-02	5.910e-02	6.597e-02	6.334e-02	5.944e-02	7.189e-02	6.116e-02	5.706e-02	6.797e-02
3.130e+04	5.417e-02	4.305e-02	6.405e-02	5.181e-02	4.613e-02	6.515e-02	5.980e-02	4.932e-02	7.138e-02	6.322e-02	5.910e-02	6.597e-02	6.388e-02	5.944e-02	7.189e-02	6.120e-02	5.706e-02	6.808e-02
3.140e+04	5.417e-02	4.305e-02	6.405e-02	5.181e-02	4.613e-02	6.515e-02	5.980e-02	4.931e-02	7.138e-02	6.322e-02	5.910e-02	6.656e-02	6.388e-02	5.881e-02	7.189e-02	6.133e-02	5.698e-02	6.945e-02
3.150e+04	5.417e-02	4.164e-02	6.412e-02	5.254e-02	4.654e-02	6.515e-02	5.933e-02	4.931e-02	7.150e-02	6.322e-02	5.878e-02	6.656e-02	6.388e-02	5.939e-02	7.189e-02	6.163e-02	5.698e-02	6.945e-02
3.160e+04	5.417e-02	4.164e-02	6.412e-02	5.254e-02	4.639e-02	6.515e-02	5.933e-02	4.931e-02	7.179e-02	6.322e-02	5.894e-02	6.656e-02	6.388e-02	5.880e-02	7.189e-02	6.163e-02	5.698e-02	7.017e-02
3.170e+04	5.417e-02	4.164e-02	6.475e-02	5.254e-02	4.639e-02	6.531e-02	5.829e-02	4.931e-02	7.083e-02	6.330e-02	5.894e-02	6.656e-02	6.247e-02	5.880e-02	7.189e-02	6.163e-02	5.698e-02	7.092e-02
3.180e+04	5.418e-02	4.164e-02	6.475e-02	5.254e-02	4.639e-02	6.531e-02	5.829e-02	4.931e-02	7.083e-02	6.349e-02	5.878e-02	6.656e-02	6.313e-02	5.798e-02	7.189e-02	6.163e-02	5.784e-02	7.092e-02
3.190e+04	5.460e-02	4.164e-02	6.475e-02	5.115e-02	4.639e-02	6.531e-02	5.829e-02	4.933e-02	7.050e-02	6.349e-02	5.890e-02	6.604e-02	6.315e-02	5.798e-02	7.189e-02	6.143e-02	5.784e-02	7.092e-02
3.200e+04	5.460e-02	4.164e-02	6.471e-02	5.115e-02	4.639e-02	6.531e-02	5.816e-02	4.933e-02	7.050e-02	6.349e-02	5.890e-02	6.604e-02	6.315e-02	5.798e-02	7.152e-02	6.208e-02	5.784e-02	7.164e-02
3.210e+04	5.489e-02	4.164e-02	6.488e-02	5.130e-02	4.639e-02	6.559e-02	5.816e-02	4.980e-02	7.024e-02	6.349e-02	5.890e-02	6.576e-02	6.315e-02	5.798e-02	7.157e-02	6.143e-02	5.784e-02	7.164e-02
3.220e+04	5.535e-02	4.164e-02	6.488e-02	5.130e-02	4.639e-02	6.559e-02	5.678e-02	4.922e-02	7.016e-02	6.349e-02	5.890e-02	6.576e-02	6.315e-02	5.798e-02	7.168e-02	6.127e-02	5.747e-02	7.164e-02
3.230e+04	5.568e-02	4.164e-02	6.488e-02	5.395e-02	4.582e-02	6.559e-02	5.678e-02	4.922e-02	6.948e-02	6.349e-02	5.890e-02	6.576e-02	6.315e-02	5.798e-02	7.168e-02	6.127e-02	5.639e-02	7.164e-02
3.240e+04	5.580e-02	4.181e-02	6.488e-02	5.395e-02	4.582e-02	6.559e-02	5.678e-02	4.884e-02	6.974e-02	6.349e-02	5.890e-02	6.576e-02	6.314e-02	5.798e-02	7.192e-02	6.127e-02	5.645e-02	7.164e-02
3.250e+04	5.580e-02	4.181e-02	6.641e-02	5.295e-02	4.572e-02	6.559e-02	5.678e-02	4.854e-02	6.974e-02	6.349e-02	5.886e-02	6.732e-02	6.349e-02	5.798e-02	7.192e-02	6.127e-02	5.645e-02	7.164e-02
3.260e+04	5.580e-02	4.181e-02	6.641e-02	5.295e-02	4.572e-02	6.559e-02	5.646e-02	4.854e-02	6.966e-02	6.356e-02	5.886e-02	6.732e-02	6.349e-02	5.845e-02	7.192e-02	6.127e-02	5.566e-02	7.164e-02
3.270e+04	5.580e-02	4.181e-02	6.622e-02	5.295e-02	4.572e-02	6.558e-02	5.646e-02	4.854e-02	6.969e-02	6.367e-02	5.886e-02	6.732e-02	6.349e-02	5.821e-02	7.233e-02	6.123e-02	5.566e-02	7.041e-02
3.280e+04	5.580e-02	4.180e-02	6.622e-02	5.254e-02	4.507e-02	6.558e-02	5.646e-02	4.804e-02	6.923e-02	6.367e-02	5.886e-02	6.762e-02	6.349e-02	5.821e-02	7.233e-02	6.041e-02	5.566e-02	7.041e-02
3.290e+04	5.549e-02	4.221e-02	6.622e-02	5.254e-02	4.507e-02	6.558e-02	5.646e-02	4.764e-02	6.923e-02	6.367e-02	5.890e-02	6.762e-02	6.349e-02	5.821e-02	7.233e-02	6.100e-02	5.578e-02	7.041e-02
3.300e+04	5.549e-02	4.221e-02	6.622e-02	5.254e-02	4.507e-02	6.531e-02	5.646e-02	4.764e-02	6.923e-02	6.349e-02	5.890e-02	6.757e-02	6.349e-02	5.821e-02	7.233e-02	6.061e-02	5.580e-02	7.041e-02
3.310e+04	5.549e-02	4.221e-02	6.569e-02	5.254e-02	4.465e-02	6.508e-02	5.618e-02	4.764e-02	6.931e-02	6.349e-02	5.882e-02	6.666e-02	6.370e-02	5.821e-02	7.233e-02	6.061e-02	5.580e-02	7.041e-02
3.320e+04	5.549e-02	4.221e-02	6.347e-02	5.250e-02	4.479e-02	6.401e-02	5.667e-02	4.769e-02	6.931e-02	6.349e-02	5.882e-02	6.666e-02	6.370e-02	5.821e-02	7.233e-02	6.061e-02	5.571e-02	7.041e-02
3.330e+04	5.549e-02	4.221e-02	6.347e-02	5.309e-02	4.507e-02	6.401e-02	5.714e-02	4.769e-02	6.931e-02	6.349e-02	5.882e-02	6.666e-02	6.370e-02	5.821e-02	7.105e-02	6.061e-02	5.580e-02	7.041e-02
3.340e+04	5.676e-02	4.221e-02	6.384e-02	5.309e-02	4.399e-02	6.401e-02	5.714e-02	4.769e-02	6.935e-02	6.311e-02	5.861e-02	6.666e-02	6.299e-02	5.866e-02	7.105e-02	6.043e-02	5.581e-02	7.041e-02
3.350e+04	5.676e-02	4.221e-02	6.384e-02	5.309e-02	4.399e-02	6.401e-02	5.714e-02	4.769e-02	6.935e-02	6.330e-02	5.861e-02	6.631e-02	6.323e-02	5.866e-02	7.105e-02	6.120e-02	5.608e-02	7.041e-02
3.360e+04	5.676e-02	4.221e-02	6.384e-02	5.309e-02	4.374e-02	6.401e-02	5.714e-02	4.779e-02	6.937e-02	6.411e-02	5.861e-02	6.631e-02	6.323e-02	5.866e-02	7.145e-02	6.130e-02	5.608e-02	7.067e-02
3.370e+04	5.676e-02	4.221e-02	6.385e-02	5.371e-02	4.348e-02	6.421e-02	5.714e-02	4.765e-02	6.960e-02	6.411e-02	5.861e-02	6.666e-02	6.323e-02	5.866e-02	7.224e-02	6.130e-02	5.608e-02	7.067e-02
3.380e+04	5.676e-02	4.221e-02	6.385e-02	5.441e-02	4.348e-02	6.409e-02	5.714e-02	4.762e-02	6.960e-02	6.397e-02	5.861e-02	6.666e-02	6.323e-02	5.821e-02	7.224e-02	6.130e-02	5.608e-02	7.200e-02
3.390e+04	5.676e-02	4.221e-02	6.385e-02	5.421e-02	4.348e-02	6.409e-02	5.760e-02	4.746e-02	6.937e-02	6.397e-02	5.861e-02	6.680e-02	6.323e-02	5.821e-02	7.256e-02	6.130e-02	5.608e-02	7.263e-02
3.400e+04	5.676e-02	4.221e-02	6.385e-02	5.421e-02	4.348e-02	6.409e-02	5.760e-02	4.653e-02	7.031e-02	6.386e-02	5.861e-02	6.692e-02	6.323e-02	5.809e-02	7.256e-02	6.189e-02	5.617e-02	7.263e-02
3.410e+04	5.676e-02	4.221e-02	6.332e-02	5.472e-02	4.348e-02	6.421e-02	5.760e-02	4.653e-02	7.031e-02	6.386e-02	5.775e-02	6.692e-02	6.400e-02	5.760e-02	7.256e-02	6.189e-02	5.617e-02	7.263e-02
3.420e+04	5.676e-02	4.234e-02	6.332e-02	5.476e-02	4.348e-02	6.506e-02	5.748e-02	4.627e-02	7.079e-02	6.387e-02	5.775e-02	6.692e-02	6.400e-02	5.760e-02	7.256e-02	6.189e-02	5.617e-02	7.263e-02
3.430e+04	5.676e-02	4.234e-02	6.258e-02	5.476e-02	4.263e-02	6.506e-02	5.748e-02	4.613e-02	7.079e-02	6.387e-02	5.775e-02	6.692e-02	6.400e-02	5.760e-02	7.256e-02	6.189e-02	5.617e-02	7.263e-02
3.440e+04	5.695e-02	4.234e-02	6.204e-02	5.298e-02	4.263e-02	6.506e-02	5.748e-02	4.486e-02	7.031e-02	6.387e-02	5.798e-02	6.684e-02	6.400e-02	5.671e-02	7.256e-02	6.189e-02	5.617e-02	7.263e-02
3.450e+04	5.397e-02	4.234e-02	6.216e-02	5.298e-02	4.234e-02	6.421e-02	5.748e-02	4.586e-02	6.994e-02	6.349e-02	5.798e-02	6.684e-02	6.356e-02	5.671e-02	7.256e-02	6.182e-02	5.706e-02	7.263e-02
3.460e+04	5.330e-02	4.192e-02	6.216e-02	5.298e-02	4.234e-02	6.421e-02	5.748e-02	4.586e-02	6.994e-02	6.349e-02	5.798e-02	6.745e-02	6.356e-02	5.671e-02	7.256e-02	6.112e-02	5.706e-02	7.263e-02
3.470e+04	5.330e-02	4.192e-02	6.216e-02	5.259e-02	4.234e-02	6.334e-02	5.664e-02	4.586e-02	6.980e-02	6.349e-02	5.818e-02	6.745e-02	6.356e-02	5.671e-02	7.256e-02	6.112e-02	5.706e-02	7.263e-02
3.480e+04	5.330e-02	4.164e-02	6.216e-02	5.294e-02	4.158e-02	6.334e-02	5.666e-02	4.586e-02	7.001e-02	6.349e-02	5.818e-02	6.817e-02	6.347e-02	5.671e-02	7.256e-02	6.112e-02	5.693e-02	7.263e-02
3.490e+04	5.330e-02	4.149e-02	6.134e-02	5.343e-02	4.158e-02	6.334e-02	5.666e-02	4.584e-02	7.001e-02	6.317e-02	5.839e-02	6.709e-02	6.326e-02	5.671e-02	7.230e-02	6.146e-02	5.693e-02	7.263e-02
3.500e+04	5.234e-02	4.149e-02	6.108e-02	5.343e-02	4.158e-02	6.340e-02	5.666e-02	4.584e-02	7.023e-02	6.341e-02	5.839e-02	6.702e-02	6.299e-02	5.671e-02	7.230e-02	6.146e-02	5.722e-02	7.263e-02
3.510e+04	5.179e-02	4.149e-02	6.081e-02	5.343e-02	4.158e-02	6.340e-02	5.676e-02	4.584e-02	7.023e-02	6.341e-02	5.706e-02	6.702e-02	6.299e-02	5.662e-02	7.230e-02	6.146e-02	5.722e-02	7.263e-02
3.520e+04	5.238e-02	4.140e-02	6.048e-02	5.328e-02	4.197e-02	6.340e-02	5.676e-02	4.584e-02	7.023e-02	6.371e-02	5.706e-02	6.702e-02	6.299e-02	5.662e-02	7.230e-02	6.077e-02	5.722e-02	7.263e-02
3.530e+04	5.158e-02	4.140e-02	6.048e-02	5.328e-02	4.220e-02	6.340e-02	5.666e-02	4.584e-02	7.023e-02	6.371e-02	5.706e-02	6.702e-02	6.299e-02	5.662e-02	7.230e-02	6.077e-02	5.722e-02	7.288e-02
3.540e+04	4.999e-02	4.071e-02	6.048e-02	5.328e-02	4.220e-02	6.340e-02	5.629e-02	4.493e-02	7.035e-02	6.371e-02	5.706e-02	6.741e-02	6.299e-02	5.706e-02	7.158e-02	6.074e-02	5.722e-02	7.288e-02
3.550e+04	4.999e-02	4.083e-02	6.048e-02	5.328e-02	4.220e-02	6.340e-02	5.629e-02	4.493e-02	7.023e-02	6.371e-02	5.736e-02	6.665e-02	6.299e-02	5.706e-02	7.158e-02	6.092e-02	5.722e-02	7.323e-02
3.560e+04	4.999e-02	4.083e-02	6.048e-02	5.328e-02	4.220e-02	6.340e-02	5.537e-02	4.493e-02	6.954e-02	6.371e-02	5.736e-02	6.665e-02	6.299e-02	5.706e-02	7.158e-02	6.092e-02	5.722e-02	7.263e-02
3.570e+04	4.928e-02	4.048e-02	6.042e-02	5.328e-02	4.220e-02	6.340e-02	5.537e-02	4.469e-02	6.954e-02	6.371e-02	5.736e-02	6.665e-02	6.335e-02	5.706e-02	6.816e-02	6.105e-02	5.722e-02	7.263e-02
3.580e+04	4.928e-02	4.048e-02	6.042e-02	5.328e-02	4.220e-02	6.262e-02	5.537e-02	4.469e-02	6.954e-02	6.371e-02	5.746e-02	6.608e-02	6.335e-02	5.706e-02	6.811e-02	6.098e-02	5.722e-02	7.263e-02
3.590e+04	4.928e-02	4.048e-02	6.042e-02	5.373e-02	4.220e-02	6.329e-02	5.538e-02	4.469e-02	6.954e-02	6.368e-02	5.746e-02	6.586e-02	6.335e-02	5.706e-02	6.811e-02	6.062e-02	5.722e-02	7.263e-02
3.600e+04	4.928e-02	4.048e-02	6.042e-02	5.455e-02	4.175e-02	6.386e-02	5.538e-02	4.352e-02	6.954e-02	6.368e-02	5.746e-02	6.586e-02	6.335e-02	5.706e-02	6.811e-02	6.103e-02	5.653e-02	7.195e-02
3.610e+04	4.928e-02	4.036e-02	6.042e-02	5.316e-02	4.152e-02	6.386e-02	5.538e-02	4.352e-02	6.954e-02	6.368e-02	5.714e-02	6.586e-02	6.335e-02	5.706e-02	6.811e-02	6.103e-02	5.653e-02	7.195e-02
3.620e+04	4.928e-02	4.063e-02	6.042e-02	5.300e-02	4.152e-02	6.503e-02	5.538e-02	4.373e-02	6.963e-02	6.368e-02	5.702e-02	6.602e-02	6.335e-02	5.706e-02	6.848e-02	6.147e-02	5.653e-02	7.091e-02
3.630e+04	4.928e-02	4.035e-02	6.042e-02	5.300e-02	4.152e-02	6.503e-02	5.549e-02	4.373e-02	6.963e-02	6.333e-02	5.702e-02	6.711e-02	6.335e-02	5.706e-02	6.848e-02	6.147e-02	5.653e-02	7.107e-02
3.640e+04	4.928e-02	4.035e-02	6.042e-02	5.344e-02	4.152e-02	6.641e-02	5.549e-02	4.373e-02	6.874e-02	6.333e-02	5.702e-02	6.711e-02	6.335e-02	5.706e-02	6.974e-02	6.147e-02	5.653e-02	7.070e-02
3.650e+04	4.928e-02	4.118e-02	5.894e-02	5.344e-02	4.169e-02	6.641e-02	5.476e-02	4.373e-02	6.874e-02	6.368e-02	5.714e-02	6.726e-02	6.335e-02	5.706e-02	6.974e-02	6.147e-02	5.653e-02	7.070e-02
